name,sum
Acer_campestre,4
Acer_platanoides,3
Acer_pseudoplatanus,112
Achillea_millefolium,330
Aegopodium_podagraria,28
Agrimonia_eupatoria,64
Agrostis_capillaris,58
Agrostis_stolonifera,49
Ajuga_reptans,86
Alchemilla_vulgaris,1
Allium_scorodoprasum,11
Alopecurus_myosuroides,13
Alopecurus_pratensis,5
Amaranthus_retroflexus,121
Anagallis_arvensis,4
Angelica_sylvestris,1
Anthoxanthum_odoratum,197
Anthyllis_vulneraria,125
Apera_spica-venti,1
Arabis_hirsuta,10
Arenaria_serpyllifolia,331
Arrhenatherum_elatius,315
Artemisia_vulgaris,18
Asperula_cynanchica,18
Avena_fatua,2
Barbarea_vulgaris,21
Bellis_perennis,1
Brachypodium_pinnatum,73
Brassica_napus,1
Brassicaceae,5
Briza_media,130
Bromus_erectus,233
Bromus_hordeaceus,753
Bromus_inermis,587
Bromus_sterilis,7
Bunias_orientalis,204
Buphthalmum_salicifolium,40
Calystegia_sepium,494
Campanula_glomerata,1
Campanula_patula,29
Campanula_rapunculoides,10
Campanula_rotundifolia,11
Campanula_trachelium,1
Capsella_bursa-pastoris,284
Cardamine_hirsuta,1
Carex_acutiformis,2
Carex_caryophyllea,15
Carex_filiformis,6
Carex_flacca,6
Carex_hirta,132
Carex_leporina,2
Carex_muricata,12
Carex_praecox_ssp_praecox,7
Carex_spec,11
Carlina_vulgaris,11
Centaurea_jacea,114
Centaurea_scabiosa,139
Centaurea_spec,1
Centaurea_stoebe,158
Cerastium_arvense,99
Cerastium_fontanum_ssp_vulgare,312
Cerastium_glomeratum,40
Chaerophyllum_bulbosum,3
Chenopodium_album,406
Chenopodium_polyspermum,141
Cichorium_intybus,225
Cirsium_arvense,37
Cirsium_oleraceum,5
Cirsium_vulgare,4
Clinopodium_vulgare,71
Consolida_regalis,5
Convolvulus_arvensis,933
Cornus_controversa,6
Cota_tinctoria,3
Crataegus_monogyna,1
Crepis_biennis,194
Crepis_capillaris,2
Cynosurus_cristatus,32
Dactylis_glomerata,273
Daucus_carota,161
Dianthus_carthusianorum,167
Dipsacus_fullonum,1
Echinochloa_crus-galli,166
Echium_vulgare,375
Elymus_repens,609
Epilobium_obscurum,1
Epilobium_parviflorum,8
Epilobium_spec,1
Equisetum_arvense,107
Eragrostis_minor,1
Erigeron_annuus,215
Erigeron_canadensis,52
Erysimum_cheiranthoides,11
Euonymus_europaeus,2
Euphorbia_amygdaloides,1
Euphorbia_cyparissias,1
Euphorbia_esula,81
Euphorbia_helioscopia,104
Euphorbia_verrucosa,15
Fallopia_convolvulus,132
Festuca_arundinacea,17
Festuca_ovina,110
Festuca_pratensis,284
Festuca_rubra,238
Festuca_spec,1
Filipendula_ulmaria,18
Filipendula_vulgaris,37
Fragaria_vesca,6
Fragaria_viridis,21
Fumaria_officinalis,15
Galeopsis_tetrahit,24
Galium_aparine,4
Galium_mollugo,326
Galium_palustre,1
Galium_verum,148
Geranium_dissectum,32
Geranium_molle,1
Geranium_pratense,39
Geranium_pusillum,1
Geranium_pyrenaicum,80
Geum_urbanum,6
Glechoma_hederacea,101
Helianthemum_nummularium,1
Helianthus_annuus,11
Helianthus_tuberosus,1
Helictotrichon_pubescens,66
Hippocrepis_comosa,11
Holcus_lanatus,120
Hordeum_vulgare,10
Hypericum_perforatum,17
Hypochaeris_radicata,156
Iris_pseudacorus,1
Iris_spec,6
Jacobaea_vulgaris,8
Knautia_arvensis,276
Koeleria_pyramidata,50
Lactuca_serriola,31
Lamium_maculatum,3
Lamium_purpureum,5
Lapsana_communis,4
Lathyrus_pratensis,158
Lathyrus_sylvestris,1
Lathyrus_tuberosus,7
Leontodon_hispidus,58
Lepidium_campestre,15
Leucanthemum_vulgare,269
Linum_spec,1
Lolium_perenne,55
Lotus_corniculatus,279
Lysimachia_nummularia,88
Lysimachia_vulgaris,27
Lythrum_salicaria,1
Malva_spec,1
Medicago_falcata,272
Medicago_lupulina,281
Medicago_minima,14
Medicago_sativa,214
Melilotus_albus,1
Myosotis_arvensis,63
Nardus_stricta,5
Oenothera_biennis,19
Onobrychis_viciifolia,133
Ononis_spinosa,3
Origanum_vulgare,129
Papaver_dubium,2
Papaver_rhoeas,225
Pastinaca_sativa,84
Persicaria_amphibia,125
Persicaria_bistorta,3
Persicaria_lapathifolia,1
Persicaria_minor,1
Persicaria_mitis,1
Peucedanum_cervaria,1
Phleum_phleoides,63
Phleum_pratense,81
Pimpinella_major,13
Pimpinella_saxifraga,17
Plantago_lanceolata,362
Plantago_major,6
Plantago_major_ssp_intermedia,7
Plantago_media,50
Poa_angustifolia,102
Poa_annua,1
Poa_compressa,35
Poa_pratensis,155
Poa_trivialis,70
Poaceae,5
Polygonum_aviculare,122
Populus_alba,3
Potentilla_anserina,389
Potentilla_argentea,5
Potentilla_erecta,6
Potentilla_recta,41
Potentilla_reptans,234
Prunella_grandiflora,8
Prunella_vulgaris,219
Prunus_avium,13
Prunus_padus,2
Quercus_robur,2
Ranunculus_acris,64
Ranunculus_bulbosus,60
Ranunculus_polyanthemos,3
Ranunculus_repens,180
Reseda_lutea,130
Rhinanthus_alectorolophus,387
Rhinanthus_glacialis,8
Rhinanthus_minor,79
Rorippa_sylvestris,387
Rubus_caesius,358
Rumex_acetosa,240
Rumex_obtusifolius,81
Salix_purpurea,7
Salix_spec,2
Salvia_nemorosa,2
Salvia_pratensis,262
Sanguisorba_minor,649
Sanguisorba_officinalis,103
Saxifraga_granulata,1
Scabiosa_columbaria,21
Securigera_varia,515
Sedum_acre,47
Sedum_maximum,1
Sedum_sexangulare,3
Setaria_pumila,82
Setaria_spec,16
Setaria_verticillata,1
Setaria_viridis,8
Silaum_silaus,5
Silene_dioica,2
Silene_flos-cuculi,6
Silene_latifolia_ssp_alba,109
Silene_vulgaris,774
Sisymbrium_officinale,1
Solidago_gigantea,5
Sonchus_arvensis,16
Sonchus_asper,133
Sonchus_oleraceus,9
Stachys_palustris,13
Stachys_sylvatica,4
Stellaria_graminea,99
Stellaria_media,21
Symphytum_officinale,139
Tanacetum_vulgare,1
Taraxacum_campylodes,192
Thalictrum_minus,1
Thlaspi_arvense,67
Thymus_praecox,65
Thymus_pulegioides,1
Tragopogon_pratensis,79
Trifolium_arvense,2
Trifolium_campestre,19
Trifolium_dubium,19
Trifolium_hybridum,5
Trifolium_medium,2
Trifolium_montanum,1
Trifolium_pratense,230
Trifolium_repens,19
Tripleurospermum_maritimum,1
Trisetum_flavescens,250
Triticum_spec,5
Ulmus_laevis,2
Urtica_dioica,7
Valeriana_officinalis,5
Valerianella_spec,18
Verbascum_densiflorum,11
Verbascum_lychnitis,248
Verbascum_spec,5
Verbascum_thapsus,13
Verbena_officinalis,1
Veronica_arvensis,37
Veronica_chamaedrys,63
Veronica_persica,2
Veronica_serpyllifolia,2
Veronica_spec,2
Vicia_cracca,127
Vicia_hirsuta,2
Vicia_onobrychioides,1
Vicia_sativa_ssp_nigra,23
Vicia_sepium,32
Vicia_tetrasperma,1
Viola_arvensis,6
Vulpia_myuros,14
