block,plot,seeded,2019,2020,2021,name,current
L1,8,0,0.5,0,0,Potentilla_anserina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,8,0,2,3,2,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,8,5,0.5,0,0,Rhinanthus_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,8,0,0.5,0.5,0.5,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,8,0,0.5,0.5,2,Rubus_caesius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,8,0,0,0.5,2,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,8,0,2,0.5,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
8 Anzahl,31,,,,,,
L1,9,0,0,0,0.5,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0.5,0.5,30,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,3,60,20,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0,0,4,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0.5,0.5,4,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,3.3,0.5,0.5,2,Centaurea_scabiosa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,2,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,40,5,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,10,0.5,10,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0,2,2,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0.5,0,0.5,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,8.6,0,0,0.5,Holcus_lanatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,3.3,0,0.5,2,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0.5,0.5,0.5,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,1.7,0.5,0,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0.5,0.5,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0,0.5,0,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,8.6,0.5,0,0,Poa_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,5,0,0,0.5,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,3.3,2,0.5,0.5,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0,0,0.5,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,3.3,0,0.5,2,Silene_latifolia_ssp_alba,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,9,0,0,0.5,0,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
9 Anzahl,23,,,,,,
L1,10,0,0,0,0.5,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,5,50,10,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0.5,10,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,0,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,3.3,0,0,0.5,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,50,20,40,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0,0,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,5,3,0.5,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0,0.5,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0,0.5,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0,2,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0.5,4,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,0,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,3.3,0,0,0.5,Prunella_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0.5,0,0,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,0.5,Rumex_obtusifolius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,3.3,0.5,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,3,0.5,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,10,0,0,0.5,2,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
10 Anzahl,24,,,,,,
L1,11,0,0,0.5,4,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,2,4,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,20,2,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,3,10,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,10,15,0.5,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,45,15,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0.5,10,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,2,2,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0,0.5,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0.5,0,Euphorbia_esula,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Euphorbia_helioscopia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0,4,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0.5,0.5,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,3.3,0.5,10,4,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,1.7,0.5,0,0,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,1.7,0,0.5,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,1.7,5,0,0,Onobrychis_viciifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,3.3,0.5,10,30,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0.5,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Potentilla_anserina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0.5,2,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,5,0.5,0,0,Rhinanthus_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0.5,0.5,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,2,Rubus_caesius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,3.3,5,2,4,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,3.3,2,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,2,0.5,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,0.5,0,Symphytum_officinale,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,3.3,0,0.5,4,Thymus_praecox,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0.5,0,0,Trifolium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,11,0,0,2,0,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
11 Anzahl,36,,,,,,
L1,12,0,0,0.5,2,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,8.6,0,0.5,0,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0.5,2,0,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0,0.5,4,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0.5,0,0,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,3.3,2,10,20,Centaurea_stoebe,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0.5,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,10,20,30,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,3.3,75,55,50,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0,0,0.5,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0,0.5,0,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0.5,0,0.5,Euonymus_europaeus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0,0.5,0,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,1.7,0.5,0,0,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0,0.5,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0.5,0,0,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,8.6,0,0.5,0.5,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,0,0,0.5,0,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,3.3,0.5,0,0,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,12,3.3,3,0.5,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
12 Anzahl,20,,,,,,
L1,13,0,0,2,10,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,3.3,0.5,0,0,Asperula_cynanchica,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,8.6,0,0,2,Brachypodium_pinnatum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0.5,40,2,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0.5,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,3,0.5,2,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,20,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,40,50,50,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0.5,10,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0.5,0.5,4,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,2,0,0,Euphorbia_helioscopia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0.5,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0.5,0.5,0.5,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,3.3,0,0,2,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,2,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0.5,0.5,2,Potentilla_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,5,0,0,0.5,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0,0.5,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,10,0.5,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0.5,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0,0,0.5,Thymus_praecox,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,13,0,0.5,0.5,4,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
13 Anzahl,24,,,,,,
L1,14,0,0.5,3,10,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0.5,30,2,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,0.5,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0.5,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Carex_caryophyllea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,10,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,40,50,50,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,0.5,0.5,0,Crepis_biennis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,3,0,0,Daucus_carota,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,2,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0.5,0,0,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Euphorbia_cyparissias,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Euphorbia_helioscopia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,0,0.5,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,0,0.5,2,Geranium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,2,Geranium_pyrenaicum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0.5,2,10,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,0.5,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,4,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Persicaria_bistorta,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0.5,0,0.5,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,0.5,Potentilla_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0.5,0,0,Ranunculus_bulbosus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,5,0.5,0,0,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,5,5,10,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0,0.5,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,15,2,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,0,0,0.5,4,Thymus_praecox,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,3,0,0,Tragopogon_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,14,3.3,0,2,4,Veronica_chamaedrys,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
14 Anzahl,34,,,,,,
L1,15,0,0.5,0,0,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0.5,2,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,1.7,0,0.5,0,Anthyllis_vulneraria,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,2,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,8.6,0,0.5,0,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,20,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0.5,4,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0.5,2,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,3,0,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,3.3,0.5,0.5,0,Centaurea_scabiosa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,30,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0.5,0,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,20,4,50,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0.5,4,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0,0,Euphorbia_helioscopia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0,2,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0.5,0,Geranium_pyrenaicum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0,2,Jacobaea_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,1.7,0.5,0.5,0,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0,4,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,25,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0,0,Persicaria_amphibia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0.5,0,Persicaria_bistorta,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0,0.5,Persicaria_mitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,8.6,0.5,0,0,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,5,0.5,0,0,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0,0,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,10,2,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,3.3,0,0,2,Thymus_praecox,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0,0.5,Tragopogon_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0,0.5,0,Valerianella_spec,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,15,0,0.5,0,0,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
15 Anzahl,34,,,,,,
L1,16,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,8.6,0,0,0.5,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0.5,10,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,2,0.5,4,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0,0.5,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,30,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0.5,0,0,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,30,20,60,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0.5,0,0,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0.5,0.5,4,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0.5,0,0,Euphorbia_helioscopia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0,2,Festuca_ovina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0.5,2,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,2,0,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0.5,0.5,4,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,35,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,3.3,0.5,2,0.5,Pastinaca_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,8.6,0.5,0,0,Poa_compressa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0,0.5,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,5,0.5,0,0,Rhinanthus_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,10,5,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,0,0.5,Sonchus_oleraceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,3.3,0.5,0,0,Tragopogon_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,0,0,2,0.5,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,16,3.3,0,0,0.5,Veronica_chamaedrys,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
16 Anzahl,27,,,,,,
L1,17,0,0,0.5,0,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0.5,4,2,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0.5,20,0,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0,4,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0,4,Bunias_orientalis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,2,2,0,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0.5,0,Carex_caryophyllea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,3.3,0.5,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,3,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,3.3,0,0.5,0,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,25,40,40,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,3.3,0,0.5,0,Crepis_biennis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0.5,2,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0.5,0,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0.5,0.5,0,Euphorbia_esula,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0,4,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0,0.5,Festuca_ovina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0.5,0,0,Galeopsis_tetrahit,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,3.3,0,0.5,0,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L1,17,0,0,0,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
