Silene_vulgaris,563,,
Sisymbrium_officinale,1,,
Solidago_gigantea,2,,
Sonchus_arvensis,16,,
Sonchus_asper,123,,
Stachys_palustris,8,,
Stachys_sylvatica,1,,
Stellaria_graminea,86,,
Stellaria_media,23,,
Symphytum_officinale,127,,
Taraxacum_campylodes,185,,
Thlaspi_arvense,2,,
Thymus_praecox,75,,
Tragopogon_pratensis,102,,
Trifolium_arvense,1,,
Trifolium_campestre,15,,
Trifolium_dubium,17,,
Trifolium_hybridum,2,,
Trifolium_medium,1,,
Trifolium_montanum,63,,
Trifolium_pratense,276,,
Trifolium_repens,15,,
Tripleurospermum_maritimum,1,,
Trisetum_flavescens,191,,
Triticum_spec,5,,
Urtica_dioica,6,,
Valeriana_officinalis,3,,
Valerianella_spec,18,,
Verbascum_densiflorum,22,,
Verbascum_lychnitis,169,,
Verbascum_spec,1,,
Verbascum_thapsus,11,,
Veronica_arvensis,38,,
Veronica_chamaedrys,79,,
Veronica_persica,2,,
Veronica_spec,1,,
Vicia_cracca,186,,
