name,sum
Acer_campestre,5
Acer_pseudoplatanus,88
Achillea_millefolium,305
Aegopodium_podagraria,4
Agrimonia_eupatoria,59
Agrostis_capillaris,167
Agrostis_stolonifera,3
Ajuga_reptans,70
Allium_scorodoprasum,1
Alopecurus_myosuroides,12
Alopecurus_pratensis,62
Amaranthus_retroflexus,121
Anagallis_arvensis,4
Angelica_sylvestris,1
Anthericum_ramosum,38
Anthoxanthum_odoratum,265
Anthyllis_vulneraria,157
Apera_spica-venti,1
Arabis_hirsuta,49
Arenaria_serpyllifolia,187
Arrhenatherum_elatius,364
Artemisia_vulgaris,13
Asperula_cynanchica,51
Avena_fatua,1
Barbarea_vulgaris,22
Bellis_perennis,1
Brachypodium_pinnatum,81
Brassica_napus,1
Briza_media,204
Bromus_erectus,294
Bromus_hordeaceus,570
Bromus_inermis,349
Bromus_sterilis,5
Bunias_orientalis,175
Buphthalmum_salicifolium,67
Calystegia_sepium,382
Campanula_glomerata,72
Campanula_patula,53
Campanula_rapunculoides,44
Campanula_rotundifolia,43
Capsella_bursa-pastoris,284
Cardamine_hirsuta,1
Carex_acutiformis,1
Carex_caryophyllea,17
Carex_flacca,72
Carex_hirta,101
Carex_muricata,5
Carex_praecox_ssp_praecox,6
Carex_spec,8
Carlina_vulgaris,35
Centaurea_jacea,127
Centaurea_scabiosa,184
Centaurea_spec,1
Centaurea_stoebe,156
Cerastium_arvense,80
Cerastium_fontanum_ssp_vulgare,285
Cerastium_glomeratum,40
Chenopodium_album,407
Chenopodium_polyspermum,142
Cichorium_intybus,202
Cirsium_arvense,33
Cirsium_oleraceum,38
Cirsium_vulgare,4
Clinopodium_vulgare,76
Consolida_regalis,5
Convolvulus_arvensis,706
Cornus_controversa,1
Cota_tinctoria,1
Crepis_biennis,159
Crepis_capillaris,1
Cynosurus_cristatus,51
Dactylis_glomerata,214
Daucus_carota,147
Dianthus_carthusianorum,124
Dipsacus_fullonum,3
Echinochloa_crus-galli,167
Echium_vulgare,282
Elymus_repens,452
Epilobium_parviflorum,1
Epilobium_spec,1
Equisetum_arvense,75
Eragrostis_minor,1
Erigeron_annuus,83
Erigeron_canadensis,25
Erysimum_cheiranthoides,11
Euonymus_europaeus,1
Euphorbia_amygdaloides,1
Euphorbia_cyparissias,1
Euphorbia_esula,68
Euphorbia_helioscopia,104
Euphorbia_verrucosa,6
Fallopia_convolvulus,113
Festuca_ovina,134
Festuca_pratensis,326
Festuca_rubra,329
Filipendula_ulmaria,10
Filipendula_vulgaris,48
Fragaria_vesca,1
Fragaria_viridis,4
Fumaria_officinalis,15
Galeopsis_tetrahit,23
Galium_aparine,4
Galium_mollugo,237
Galium_palustre,1
Galium_verum,116
Geranium_dissectum,35
Geranium_molle,1
Geranium_pratense,52
Geranium_pyrenaicum,61
Getreide_Öhrchen,5
Geum_urbanum,3
Glechoma_hederacea,89
Helianthemum_nummularium,33
Helianthus_annuus,11
Helianthus_tuberosus,1
Helictotrichon_pubescens,96
Hippocrepis_comosa,68
Holcus_lanatus,163
Hordeum_vulgare,9
Hypericum_perforatum,38
Hypochaeris_radicata,194
Inula_salicina,37
Iris_spec,6
Jacobaea_vulgaris,2
Knautia_arvensis,239
Koeleria_pyramidata,88
Lactuca_serriola,20
Lamium_maculatum,3
Lamium_purpureum,5
Lapsana_communis,2
Lathyrus_pratensis,166
Lathyrus_sylvestris,1
Lathyrus_tuberosus,7
Leontodon_hispidus,80
Lepidium_campestre,9
Lepidium_ruderale,5
Leucanthemum_vulgare,282
Linum_spec,1
Lolium_perenne,54
Lotus_corniculatus,366
Lysimachia_nummularia,38
Lysimachia_vulgaris,20
Lythrum_salicaria,1
Malva_spec,1
Medicago_falcata,212
Medicago_lupulina,384
Medicago_minima,1
Medicago_sativa,177
Melilotus_albus,1
Myosotis_arvensis,71
Nardus_stricta,5
Oenothera_biennis,14
Onobrychis_viciifolia,180
Origanum_vulgare,140
Papaver_rhoeas,154
Pastinaca_sativa,98
Persicaria_amphibia,125
Persicaria_bistorta,3
Persicaria_minor,1
Peucedanum_oreoselinum,34
Phleum_phleoides,31
Phleum_pratense,183
Pimpinella_major,35
