Species_name	woody	annual	perennialnonclonal	monocarpic	polycarpic	clonal	branching	cyclicity	Primaryroot	BB0	BB0_mn10	BB_gtmn10	BB0R	BB0_mn10R	BB_gtmn10R	BBsize	BBdepth	BBRsize	BBRdepth	finalCGO	persistence	offspring	offspring_wsmall	spread	clonalindex	dispersibility	Rsprouter	PositionRB	RoleRB
"""Cornus sericea L."""	1	0	0	0	0	0				0	15	5	0	30	20	20	7.5	50	9								1	3	R
"""Cornus suecica L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	2	2	15.9	4	0	0		
"""Coronilla coronata L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	20	15	20	4	40	8.3								1	2	F
"""Coronilla minima L."""	0	0	1	0	1	0			1	5	5	0	5	5	0	10	3	10	3								0		
"""Coronilla vaginalis Lam."""	0	0	1	0	1	0	symp	1	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Corrigiola littoralis L."""	0	1	0	0	0	0		1	1	3.3	1.7	0	3.3	1.7	0	5	2.3	5	2.3								0		
"""Cortusa matthioli L."""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	9	3	1	1	0.5	3	0	0		
"""Corydalis cava (L.) Schweigg. et Körte"""	0	0	1	0	1	0	monop	1	0	0	4	1	0	4	1	5	7	5	7							0	1	1	R
"""Corydalis intermedia (L.) Mérat"""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	12	1	3.5	3.5	0.5	4	0	1	3	R
"""Corydalis pumila (Host) Rchb."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	12	1	6	6	0.5	4	0	0		
"""Corydalis solida (L.) Clairv."""	0	0	0	0	0	1	symp	1	0	5	3.8	1.3	5	3.8	1.3	10	4.3	10	4.3	12	1	4.8	4.8	0.5	4	0	1	3	R
"""Corylus avellana L."""	1	0	0	0	0	0				5	15	0	5	26.3	15	20	4	46.3	7.8	15							1	3	F
"""Corynephorus canescens (L.) P. Beauv."""	0	0	0	0	0	1	symp	2	0	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9	9	4	3.5	3.5	0.5	4	0	0		
"""Cota austriaca (Jacq.) Sch. Bip."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Cota tinctoria (L.) J. Gay"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Cotoneaster integerrimus Medik."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								1	3	R
"""Cotula coronopifolia L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Crambe maritima L."""	0	0	1	0	1	0	symp	2	1	5	10	0	5	17.5	15	15	3.7	37.5	8.5								1	2	F
"""Crassula tillaea Lest.-Garl."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Crataegus laevigata (Poir.) DC."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Crataegus monogyna Jacq."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								1	3	R
"""Crepis alpestris (Jacq.) Tausch"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis aurea (L.) Cass."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis biennis L."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Crepis capillaris (L.) Wallr."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Crepis conyzifolia (Gouan) A. Kern."""	0	0	1	0	1	0	symp	2	1	2.5	15	0	2.5	15	0	17.5	4.4	17.5	4.4								0		
"""Crepis foetida L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Crepis jacquinii subsp. kerneri (Rech. f.) Merxm."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis mollis (Jacq.) Asch."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis nicaeensis Balb."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Crepis paludosa (L.) Moench"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis pontana (L.) Dalla Torre"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis praemorsa (L.) Walther"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis pulchra L. subsp. pulchra"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Crepis pyrenaica (L.) Greuter"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis setosa Haller f."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Crepis tectorum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Crepis terglouensis (Hacq.) A. Kern."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell."""	0	0	1	1	0	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Crocus albiflorus Kit. ex Schult."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	12	1.3	1	1	0.5	3	0	0		
"""Crocus banaticus J.Gay"""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	12	1	1	3.5	0.5	3	0	0		
"""Crocus chrysanthus (Herb.) Herb."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	12	2	1	1	0.5	3	0	0		
"""Crocus reticulatus Steven ex Adam"""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	12	1	1	3.5	0.5	3	0	0		
"""Crocus sativus L."""	0	0	0	0	0	1	symp	1	0	0	15	0	0	15	0	15	5	15	5	12	1	1	3.5	0.5	3	0	0		
"""Crocus vernus (L.) Hill"""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	12	1.3	1	2.3	0.5	3	0	0		
"""Cruciata laevipes Opiz"""	0	0	0	0	0	1	symp	1	0	7.5	8.8	0	7.5	8.8	0	16.3	3.2	16.3	3.2	10	3.5	2.3	2.3	10.5	4	0	0		
"""Cruciata verna (Scop.) Gutermann & Ehrend."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Crypsis aculeata (L.) Aiton"""	0	0	0	0	0	1		1	0	15	0	0	15	0	0	15	1	15	1	9	1	6	6			0	0		
"""Cryptogramma crispa (L.) R. Br. ex Hook."""	0	0	0	0	0	1	dich	1	0	15	0	0	15	0	0	15	1	15	1	9	4	1	1	0.5	3	0	0		
"""Cucumis sativus L."""	0	1	0	0	0	0		1		5	0	0	5	0	0	5	1	5	1								0		
"""Cucurbita pepo L."""	0	1	0	0	0	0		1		15	0	0	15	0	0	15	1	15	1								0		
"""Cuscuta campestris Yunck."""	0	1	0	0	0	0		1	0							0		0									0		
"""Cuscuta epilinum Weihe"""	0	1	0	0	0	0		1	0							0		0									0		
"""Cuscuta epithymum (L.) L."""	0	1	0	0	0	0		1	0							0		0									0		
"""Cuscuta europaea L."""	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0		0									0		
"""Cuscuta gronovii Schult."""	0	1	0	0	0	0		1	0							0		0									0		
"""Cuscuta lupuliformis Krock."""	0	1	0	0	0	0		1	0							0		0									0		
"""Cuscuta monogyna Vahl"""	0	1	0	0	0	0		1	0							0		0									0		
"""Cuscuta suaveolens Ser."""	0	1	0	0	0	0		1	0							0		0									0		
"""Cyclamen purpurascens Mill."""	0	0	1	0	1	0	monop	1	0	2.5	10	2.5	2.5	10	2.5	15	6	15	6								0		
"""Cymbalaria muralis G. Gaertn. et al."""	0	0	1	0	1	0	symp	1	1	15	0	0	18.8	0	0	15	1	18.8	1								1	1	R
"""Cymodocea nodosa (Ucria) Asch."""	0	0	0	0	0	1					15	15		15	15	30	10	30	10	10		1	1	40	5	0	0		
"""Cynodon dactylon (L.) Pers."""	0	0	0	0	0	1	symp	2	0	10	15	0	10	15	0	25	3.4	25	3.4	10	4	3	3	15.9	4	0	0		
"""Cynoglossum germanicum Jacq."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Cynoglossum officinale L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Cynosurus cristatus L."""	0	0	0	0	0	1	symp	2	0	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9	9	4	2.3	2.3	0.5	3	0	0		
"""Cynosurus echinatus L."""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	9	1	1	1	0.5	3	0	0		
"""Cyperus esculentus L."""	0	0	0	0	0	1	symp	1	0	5	15	15	5	15	15	35	8.7	35	8.7	12	1	13.5	13.5	40	6	0	0		
"""Cyperus flavescens L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Cyperus fuscus L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Cyperus longus L. s.l."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Cyperus longus subsp. badius (Desf.) Bonnier & Layens"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Cyperus michelianus (L.) Delile"""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Cyperus rotundus L."""	0	0	0	0	0	1			0	5	15		5	15		20	4	20	4	12	2	6	6	40	6	0	0		
"""Cypripedium calceolus L."""	0	0	0	0	0	1	symp	1	0	2	15	0	2	15	0	17	4.5	17	4.5	10	4	1	1	5.5	3	0	0		
"""Cystopteris fragilis (L.) Bernh."""	0	0	0	0	0	1			0	3.3	15	0	3.3	15	0	18.3	4.3	18.3	4.3	9	4	0.5	0.5	0.5	2	0	0		
"""Cystopteris montana (Lam.) Desv."""	0	0	0	0	0	1	dich	1	0	0	15	0	0	15	0	15	5	15	5	10	4	0.5	0.5	13	3	0	0		
"""Cystopteris sudetica A. Braun et Milde"""	0	0	0	0	0	1	dich	1	0	0	15	0	0	15	0	15	5	15	5	10	4	0.5	0.5	13	3	0	0		
"""Cytisus nigricans L."""	1	0	0	0	0	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Cytisus purpureus Scop."""	1	0	0	0	0	0				0	5	5	0	20	20	10	10	40	10								1	3	R
"""Cytisus scoparius (L.) Link"""	1	0	0	0	0	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Daboecia cantabrica (Huds.) K. Koch"""	0	0	0	0	0	1				5	15	0	5	15	0	20	4	20	4	9	4			13		0	0		
"""Dactylis glomerata L."""	0	0	0	0	0	1	symp	2	0	5	11.3	0	5	11.3	0	16.3	3.8	16.3	3.8	9	3.6	4.3	6.1	4.3	4	0	0		
"""Dactylis polygama Horv."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Dactylorhiza fuchsii (Druce) Soó"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Dactylorhiza incarnata (L.) Soó"""	0	0	0	0	0	1	symp	1	0	2.5	5	0	2.5	5	0	7.5	3.7	7.5	3.7	16	1	1	1	0.5	3	0	0		
"""Dactylorhiza maculata agg. """	0	0	0	0	0	1	symp	1	0	1.3	5	0	1.3	5	0	6.3	4.2	6.3	4.2	16	1	1	1	0.5	3	0	0		
"""Dactylorhiza majalis (Rchb.) P. F. Hunt et Summerh."""	0	0	0	0	0	1	symp	1	0	3	5	0	3	5	0	8	3.5	8	3.5	16	1	1.8	1.8	0.5	3	0	0		
"""Dactylorhiza sambucina (L.) Soó"""	0	0	0	0	0	1	symp	1	0	2.5	5	0	2.5	5	0	7.5	3.7	7.5	3.7	16	1	1	1	0.5	3	0	0		
"""Dactylorhiza traunsteineri (Saut. ex Rchb.) Soó"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Danthonia alpina Vest"""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	4	3.5	3.5	0.5	4	0	0		
"""Danthonia decumbens (L.) DC."""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	9	4	3.5	3.5	3.6	4	0	0		
"""Daphne cneorum L."""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Daphne mezereum L."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Dasiphora fruticosa (L.) Rydb."""	1	0	0	0	0	0				5	15	0	5	15	0	20	4	20	4								0		
"""Datura stramonium L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Daucus carota L."""	0	0	1	1	0	0		2	1	5	11.7	0	5	15.4	15	16.7	3.8	35.4	8.7								1	2	R
"""Delphinium elatum L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Dentaria bulbifera L."""	0	0	0	0	0	1	symp	1	0	2	15	0	2	15	0	17	4.5	17	4.5	10	3.2	0.5	4.2	13	3	1	0		
"""Dentaria enneaphyllos L."""	0	0	0	0	0	1	symp	1	0	0	15	0	0	15	0	15	5	15	5	10	4	1	1	6.8	4	0	0		
"""Dentaria glandulosa Waldst. et Kit. ex Willd."""	0	0	0	0	0	1	symp	1	0		15	0		15	0	15	5	15	5	10	4	1	1	13	4	0	0		
"""Dentaria heptaphylla Vill."""	0	0	0	0	0	1	symp	1	0	0	15	0	0	15	0	15	5	15	5	10	4	1	1	13	4	0	0		
"""Dentaria pentaphyllos L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10		1	1	13	4	0	0		
"""Deschampsia cespitosa (L.) P. Beauv."""	0	0	0	0	0	1	symp	2	0	6.7	13.6	0	6.7	13.6	0	20.2	3.7	20.2	3.7	9	4	5.2	5.2	0.5	4	0	0		
"""Deschampsia media (Gouan) Roem. & Schult."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Deschampsia setacea (Huds.) Hack."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Descurainia sophia (L.) Prantl"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dianthus arenarius L."""	0	0	1	0	1	0	symp	2	1	15	15	0	15	15	0	30	3	30	3								0		
"""Dianthus armeria L."""	0	0	1	1	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dianthus barbatus L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Dianthus carthusianorum L."""	0	0	1	0	1	0	symp	2	1	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9								0		
"""Dianthus deltoides L."""	0	0	0	0	0	1	symp	2	0	8.3	15	0	8.3	15	0	23.3	3.6	23.3	3.6	10	4	6	6	13	5	0	0		
"""Dianthus gratianopolitanus Vill."""	0	0	1	0	1	0	symp	1	1	15	10	0	15	10	0	25	2.6	25	2.6								0		
"""Dianthus plumarius L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Dianthus superbus L."""	0	0	1	0	1	0	symp	2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Dianthus superbus subsp. alpestris (Kablík. ex R. Uechtr.) Èelak."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	40	5	0	0		
"""Dianthus sylvaticus Willd."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Dianthus sylvestris Wulfen"""	0	0	1	0	1	0	symp	2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Diapensia lapponica L."""	0	0	1	0	1	0	symp	2	1		0	0		0	0	0		0									0		
"""Dictamnus albus L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Digitalis grandiflora Mill."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	18	15	20	4	38	8.4								1	2	R
"""Digitalis lutea L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Digitalis purpurea L."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Digitaria ischaemum (Schreb.) Muhl."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Digitaria sanguinalis (L.) Scop."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Dioscorea communis (L.) Caddick & Wilkin"""	0	0	1	0	1	0	symp	1	0	5	5	6.7	5	12.5	15.7	16.7	7.8	33.2	9.1								1	1	F
"""Diphasiastrum alpinum (L.) Holub"""	0	0	0	0	0	1			0	15	15	0	15	15	0	30	3	30	3	1	4	3.5	3.5	6.8	5	0	0		
"""Diphasiastrum complanatum (L.) Holub"""	0	0	0	0	0	1			0	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7	1	4	3.5	3.5	6.8	5	0	0		
"""Diplotaxis muralis (L.) DC."""	0	0	1	0	1	0	symp	2	1	5	6.7	0	5	14.2	15	11.7	3.3	34.2	8.8								1	2	F
"""Diplotaxis tenuifolia (L.) DC."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Diplotaxis viminea (L.) DC."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dipsacus fullonum L."""	0	0	1	1	0	0			1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Dipsacus laciniatus L."""	0	0	1	1	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dipsacus pilosus L."""	0	0	1	1	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dipsacus sativus (L.) Honck."""	0	0	1	1	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Doronicum austriacum Jacq."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	0.5	3	0	0		
"""Doronicum clusii (All.) Tausch"""	0	0	0	0	0	1			0		15	0		15	0	15	5	15	5	9	4					0	0		
"""Doronicum columnae Ten."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Doronicum glaciale (Wulfen) Nyman"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Doronicum grandiflorum Lam."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	0.8	0.8	0.5	3	0	0		
"""Doronicum pardalianches L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	3.3	3.5	3.5	6.8	5	0	0		
"""Dorycnium germanicum (Gremli) Rikli"""	0	0	1	0	1	0			1	10	5	0	10	5	0	15	2.3	15	2.3								0		
"""Dorycnium herbaceum Vill."""	0	0	1	0	1	0			1	5	5	0	5	5	0	10	3	10	3								0		
"""Dorycnium hirsutum (L.) Ser."""	0	0	1	0	1	0			1	5	5	0	5	5	0	10	3	10	3								0		
"""Dorycnium pentaphyllum Scop."""	0	0	1	0	1	0	symp	1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Draba aizoides L."""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Draba dubia Suter"""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Draba fladnizensis Wulfen"""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Draba hoppeana Rchb."""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Draba muralis L."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Draba sauteri Hoppe"""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Draba siliquosa M. Bieb."""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Draba tomentosa Clairv."""	0	0	1	0	1	0	symp	2	1	15	0	0	15	0	0	15	1	15	1								0		
"""Dracocephalum ruyschiana L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Drosera anglica Huds."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.7	2.3	4.1	3	0	0		
"""Drosera intermedia Hayne"""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.8	3.8	4.1	4	0	0		
"""Drosera rotundifolia L."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.7	3.7	4.1	3	0	0		
"""Dryas octopetala L."""	0	0	1	0	1	0			1	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3								0		
"""Drymocallis rupestris (L.) Soják"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Dryopteris affinis s. lat. """	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Dryopteris carthusiana (Vill.) H. P. Fuchs"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Dryopteris cristata (L.) A. Gray"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Dryopteris dilatata (Hoffm.) A. Gray"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	4.7	2	0	0		
"""Dryopteris filix-mas (L.) Schott"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Dryopteris villarii (Bellardi) Schinz & Thell."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Dysphania ambrosioides (L.) Mosyakin et Clemants"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dysphania botrys (L.) Mosyakin et Clemants"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Dysphania pumilio (R. Br.) Mosyakin et Clemants"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Echinochloa crus-galli (L.) P. Beauv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Echinocystis lobata (Michx.) Torr. et A. Gray"""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Echinops sphaerocephalus L."""	0	0	1	1	0	0		2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Echium vulgare L."""	0	0	1	1	0	0		2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Egeria densa Planch."""	0	0	0	0	0	1	symp	1	0	0	0	0	0	0	0	0		0		2	1	6	6		7	1	0		
"""Elaeagnus commutata Bernh. ex Rydb."""	1	0	0	0	0	0				0	5	5	0	20	20	10	10	40	10	15							1	3	F
"""Elatine alsinastrum L."""	0	1	0	0	0	0		1	0	10	0	0	10	0	0	10	1	10	1								0		
"""Elatine hexandra (Lappierre) DC."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Elatine hydropiper L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Elatine triandra Schkuhr"""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Eleocharis acicularis (L.) Roem. et Schult."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	3.5	3.5	6.8	5	0	0		
"""Eleocharis mamillata (H. Lindb.) H. Lindb."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	3	2.5	2.5	6.8	5	0	0		
"""Eleocharis multicaulis (Sm.) Desv."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	1.8	6	6	0.5	4	1	0		
"""Eleocharis ovata (Roth) Roem. et Schult."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Eleocharis palustris agg. """	0	0	0	0	0	1	symp	1	0	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9	10	2.4	5	5	13.4	5	0	0		
"""Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	10	1	2.7	2.7	8.8	4	0	0		
"""Eleocharis quinqueflora (Hartmann) O. Schwarz"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	10	2	3.5	3.5	6.8	5	0	0		
"""Eleocharis uniglumis (Link) Schult."""	0	0	0	0	0	1	symp	1	0	5	10	0	5	10	0	15	3.7	15	3.7	10	2	4.3	4.3	8.8	5	0	0		
"""Elodea canadensis Michx."""	0	0	0	0	0	1	symp	1	0	6.3	3.8	0	6.3	3.8	0	10	2.5	10	2.5	2	1.1	6	6	13	7	1	0		
"""Elodea nuttallii (Planch.) H. St. John"""	0	0	0	0	0	1	symp	1	0	2.5	0	0	2.5	0	0	2.5	1	2.5	1	2	1	6	6		7	1	0		
"""Elsholtzia ciliata (Thunb.) Hyl."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Elymus caninus (L.) L."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	4	4.3	4.3	0.5	4	0	0		
"""Elymus hispidus (Opiz) Melderis"""	0	0	0	0	0	1	symp	1	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	10	4	4.8	4.8	13.5	4	0	0		
"""Elymus junceiformis (Á. Löve & D. Löve) Hand & Buttler"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	20.3	6	0	0		
"""Elymus repens (L.) Gould"""	0	0	0	0	0	1	symp	1	0	5	15	5.6	5	15	5.6	25.6	6.4	25.6	6.4	10	4	6.4	6.4	25.5	6	0	0		
"""Empetrum hermaphroditum Hagerup"""	0	0	1	0	1	0			1	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3								0		
"""Empetrum nigrum L."""	0	0	1	0	1	0			1	13.3	12	0	13.3	15	15	25.3	2.9	43.3	7.2								1	3	F
