name,nomenclature,synonym,family,group,legal,rlg,rlb,neophyte,l,t,k,f,fchange,r,n,biotopeTarget,ffh6510,ffh6210,specialTarget,seedAvailability,seeded
Galium_palustre,http://www.worldfloraonline.org/taxon/wfo-0000969740,NA,Rubiaceae,herb,no,no,no,no,6,5,3,9,flood,NA,4,no,no,no,NA,NA,no
Galium_verum,http://www.worldfloraonline.org/taxon/wfo-0000970562,NA,Rubiaceae,herb,no,no,no,no,7,6,NA,4,chwet,7,3,yes,no,no,NA,yes,yes
Geranium_dissectum,http://www.worldfloraonline.org/taxon/wfo-0000700368,NA,Geraniaceae,herb,no,no,no,no,6,6,3,5,no,8,5,no,no,no,NA,NA,no
Geranium_molle,http://www.worldfloraonline.org/taxon/wfo-0000700868,NA,Geraniaceae,herb,no,no,no,no,7,6,3,4,no,5,4,no,no,no,NA,NA,no
Geranium_pratense,http://www.worldfloraonline.org/taxon/wfo-0000701108,NA,Geraniaceae,herb,no,no,no,no,8,6,5,5,no,8,7,yes,no,no,NA,yes,yes
Geranium_pusillum,http://www.worldfloraonline.org/taxon/wfo-0000701157,NA,Geraniaceae,herb,no,no,no,no,7,6,5,4,no,NA,7,no,no,no,NA,NA,no
Geranium_pyrenaicum,http://www.worldfloraonline.org/taxon/wfo-0000701169,NA,Geraniaceae,herb,no,no,no,yes,8,6,4,5,no,7,8,no,no,no,NA,NA,no
Geum_urbanum,http://www.worldfloraonline.org/taxon/wfo-0001013476,NA,Rosaceae,herb,no,no,no,no,4,5,5,5,no,NA,7,no,no,no,NA,NA,no
Glechoma_hederacea,http://www.worldfloraonline.org/taxon/wfo-0000972872,NA,Lamiaceae,herb,no,no,no,no,6,6,3,6,no,NA,7,no,no,no,NA,NA,no
Helianthemum_nummularium,http://www.worldfloraonline.org/taxon/wfo-0000717621,NA,Cistaceae,herb,no,3,3,no,7,6,4,3,no,7,1,yes,no,yes,NA,yes,yes
Helianthus_annuus,http://www.worldfloraonline.org/taxon/wfo-0000088131,NA,Asteraceae,herb,no,no,no,yes,NA,NA,NA,NA,no,NA,NA,no,no,no,NA,NA,no
Helianthus_tuberosus,http://www.worldfloraonline.org/taxon/wfo-0000091975,NA,Asteraceae,herb,no,no,no,yes,8,7,NA,6,no,7,8,no,no,no,NA,NA,no
Helictotrichon_pubescens,http://www.worldfloraonline.org/taxon/wfo-0000873950,NA,Poaceae,top-grass,no,no,no,no,5,NA,3,NA,no,NA,4,yes,yes,no,NA,yes,yes
Heracleum_sphondylium,http://www.worldfloraonline.org/taxon/wfo-0000720220,NA,Apiaceae,herb,no,no,no,no,7,5,2,5,no,NA,8,no,no,no,NA,NA,no
Hippocrepis_comosa,http://www.worldfloraonline.org/taxon/wfo-0000213796,NA,Fabaceae,legume,no,V,no,no,7,5,2,3,no,7,2,yes,no,yes,NA,yes,yes
Holcus_lanatus,http://www.worldfloraonline.org/taxon/wfo-0000874509,NA,Poaceae,sub-grass,no,no,no,no,7,6,3,6,no,NA,4,yes,yes,no,NA,yes,yes
Hordeum_vulgare,http://www.worldfloraonline.org/taxon/wfo-0000875054,NA,Poaceae,grass,no,no,no,yes,NA,NA,NA,NA,no,NA,NA,no,no,no,NA,NA,no
Hypericum_perforatum,http://www.worldfloraonline.org/taxon/wfo-0000728093,NA,Hypericaceae,herb,no,no,no,no,7,6,5,4,no,6,3,yes,no,no,NA,yes,yes
Hypochaeris_radicata,http://www.worldfloraonline.org/taxon/wfo-0000074809,NA,Asteraceae,herb,no,no,no,no,8,5,3,5,no,4,3,yes,no,no,NA,yes,yes
Inula_salicina,http://www.worldfloraonline.org/taxon/wfo-0000086135,NA,Asteraceae,herb,no,V,no,no,8,6,5,6,chwet,9,2,yes,no,no,NA,yes,yes
Iris_pseudacorus,http://www.worldfloraonline.org/taxon/wfo-0000783754,NA,Iridaceae,herb,no,no,no,no,7,6,3,9,flood,NA,7,no,no,no,NA,NA,no
Iris_spec,http://www.worldfloraonline.org/taxon/wfo-4000019189,NA,Iridaceae,herb,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Jacobaea_vulgaris,http://www.worldfloraonline.org/taxon/wfo-0000031875,Senecio_jacobaea,Asteraceae,herb,no,no,no,no,8,5,3,4,chwet,7,5,no,no,no,NA,NA,no
Knautia_arvensis,http://www.worldfloraonline.org/taxon/wfo-0000356720,NA,Caprifoliaceae,herb,no,no,no,no,7,6,3,4,no,NA,4,yes,yes,no,NA,yes,yes
Koeleria_pyramidata,http://www.worldfloraonline.org/taxon/wfo-0000877284,NA,Poaceae,sub-grass,no,V,no,no,7,6,4,4,no,7,2,yes,no,yes,NA,yes,yes
Lactuca_serriola,http://www.worldfloraonline.org/taxon/wfo-0000015140,NA,Asteraceae,herb,no,no,no,no,9,7,7,4,no,NA,4,no,no,no,NA,NA,no
Lamium_maculatum,http://www.worldfloraonline.org/taxon/wfo-0000222579,NA,Lamiaceae,herb,no,no,no,no,5,NA,4,6,no,7,8,no,no,no,NA,NA,no
Lamium_purpureum,http://www.worldfloraonline.org/taxon/wfo-0000222642,NA,Lamiaceae,herb,no,no,no,no,7,5,3,5,no,7,7,no,no,no,NA,NA,no
Lapsana_communis,http://www.worldfloraonline.org/taxon/wfo-0000086921,NA,Asteraceae,herb,no,no,no,no,5,6,3,5,no,NA,7,no,no,no,NA,NA,no
Lathyrus_pratensis,http://www.worldfloraonline.org/taxon/wfo-0000212701,NA,Fabaceae,legume,no,no,no,no,7,5,NA,6,no,7,6,yes,yes,no,NA,yes,yes
Lathyrus_sylvestris,http://www.worldfloraonline.org/taxon/wfo-0000213824,NA,Fabaceae,legume,no,no,no,no,7,6,4,4,no,8,2,no,no,no,NA,NA,no
Lathyrus_tuberosus,http://www.worldfloraonline.org/taxon/wfo-0000213826,NA,Fabaceae,legume,no,no,no,no,7,6,6,4,chwet,8,4,no,no,no,NA,NA,no
Leontodon_hispidus,http://www.worldfloraonline.org/taxon/wfo-0000018147,NA,Asteraceae,herb,no,no,no,no,8,NA,3,5,no,7,6,yes,no,no,NA,yes,yes
Lepidium_campestre,http://www.worldfloraonline.org/taxon/wfo-0000358297,NA,Brassicaceae,herb,no,no,no,no,7,6,3,4,no,8,6,no,no,no,NA,NA,no
Lepidium_ruderale,http://www.worldfloraonline.org/taxon/wfo-0000358755,NA,Brassicaceae,herb,no,no,no,no,9,6,7,4,no,NA,6,no,no,no,NA,NA,no
Leucanthemum_vulgare,http://www.worldfloraonline.org/taxon/wfo-0000036932,NA,Asteraceae,herb,no,no,no,no,7,NA,3,4,no,NA,3,yes,yes,no,NA,yes,yes
Linaria_vulgaris,http://www.worldfloraonline.org/taxon/wfo-0000446438,NA,Plantaginaceae,herb,no,no,no,no,8,6,5,4,no,7,5,no,no,no,NA,NA,no
Linum_catharticum,http://www.worldfloraonline.org/taxon/wfo-0000363831,NA,Linaceae,herb,BG,no,no,no,7,NA,3,NA,no,7,2,yes,no,yes,NA,NA,no
Linum_spec,http://www.worldfloraonline.org/taxon/wfo-4000021903,NA,Linaceae,herb,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Lolium_perenne,http://www.worldfloraonline.org/taxon/wfo-0000878441,NA,Poaceae,sub-grass,no,no,no,no,8,6,3,5,no,7,7,no,no,no,NA,NA,no
Lotus_corniculatus,http://www.worldfloraonline.org/taxon/wfo-0000212180,NA,Fabaceae,legume,no,no,no,no,7,NA,3,4,no,7,3,yes,no,no,NA,yes,yes
Lysimachia_nummularia,http://www.worldfloraonline.org/taxon/wfo-0000442792,NA,Primulaceae,herb,no,no,no,no,4,6,4,6,chwet,NA,NA,no,no,no,NA,NA,no
Lysimachia_vulgaris,http://www.worldfloraonline.org/taxon/wfo-0000442301,NA,Primulaceae,herb,no,no,no,no,6,NA,NA,8,chwet,NA,NA,no,no,no,NA,NA,no
Lythrum_salicaria,http://www.worldfloraonline.org/taxon/wfo-0000366878,NA,Lythraceae,herb,no,no,no,no,7,5,5,8,chwet,6,NA,no,no,no,NA,NA,no
Malva_moschata,http://www.worldfloraonline.org/taxon/wfo-0000449199,NA,Malvaceae,herb,no,no,3,no,8,6,3,4,no,7,4,yes,no,no,NA,NA,no
Malva_spec,http://www.worldfloraonline.org/taxon/wfo-4000022983,NA,Malvaceae,herb,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Matricaria_chamomilla,http://www.worldfloraonline.org/taxon/wfo-0000003146,NA,Asteraceae,herb,no,no,no,no,7,6,5,5,no,5,5,no,no,no,NA,NA,no
Medicago_falcata,http://www.worldfloraonline.org/taxon/wfo-0000213426,NA,Fabaceae,legume,no,no,no,no,8,6,7,3,no,9,3,yes,no,yes,NA,yes,yes
Medicago_lupulina,http://www.worldfloraonline.org/taxon/wfo-0000213454,NA,Fabaceae,legume,no,no,no,no,7,5,NA,4,no,8,NA,yes,yes,no,yes,yes,yes
Medicago_minima,http://www.worldfloraonline.org/taxon/wfo-0000185370,NA,Fabaceae,legume,no,V,no,no,9,7,3,3,no,8,2,no,no,no,NA,NA,no
Medicago_sativa,http://www.worldfloraonline.org/taxon/wfo-0000213468,NA,Fabaceae,legume,no,no,no,yes,8,6,6,4,no,7,NA,no,no,no,NA,NA,no
Melilotus_albus,http://www.worldfloraonline.org/taxon/wfo-0000212815,NA,Fabaceae,legume,no,no,no,no,9,6,6,3,no,7,4,no,no,no,NA,NA,no
Melilotus_officinalis,http://www.worldfloraonline.org/taxon/wfo-0000213864,NA,Fabaceae,legume,no,no,no,no,8,6,6,3,no,8,3,no,no,no,NA,NA,no
Mentha_longifolia,http://www.worldfloraonline.org/taxon/wfo-0000240918,NA,Lamiaceae,herb,no,no,no,no,7,5,4,8,flood,9,7,yes,no,no,NA,NA,no
Myosotis_arvensis,http://www.worldfloraonline.org/taxon/wfo-0000367842,NA,Boraginaceae,herb,no,no,no,no,6,6,5,5,no,NA,6,no,no,no,NA,NA,no
Nardus_stricta,http://www.worldfloraonline.org/taxon/wfo-0000881131,NA,Poaceae,sub-grass,no,V,no,no,8,NA,3,NA,chwet,2,2,no,no,no,NA,NA,no
Oenothera_biennis,http://www.worldfloraonline.org/taxon/wfo-0000389564,NA,Onagraceae,herb,no,no,no,yes,9,7,3,4,no,NA,4,no,no,no,NA,NA,no
Onobrychis_viciifolia,http://www.worldfloraonline.org/taxon/wfo-0000205013,NA,Fabaceae,legume,no,no,no,yes,8,7,6,3,no,8,3,yes,no,no,NA,yes,yes
Ononis_spinosa,http://www.worldfloraonline.org/taxon/wfo-0000183372,Ononis_spinosa_ssp_spinosa,Fabaceae,legume,no,no,no,no,8,6,5,4,chwet,7,3,no,no,no,NA,NA,no
Ononis_spinosa_ssp_procurrens,http://www.worldfloraonline.org/taxon/wfo-0000186975,Ononis_repens,Fabaceae,legume,no,no,no,no,8,5,2,4,chwet,7,2,no,no,no,NA,NA,no
Origanum_vulgare,http://www.worldfloraonline.org/taxon/wfo-0000260765,NA,Lamiaceae,herb,no,no,no,no,7,NA,3,3,no,8,3,no,no,no,yes,yes,yes
Orobanche_spec,http://www.worldfloraonline.org/taxon/wfo-4000027206,NA,Orobanchaceae,parasite,no,no,no,no,NA,NA,NA,NA,no,NA,NA,yes,no,yes,NA,NA,no
Papaver_dubium,http://www.worldfloraonline.org/taxon/wfo-0000480422,NA,Papaveraceae,herb,no,no,no,no,6,6,3,4,NA,5,5,no,no,no,NA,NA,no
Papaver_rhoeas,http://www.worldfloraonline.org/taxon/wfo-0000481006,NA,Papaveraceae,herb,no,no,no,no,6,6,3,5,no,7,6,no,no,no,NA,NA,no
Parthenocissus_inserta,http://www.worldfloraonline.org/taxon/wfo-0000476975,NA,Vitaceae,liana,no,no,no,yes,NA,NA,NA,NA,no,NA,NA,no,no,no,NA,NA,no
Pastinaca_sativa,http://www.worldfloraonline.org/taxon/wfo-0000391752,NA,Apiaceae,herb,no,no,no,no,8,6,5,4,no,8,5,yes,no,no,NA,yes,yes
Persicaria_amphibia,http://www.worldfloraonline.org/taxon/wfo-0000488056,Polygonum_amphibium,Polygonaceae,herb,no,no,no,no,7,6,NA,11,no,6,4,no,no,no,NA,NA,no
Persicaria_bistorta,http://www.worldfloraonline.org/taxon/wfo-0000488076,Bistorta_officinalis,Polygonaceae,herb,no,no,no,no,7,4,7,7,no,5,5,no,no,no,NA,NA,no
Persicaria_lapathifolia,http://www.worldfloraonline.org/taxon/wfo-0000488400,Polygonum_lapathifolium,Polygonaceae,herb,no,no,no,no,6,6,4,8,NA,NA,8,no,no,no,NA,NA,no
Persicaria_minor,http://www.worldfloraonline.org/taxon/wfo-0000488490,NA,Polygonaceae,herb,no,no,no,no,7,6,3,8,flood,5,8,no,no,no,NA,NA,no
Persicaria_mitis,http://www.worldfloraonline.org/taxon/wfo-0000488374,Polygonum_mite,Polygonaceae,herb,no,no,no,no,7,6,3,8,NA,6,7,no,no,no,NA,NA,no
Peucedanum_cervaria,http://www.worldfloraonline.org/taxon/wfo-0000391587,Cervaria_rivini,Apiaceae,herb,no,V,no,no,7,6,4,3,NA,7,3,no,no,no,NA,NA,no
Peucedanum_officinale,http://www.worldfloraonline.org/taxon/wfo-0000391810,NA,Apiaceae,herb,no,3,2,no,7,7,5,4,chwet,8,2,yes,no,no,NA,yes,yes
Peucedanum_oreoselinum,http://www.worldfloraonline.org/taxon/wfo-0000391827,NA,Apiaceae,herb,no,V,no,no,6,6,4,3,no,6,2,yes,no,no,NA,yes,yes
Phalaris_arundinacea,http://www.worldfloraonline.org/taxon/wfo-0000889610,NA,Poaceae,top-grass,no,no,no,no,7,5,NA,9,flood,7,7,no,no,no,NA,NA,no
Phleum_phleoides,http://www.worldfloraonline.org/taxon/wfo-0000890086,NA,Poaceae,top-grass,no,V,no,no,8,6,7,3,no,8,2,yes,no,yes,no,NA,no
Phleum_pratense,http://www.worldfloraonline.org/taxon/wfo-0000890092,NA,Poaceae,top-grass,no,no,no,no,7,NA,5,5,no,NA,6,no,no,no,yes,yes,yes
Phyteuma_spicatum,http://www.worldfloraonline.org/taxon/wfo-0000816739,NA,Poaceae,top-grass,no,no,no,no,NA,NA,4,5,no,6,5,no,no,no,NA,NA,no
Pilosella_caespitosa,http://www.worldfloraonline.org/taxon/wfo-0000118413,Hieracium_caespitosum,Asteraceae,herb,no,V,3,no,8,5,6,7,chwet,7,3,yes,no,no,NA,NA,no
Pilosella_officinarum,http://www.worldfloraonline.org/taxon/wfo-0000068649,Hieracium_pilosella,Asteraceae,herb,no,no,no,no,7,NA,3,4,no,NA,2,yes,no,no,NA,NA,no
Pilosella_piloselloides,http://www.worldfloraonline.org/taxon/wfo-0000032468,Hieracium_piloselloides,Asteraceae,herb,no,no,no,no,9,6,4,4,chwet,8,2,yes,no,no,NA,NA,no
Pimpinella_major,http://www.worldfloraonline.org/taxon/wfo-0000391450,NA,Apiaceae,herb,no,no,no,no,7,5,2,5,no,7,7,yes,no,no,NA,yes,yes
Pimpinella_saxifraga,http://www.worldfloraonline.org/taxon/wfo-0000391166,NA,Apiaceae,herb,no,no,no,no,7,NA,5,3,no,NA,2,yes,yes,no,NA,yes,yes
Plantago_lanceolata,http://www.worldfloraonline.org/taxon/wfo-0000486603,NA,Plantaginaceae,herb,no,no,no,no,6,NA,3,NA,no,NA,NA,yes,yes,no,NA,yes,yes
Plantago_major,http://www.worldfloraonline.org/taxon/wfo-0000486544,NA,Plantaginaceae,herb,no,no,no,no,8,NA,NA,5,no,NA,6,no,no,no,NA,NA,no
Plantago_major_ssp_intermedia,http://www.worldfloraonline.org/taxon/wfo-0000745393,Plantago_intermedia,Plantaginaceae,herb,no,no,no,no,7,6,NA,7,flood,5,4,no,no,no,NA,NA,no
Plantago_media,http://www.worldfloraonline.org/taxon/wfo-0000486573,NA,Plantaginaceae,herb,no,no,no,no,7,NA,7,4,no,7,3,yes,no,no,NA,yes,yes
Poa_angustifolia,http://www.worldfloraonline.org/taxon/wfo-0000891510,NA,Poaceae,sub-grass,no,no,no,no,7,6,NA,NA,no,NA,3,yes,no,no,NA,yes,yes
Poa_annua,http://www.worldfloraonline.org/taxon/wfo-0000891536,NA,Poaceae,sub-grass,no,no,no,no,7,NA,5,6,no,NA,8,no,no,no,NA,NA,no
Poa_compressa,http://www.worldfloraonline.org/taxon/wfo-0000892001,NA,Poaceae,sub-grass,no,no,no,no,9,NA,4,3,no,9,3,yes,no,no,NA,yes,yes
Poa_pratensis,http://www.worldfloraonline.org/taxon/wfo-0000893396,NA,Poaceae,sub-grass,no,no,no,no,6,NA,NA,5,no,NA,6,yes,yes,no,NA,yes,yes
Poa_trivialis,http://www.worldfloraonline.org/taxon/wfo-0000894135,NA,Poaceae,sub-grass,no,no,no,no,6,NA,3,7,no,NA,7,no,no,no,NA,NA,no
Poaceae,http://www.worldfloraonline.org/taxon/wfo-7000000483,NA,Poaceae,grass,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Polygala_amarella,http://www.worldfloraonline.org/taxon/wfo-0000484045,NA,Polygalaceae,herb,no,V,no,no,9,NA,4,9,no,9,1,yes,no,no,NA,NA,no
Polygala_vulgaris,http://www.worldfloraonline.org/taxon/wfo-0000488110,NA,Polygalaceae,herb,no,V,no,no,7,NA,3,5,no,3,2,yes,no,no,NA,NA,no
Polygonatum_multiflorum,http://www.worldfloraonline.org/taxon/wfo-0000716086,NA,Asparagaceae,herb,no,no,no,no,2,NA,5,5,no,6,5,no,no,no,NA,NA,no
Polygonum_aviculare,http://www.worldfloraonline.org/taxon/wfo-0000489656,NA,Polygonaceae,herb,no,no,no,no,7,6,NA,4,no,NA,6,no,no,no,NA,NA,no
Populus_alba,http://www.worldfloraonline.org/taxon/wfo-0000928384,NA,Salicaceae,tree,no,no,no,no,5,7,7,7,chwet,8,6,no,no,no,NA,NA,no
Potentilla_anserina,http://www.worldfloraonline.org/taxon/wfo-0001016615,NA,Rosaceae,herb,no,no,no,no,7,6,NA,6,chwet,NA,7,no,no,no,NA,NA,no
Potentilla_argentea,http://www.worldfloraonline.org/taxon/wfo-0001016312,NA,Rosaceae,herb,no,no,no,no,9,6,3,2,no,3,1,no,no,no,NA,NA,no
Potentilla_erecta,http://www.worldfloraonline.org/taxon/wfo-0000984938,NA,Rosaceae,herb,no,no,no,no,6,NA,3,NA,no,NA,2,no,no,no,NA,NA,no
Potentilla_grandiflora,http://www.worldfloraonline.org/taxon/wfo-0000983686,Potentilla_verna,Rosaceae,herb,no,V,no,no,8,6,4,3,no,7,2,yes,no,no,NA,NA,no
Potentilla_recta,http://www.worldfloraonline.org/taxon/wfo-0000983388,NA,Rosaceae,herb,no,no,no,no,9,7,5,3,no,5,2,no,no,no,yes,yes,yes
Potentilla_reptans,http://www.worldfloraonline.org/taxon/wfo-0001011690,NA,Rosaceae,herb,no,no,no,no,6,6,3,6,no,7,5,no,no,no,NA,NA,no
Prunella_grandiflora,http://www.worldfloraonline.org/taxon/wfo-0000983686,NA,Lamiaceae,herb,no,V,no,no,7,NA,5,3,no,8,3,yes,no,no,NA,yes,yes
Prunella_vulgaris,http://www.worldfloraonline.org/taxon/wfo-0000283746,NA,Lamiaceae,herb,no,no,no,no,7,NA,3,5,no,7,NA,yes,yes,no,NA,yes,yes
Prunus_avium,http://www.worldfloraonline.org/taxon/wfo-0001005630,NA,Rosaceae,tree,no,no,no,no,4,5,4,5,no,7,5,no,no,no,NA,NA,no
Prunus_padus,http://www.worldfloraonline.org/taxon/wfo-0001008273,NA,Rosaceae,tree,no,no,no,no,5,5,3,8,flood,7,6,no,no,no,NA,NA,no
Quercus_robur,http://www.worldfloraonline.org/taxon/wfo-0000292858,NA,Fagaceae,tree,no,no,no,no,7,5,5,NA,no,NA,NA,no,no,no,NA,NA,no
Ranunculus_acris,http://www.worldfloraonline.org/taxon/wfo-0000461396,NA,Ranunculaceae,herb,no,no,no,no,7,NA,3,6,no,NA,NA,yes,yes,no,NA,yes,yes
Ranunculus_bulbosus,http://www.worldfloraonline.org/taxon/wfo-0000461562,NA,Ranunculaceae,herb,no,no,no,no,8,6,3,3,no,7,3,yes,no,yes,NA,yes,yes
Ranunculus_polyanthemos,http://www.worldfloraonline.org/taxon/wfo-0000463507,NA,Ranunculaceae,herb,no,V,1,no,6,6,5,4,chwet,NA,2,no,no,no,NA,NA,no
Ranunculus_repens,http://www.worldfloraonline.org/taxon/wfo-0000463198,NA,Ranunculaceae,herb,no,no,no,no,6,NA,NA,7,chwet,NA,NA,no,no,no,NA,NA,no
Ranunculus_serpens_ssp_nemorosus,http://www.worldfloraonline.org/taxon/wfo-0000462219,Ranunculus_nemorosus,Ranunculaceae,herb,no,V,no,no,6,NA,4,5,no,6,NA,yes,no,no,NA,NA,no
Reseda_lutea,http://www.worldfloraonline.org/taxon/wfo-0000462651,NA,Resedaceae,herb,no,no,no,no,7,6,3,3,no,8,5,no,no,no,NA,NA,no
Rhinanthus_alectorolophus,http://www.worldfloraonline.org/taxon/wfo-0000463700,NA,Orobanchaceae,hemiparasite,no,no,no,no,8,NA,2,4,no,7,3,no,no,no,yes,yes,yes
Rhinanthus_minor,http://www.worldfloraonline.org/taxon/wfo-0000747233,NA,Orobanchaceae,hemiparasite,no,no,no,no,7,5,3,NA,no,NA,3,no,no,no,yes,yes,yes
Rorippa_sylvestris,http://www.worldfloraonline.org/taxon/wfo-0000399565,NA,Brassicaceae,herb,no,no,no,no,6,6,3,8,flood,8,6,no,no,no,NA,NA,no
Rosa_canina,http://www.worldfloraonline.org/taxon/wfo-0001005999,NA,Rosaceae,halfshrub,no,no,no,no,8,5,3,4,no,NA,NA,no,no,no,NA,NA,no
Rubus_caesius,http://www.worldfloraonline.org/taxon/wfo-0001017340,NA,Rosaceae,halfshrub,no,no,no,no,6,5,4,NA,no,8,7,no,no,no,NA,NA,no
Rubus_sect_Rubus,daten.bayernflora.de/de/info_pflanzen.php?taxnr=27542,NA,Rosaceae,halfshrub,no,no,no,no,NA,NA,NA,NA,no,NA,NA,no,no,no,NA,NA,no
Rumex_acetosa,http://www.worldfloraonline.org/taxon/wfo-0000403595,NA,Polygonaceae,herb,no,no,no,no,8,NA,NA,NA,no,NA,6,yes,yes,no,NA,yes,yes
Rumex_crispus,http://www.worldfloraonline.org/taxon/wfo-0000403671,NA,Polygonaceae,herb,no,no,no,no,7,5,3,7,chwet,NA,5,no,no,no,NA,NA,no
Rumex_obtusifolius,http://www.worldfloraonline.org/taxon/wfo-0000403904,NA,Polygonaceae,herb,no,no,no,no,7,5,3,6,no,NA,9,no,no,no,NA,NA,no
Salix_purpurea,http://www.worldfloraonline.org/taxon/wfo-0000930408,NA,Salicaceae,tree,no,no,no,no,8,5,4,NA,flood,8,NA,no,no,no,NA,NA,no
Salix_spec,http://www.worldfloraonline.org/taxon/wfo-4000033844,NA,Salicaceae,shrub,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Salvia_nemorosa,http://www.worldfloraonline.org/taxon/wfo-0000301687,NA,Lamiaceae,herb,no,no,2,no,7,7,NA,4,no,9,4,no,no,no,NA,NA,no
Salvia_pratensis,http://www.worldfloraonline.org/taxon/wfo-0000301989,NA,Lamiaceae,herb,no,V,no,no,8,6,4,3,no,8,4,yes,no,no,NA,yes,yes
Sanguisorba_minor,http://www.worldfloraonline.org/taxon/wfo-0001015888,NA,Rosaceae,herb,no,no,no,no,7,6,5,3,no,8,2,yes,no,yes,NA,yes,yes
Sanguisorba_officinalis,http://www.worldfloraonline.org/taxon/wfo-0000983287,NA,Rosaceae,herb,no,V,no,no,7,5,7,7,no,NA,NA,yes,no,no,NA,yes,yes
Saponaria_officinalis,http://www.worldfloraonline.org/taxon/wfo-0000438211,NA,Caryophyllaceae,herb,no,no,no,no,7,6,3,5,no,7,5,yes,no,no,NA,NA,no
Saxifraga_granulata,http://www.worldfloraonline.org/taxon/wfo-0000494893,NA,Saxifragaceae,herb,yes,V,no,no,NA,6,2,4,no,5,3,no,no,no,NA,NA,no
Scabiosa_columbaria,http://www.worldfloraonline.org/taxon/wfo-0000500277,NA,Caprifoliaceae,herb,no,no,no,no,8,5,2,3,no,8,3,yes,no,yes,NA,yes,yes
Scrophularia_umbrosa,http://www.worldfloraonline.org/taxon/wfo-0000496178,NA,Scrophulariaceae,herb,no,no,no,no,7,6,5,9,flood,8,7,no,no,no,NA,NA,no
Securigera_varia,http://www.worldfloraonline.org/taxon/wfo-0000186576,NA,Fabaceae,legume,no,no,no,no,7,6,5,4,no,9,3,no,no,no,NA,NA,no
Sedum_acre,http://www.worldfloraonline.org/taxon/wfo-0000437124,NA,Crassulaceae,herb,no,no,no,no,8,6,3,2,no,NA,1,yes,no,no,NA,yes,yes
Sedum_maximum,http://www.worldfloraonline.org/taxon/wfo-0000437237,Hylotelephium_maximum,Crassulaceae,herb,no,no,no,no,8,6,4,3,NA,5,3,no,no,no,NA,NA,no
Sedum_sexangulare,http://www.worldfloraonline.org/taxon/wfo-0000437960,NA,Crassulaceae,herb,no,no,no,no,7,5,4,2,no,6,1,no,no,no,NA,NA,no
Setaria_pumila,http://www.worldfloraonline.org/taxon/wfo-0000899491,NA,Poaceae,grass,no,no,no,no,7,7,4,4,no,5,6,no,no,no,NA,NA,no
Setaria_spec,http://www.worldfloraonline.org/taxon/wfo-4000035199,NA,Poaceae,grass,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Setaria_verticillata,http://www.worldfloraonline.org/taxon/wfo-0000899661,NA,Poaceae,grass,no,no,no,no,7,7,4,4,no,NA,7,no,no,no,NA,NA,no
Setaria_viridis,http://www.worldfloraonline.org/taxon/wfo-0000899679,NA,Poaceae,sub-grass,no,no,no,no,7,6,NA,4,no,NA,7,no,no,no,NA,NA,no
Silaum_silaus,http://www.worldfloraonline.org/taxon/wfo-0000434202,NA,Apiaceae,herb,no,V,no,no,7,6,5,NA,chwet,7,2,yes,no,no,NA,yes,yes
Silene_dioica,http://www.worldfloraonline.org/taxon/wfo-0000440478,NA,Caryophyllaceae,herb,no,no,no,no,NA,NA,4,6,no,7,8,no,no,no,NA,NA,no
Silene_flos-cuculi,http://www.worldfloraonline.org/taxon/wfo-0000438691,Lychnis_flos-cuculi,Caryophyllaceae,herb,no,no,no,no,7,5,3,7,chwet,NA,NA,yes,no,no,NA,yes,yes
Silene_gallica,http://www.worldfloraonline.org/taxon/wfo-0000440573,NA,Caryophyllaceae,herb,no,1,no,no,7,7,3,4,no,7,6,no,no,no,NA,NA,no
Silene_latifolia_ssp_alba,http://www.worldfloraonline.org/taxon/wfo-0000440845,NA,Caryophyllaceae,herb,no,no,no,no,8,6,NA,4,no,NA,7,yes,no,no,NA,yes,yes
Silene_vulgaris,http://www.worldfloraonline.org/taxon/wfo-0000440200,NA,Caryophyllaceae,herb,no,no,no,no,8,NA,NA,4,chwet,7,2,yes,no,no,NA,yes,yes
Sisymbrium_officinale,http://www.worldfloraonline.org/taxon/wfo-0000432010,NA,Brassicaceae,herb,no,no,no,no,8,6,5,4,no,NA,7,no,no,no,NA,NA,no
Solidago_canadensis,http://www.worldfloraonline.org/taxon/wfo-0000060775,NA,Asteraceae,herb,no,no,no,yes,8,6,5,NA,no,NA,6,no,no,no,NA,NA,no
Solidago_gigantea,http://www.worldfloraonline.org/taxon/wfo-0000130517,NA,Asteraceae,herb,no,no,no,yes,8,6,5,6,no,NA,7,no,no,no,NA,NA,no
Sonchus_arvensis,http://www.worldfloraonline.org/taxon/wfo-0000092611,NA,Asteraceae,herb,no,no,no,no,7,5,NA,5,chwet,7,NA,no,no,no,NA,NA,no
Sonchus_asper,http://www.worldfloraonline.org/taxon/wfo-0000031264,NA,Asteraceae,herb,no,no,no,no,7,5,NA,6,no,7,7,no,no,no,NA,NA,no
