id,plot,site,latitude,longitude,elevation,plot_size,exposition,orientation,sand_ratio,substrate_depth,target_type,seed_density,survey_year,vegetation_cover,botanist,biomass,survey_date,graminoid_cover,herb_cover,accumulated_cover,target_cover,seeded_cover,target_cover_ratio,graminoid_cover_ratio,seeded_cover_ratio,species_richness,rlg_richness,rlb_richness,target_richness,seeded_richness,ffh6510_richness,ffh6210_richness,fcs_target,fcs_seeded,shannon,evenness,esy,fdis_abu_lhs,cwm_abu_sla,cwm_abu_seedmass,cwm_abu_height
L4_08_2018,L4_08,4,4883906,1288474,314,4,south,land,25,15,hay_meadow,8,2018,45,Jakob Huber,NA,2018-07-19,4,42,46,1.5,1,0.033,0.087,0.022,10,1,0,3,2,1,0,-0.693,-1.099,0.651,0.283,V37,0.417,25.399,8.424,0.227
L4_08_2019,L4_08,4,4883906,1288474,314,4,south,land,25,15,hay_meadow,8,2019,60,Linda Weggler,NA,2019-06-20,1,56.5,57.5,31,0,0.539,0.017,0,8,0,0,3,0,1,1,-0.405,-2.197,1.125,0.541,V37,0.897,21.153,2.014,0.252
L4_08_2020,L4_08,4,4883906,1288474,314,4,south,land,25,15,hay_meadow,8,2020,60,Katharina Beck,NA,2020-06-12,1,58,59,32,0.5,0.542,0.017,0.008,10,0,0,5,1,2,2,0,-1.609,1.031,0.448,V,0.897,21.745,2.524,0.232
L4_08_2021,L4_08,4,4883906,1288474,314,4,south,land,25,15,hay_meadow,8,2021,60,Markus Bauer,NA,2021-07-09,10,49.5,59.5,19,1,0.319,0.168,0.017,10,1,0,6,2,1,1,0.336,-1.099,1.796,0.78,V15,1.288,21.602,1.495,0.265
L4_08_seeded,L4_08,4,4883906,1288474,314,4,south,land,25,15,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,10,3,3.045,NA,2.848,0.951,R22,1.222,24.662,0.685,0.36
L4_09_2018,L4_09,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,8,2018,55,Jakob Huber,NA,2018-07-19,1,55,56,0,0,0,0.018,0,6,0,0,0,0,0,0,-1.946,-1.946,0.458,0.256,V37,0.393,18.044,0.72,0.514
L4_09_2019,L4_09,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,8,2019,60,Linda Weggler,NA,2019-06-20,4,57.5,61.5,16.5,1,0.268,0.065,0.016,12,0,0,4,2,1,1,-0.588,-1.299,1.631,0.656,V37,1.17,22.625,2.056,0.289
L4_09_2020,L4_09,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,8,2020,65,Katharina Beck,NA,2020-06-12,30,33.5,63.5,16.5,1,0.26,0.472,0.016,11,0,0,5,2,3,1,-0.154,-1.204,1.489,0.621,V37,1.151,23.814,2.779,0.354
L4_09_2021,L4_09,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,8,2021,70,Markus Bauer,NA,2021-07-09,24,51,75,7.5,0,0.1,0.32,0,14,1,1,6,0,1,2,-0.251,-2.708,1.801,0.682,V,1.589,22.073,1.091,0.319
L4_09_seeded,L4_09,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,0,0,20,NA,14,2,3.045,NA,2.848,0.951,R22,1.244,24.004,0.719,0.345
L4_10_2018,L4_10,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,8,2018,45,Jakob Huber,NA,2018-07-19,1,45.5,46.5,0.5,0.5,0.011,0.022,0.011,9,0,0,1,1,0,0,-1.504,-1.504,0.648,0.295,V37,0.489,18.289,0.754,0.511
L4_10_2019,L4_10,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,8,2019,60,Linda Weggler,NA,2019-06-20,3.5,60.5,64,51.5,50.5,0.805,0.055,0.789,11,0,0,5,3,1,1,-0.154,-0.811,1.297,0.541,V38,0.719,16.608,2.395,0.448
L4_10_2020,L4_10,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,8,2020,40,Katharina Beck,NA,2020-06-12,10.5,31.5,42,20.5,14.5,0.488,0.25,0.345,14,0,0,8,5,2,2,0.251,-0.511,2.054,0.778,V15,1.119,20.842,2.517,0.404
L4_10_2021,L4_10,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,8,2021,70,Markus Bauer,NA,2021-07-09,8,66,74,35,32.5,0.473,0.108,0.439,11,1,0,5,3,0,2,-0.154,-0.811,1.636,0.682,V38,1.26,18.854,2.203,0.338
L4_10_seeded,L4_10,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,4,3,3.045,NA,2.848,0.951,R,1.167,20.856,0.782,0.285
L4_11_2018,L4_11,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,4,2018,45,Jakob Huber,NA,2018-07-19,2,45.5,47.5,0.5,0.5,0.011,0.042,0.011,7,0,0,1,1,0,0,-1.253,-1.253,0.942,0.484,V37,1.222,20.719,2.079,0.359
L4_11_2019,L4_11,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,4,2019,60,Linda Weggler,NA,2019-06-20,3,57,60,27,25,0.45,0.05,0.417,10,0,0,5,1,1,2,0,-1.609,1.382,0.6,V37,1.147,17.799,3.351,0.387
L4_11_2020,L4_11,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,4,2020,45,Katharina Beck,NA,2020-06-12,30.5,15,45.5,19.5,1.5,0.429,0.67,0.033,11,0,0,7,3,2,2,0.47,-0.811,1.549,0.646,V37,1.096,24.634,2.859,0.308
L4_11_2021,L4_11,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,4,2021,70,Markus Bauer,NA,2021-07-09,14.5,55.5,70,27,22.5,0.386,0.207,0.321,12,0,0,6,3,1,3,0,-0.916,1.819,0.732,V,1.342,20.012,2.133,0.343
L4_11_seeded,L4_11,4,4883906,1288474,314,4,south,land,50,15,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,5,0,20,NA,4,5,3.045,NA,2.854,0.953,R1A,1.138,19.851,0.916,0.341
L4_12_2018,L4_12,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,4,2018,25,Jakob Huber,NA,2018-07-19,1.5,24.5,26,0,0,0,0.058,0,6,0,0,0,0,0,0,-1.946,-1.946,0.794,0.443,V37,0.737,19.056,0.937,0.474
L4_12_2019,L4_12,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,4,2019,40,Linda Weggler,NA,2019-06-20,5,32,37,2,0,0.054,0.135,0,9,1,0,4,0,1,1,-0.182,-2.303,1.276,0.581,V37,1.16,22.787,3.515,0.315
L4_12_2020,L4_12,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,4,2020,40,Katharina Beck,NA,2020-06-12,22,19,41,12.5,0,0.305,0.537,0,14,0,0,8,0,1,3,0.251,-2.708,1.885,0.714,V37,1.112,23.572,2.776,0.359
L4_12_2021,L4_12,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,4,2021,60,Markus Bauer,NA,2021-07-09,8.5,55,63.5,20.5,0,0.323,0.134,0,13,0,0,6,0,0,2,-0.134,-2.639,2.084,0.812,V38,1.429,21.345,1.289,0.308
L4_12_seeded,L4_12,4,4883906,1288474,314,4,south,land,50,15,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,3,0,20,NA,12,3,3.045,NA,2.848,0.951,R22,1.266,22.879,0.749,0.336
L4_13_2018,L4_13,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,8,2018,45,Jakob Huber,NA,2018-07-19,1,47.5,48.5,0.5,0,0.01,0.021,0,6,0,0,1,0,1,0,-1.099,-1.946,0.834,0.465,V37,0.913,19.483,1.036,0.443
L4_13_2019,L4_13,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,8,2019,70,Linda Weggler,NA,2019-06-20,0.5,69.5,70,11.5,2,0.164,0.007,0.029,13,1,0,9,4,1,2,0.693,-0.693,1.445,0.564,V37,1.198,21.544,3.13,0.317
L4_13_2020,L4_13,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,8,2020,80,Katharina Beck,NA,2020-06-12,40.5,52,92.5,69,3.5,0.746,0.438,0.038,16,1,0,8,4,2,1,0,-0.956,1.622,0.585,V37,0.903,22.572,2.881,0.236
L4_13_2021,L4_13,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,8,2021,80,Markus Bauer,NA,2021-07-09,2.5,81,83.5,30.5,2,0.365,0.03,0.024,12,0,1,7,1,1,2,0.288,-1.792,1.813,0.73,V15,1.623,20.118,1.145,0.279
L4_13_seeded,L4_13,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,12,2,3.045,NA,2.848,0.951,R22,1.053,25.464,1.107,0.411
L4_14_2018,L4_14,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,4,2018,55,Jakob Huber,NA,2018-07-19,1,57,58,1,1,0.017,0.017,0.017,8,0,1,2,2,0,0,-0.847,-0.847,0.746,0.359,V37,0.777,18.831,0.983,0.461
L4_14_2019,L4_14,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,4,2019,70,Linda Weggler,NA,2019-06-20,1.5,66,67.5,40.5,40,0.6,0.022,0.593,9,0,1,3,2,1,0,-0.56,-0.981,1.442,0.656,V37,1.036,23.676,2.218,0.434
L4_14_2020,L4_14,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,4,2020,70,Katharina Beck,NA,2020-06-12,18.5,60.5,79,51.5,35,0.652,0.234,0.443,14,0,1,6,2,1,1,-0.251,-1.466,1.8,0.682,V37,1.084,23.69,2.183,0.284
L4_14_2021,L4_14,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,4,2021,70,Markus Bauer,NA,2021-07-09,5.5,67,72.5,17,8.5,0.234,0.076,0.117,13,0,1,7,3,1,1,0.134,-1.012,1.73,0.674,V,1.557,21.842,1.335,0.251
L4_14_seeded,L4_14,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,5,2,20,NA,4,8,3.045,NA,2.848,0.951,R1A,1.024,18.48,1.086,0.3
L4_15_2018,L4_15,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,8,2018,60,Jakob Huber,NA,2018-07-19,0.5,61.5,62,0.5,0.5,0.008,0.008,0.008,6,0,1,1,1,0,0,-1.099,-1.099,0.623,0.348,V37,0.711,18.679,0.914,0.47
L4_15_2019,L4_15,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,8,2019,80,Linda Weggler,NA,2019-06-20,1,83,84,57,50.5,0.679,0.012,0.601,11,0,1,5,2,1,1,-0.154,-1.204,1.291,0.538,V37,0.845,24.829,2.339,0.497
L4_15_2020,L4_15,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,8,2020,80,Katharina Beck,NA,2020-06-12,2.5,97.5,100,59,51.5,0.59,0.025,0.515,12,0,1,9,4,4,1,0.916,-0.588,1.132,0.456,V37,1.08,25.945,3.654,0.38
L4_15_2021,L4_15,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,8,2021,90,Markus Bauer,NA,2021-07-09,2,95.5,97.5,44.5,30,0.456,0.021,0.308,10,0,1,5,1,0,0,0,-1.609,1.604,0.697,V15,1.492,22.666,1.603,0.332
L4_15_seeded,L4_15,4,4883906,1288474,314,4,south,land,0,30,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,5,1,20,NA,5,5,3.045,NA,2.848,0.951,R1A,1.049,20.217,1.136,0.332
L4_16_2018,L4_16,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,4,2018,30,Jakob Huber,NA,2018-07-19,0,32.5,32.5,0,0,0,0,0,7,0,0,0,0,0,0,-2.079,-2.079,0.811,0.417,V37,0.77,18.837,0.984,0.474
L4_16_2019,L4_16,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,4,2019,70,Linda Weggler,NA,2019-06-20,1.5,65.5,67,25,3.5,0.373,0.022,0.052,12,2,1,6,2,1,0,0,-1.299,1.514,0.609,V37,1.026,20.675,1.785,0.314
L4_16_2020,L4_16,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,4,2020,65,Katharina Beck,NA,2020-06-12,30.5,42.5,73,48.5,0.5,0.664,0.418,0.007,15,3,0,9,1,1,3,0.357,-2.015,1.672,0.617,V37,0.804,23.298,2.251,0.217
L4_16_2021,L4_16,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,4,2021,90,Markus Bauer,NA,2021-07-09,6,86.5,92.5,46.5,0,0.503,0.065,0,18,1,1,10,0,1,4,0.201,-2.944,2.06,0.713,V38,1.405,20.032,1.181,0.308
L4_16_seeded,L4_16,4,4883906,1288474,314,4,south,land,0,30,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,3,0,20,NA,14,1,3.045,NA,2.848,0.951,R22,1.031,23.6,0.712,0.407
L4_17_2018,L4_17,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,4,2018,35,Jakob Huber,NA,2018-07-19,4.5,35.5,40,0,0,0,0.112,0,10,0,0,0,0,0,0,-2.398,-2.398,1.446,0.628,V37,1.19,22.705,3.469,0.323
L4_17_2019,L4_17,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,4,2019,65,Linda Weggler,NA,2019-06-20,1.5,64.5,66,16.5,0,0.25,0.023,0,11,0,0,4,0,2,0,-0.47,-2.485,1.599,0.667,V15,1.259,22.774,2.58,0.354
L4_17_2020,L4_17,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,4,2020,50,Katharina Beck,NA,2020-06-12,21,42.5,63.5,23.5,0.5,0.37,0.331,0.008,19,1,0,9,1,1,3,-0.095,-2.251,2.001,0.68,V15,1.193,25.302,1.958,0.261
L4_17_2021,L4_17,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,4,2021,70,Markus Bauer,NA,2021-07-09,0.5,73.5,74,10,2,0.135,0.007,0.027,11,1,0,8,1,1,3,0.811,-1.705,1.369,0.571,V15,1.539,22.81,1.457,0.215
L4_17_seeded,L4_17,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,1,0,20,NA,12,2,3.045,NA,2.848,0.951,R22,1.101,23.527,0.644,0.405
L4_18_2018,L4_18,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,8,2018,60,Jakob Huber,NA,2018-07-19,1,64.5,65.5,2,1.5,0.031,0.015,0.023,13,0,0,4,3,2,0,-0.693,-1.012,1.005,0.392,V37,1.044,23.263,4.752,0.267
L4_18_2019,L4_18,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,8,2019,70,Linda Weggler,NA,2019-06-20,3.5,69,72.5,19.5,2,0.269,0.048,0.028,19,0,0,7,4,2,1,-0.486,-1.163,1.76,0.598,V37,1.235,21.362,2.427,0.285
L4_18_2020,L4_18,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,8,2020,55,Katharina Beck,NA,2020-06-12,23,33.5,56.5,29,2,0.513,0.407,0.035,18,0,0,10,4,4,1,0.201,-1.099,1.768,0.612,V37,0.919,25.11,2.84,0.222
L4_18_2021,L4_18,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,8,2021,70,Markus Bauer,NA,2021-07-09,13,61.5,74.5,9.5,2.5,0.128,0.174,0.034,12,0,0,6,2,2,1,0,-1.299,1.665,0.67,V15,1.626,22.938,1.328,0.265
L4_18_seeded,L4_18,4,4883906,1288474,314,4,south,land,25,30,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,3,0,20,NA,11,0,3.045,NA,2.848,0.951,R22,1.164,25.724,0.558,0.361
L4_19_2018,L4_19,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,4,2018,40,Jakob Huber,NA,2018-07-19,3,42.5,45.5,2,1.5,0.044,0.066,0.033,12,0,0,4,3,0,1,-0.588,-0.916,0.659,0.265,V37,0.399,25.14,8.836,0.222
L4_19_2019,L4_19,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,4,2019,70,Linda Weggler,NA,2019-06-20,1,72.5,73.5,50.5,40,0.687,0.014,0.544,12,0,0,3,1,1,0,-0.916,-1.792,1.477,0.594,V38,0.856,17.433,2.515,0.431
L4_19_2020,L4_19,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,4,2020,55,Katharina Beck,NA,2020-06-12,32.5,33,65.5,39.5,8,0.603,0.496,0.122,18,0,0,9,4,2,2,0,-1.099,2.077,0.718,V37,1.116,22.876,2.015,0.29
L4_19_2021,L4_19,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,4,2021,60,Markus Bauer,NA,2021-07-09,5,54,59,14,10.5,0.237,0.085,0.178,12,0,0,6,2,1,2,0,-1.299,1.809,0.728,V15,1.586,22.569,1.247,0.289
L4_19_seeded,L4_19,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,4,1,20,NA,5,6,3.045,NA,2.854,0.953,R1A,1.235,20.287,1.012,0.277
L4_20_2018,L4_20,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,8,2018,40,Jakob Huber,NA,2018-07-19,1.5,41.5,43,0.5,0,0.012,0.035,0,8,0,0,1,0,0,0,-1.386,-2.197,0.901,0.433,V37,1.007,23.297,4.636,0.268
L4_20_2019,L4_20,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,8,2019,70,Linda Weggler,NA,2019-06-20,2.5,68,70.5,24.5,3.5,0.348,0.035,0.05,17,1,0,7,4,1,3,-0.318,-1.03,1.718,0.606,V37,1.114,21.57,3.122,0.278
L4_20_2020,L4_20,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,8,2020,55,Katharina Beck,NA,2020-06-12,25.5,34.5,60,41,8,0.683,0.425,0.133,16,2,0,9,4,2,4,0.223,-0.956,2.037,0.735,V37,1.022,23.369,1.977,0.249
L4_20_2021,L4_20,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,8,2021,70,Markus Bauer,NA,2021-07-09,3,71,74,37.5,4.5,0.507,0.041,0.061,13,0,0,7,3,2,3,0.134,-1.012,1.711,0.667,V38,1.343,19.039,1.87,0.329
L4_20_seeded,L4_20,4,4883906,1288474,314,4,south,land,25,30,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,3,0,20,NA,4,7,3.045,NA,2.854,0.953,R1A,1.241,20.377,0.683,0.263
L4_21_2018,L4_21,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,8,2018,30,Jakob Huber,NA,2018-07-19,2.5,33.5,36,0.5,0.5,0.014,0.069,0.014,11,0,0,1,1,0,1,-1.705,-1.705,1.318,0.55,V37,0.939,22.315,6.876,0.304
L4_21_2019,L4_21,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,8,2019,60,Linda Weggler,NA,2019-06-20,2.5,59,61.5,22,1,0.358,0.041,0.016,14,0,0,5,2,2,2,-0.511,-1.466,1.603,0.607,V37,1.151,20.389,2.55,0.285
L4_21_2020,L4_21,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,8,2020,55,Katharina Beck,NA,2020-06-12,23,35,58,34,5.5,0.586,0.397,0.095,17,1,0,8,2,1,4,-0.105,-1.674,2.208,0.779,V37,1.044,22.231,2.142,0.293
L4_21_2021,L4_21,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,8,2021,70,Markus Bauer,NA,2021-07-09,8.5,59,67.5,35,4,0.519,0.126,0.059,12,1,0,5,1,1,2,-0.288,-1.792,1.865,0.75,V38,1.204,19.556,2.32,0.338
L4_21_seeded,L4_21,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,1,20,NA,4,9,3.045,NA,2.848,0.951,R1A,1.079,19.345,0.968,0.319
L4_22_2018,L4_22,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,4,2018,20,Jakob Huber,NA,2018-07-19,10.5,11,21.5,0.5,0.5,0.023,0.488,0.023,6,0,0,1,1,1,0,-1.099,-1.099,1.297,0.724,V37,0.929,24.922,4.359,0.332
L4_22_2019,L4_22,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,4,2019,60,Linda Weggler,NA,2019-06-20,3,53.5,56.5,21.5,0.5,0.381,0.053,0.009,10,0,0,4,1,2,1,-0.336,-1.609,1.487,0.646,V37,1.038,21.406,2.247,0.292
L4_22_2020,L4_22,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,4,2020,55,Katharina Beck,NA,2020-06-12,30.5,24.5,55,16,0,0.291,0.555,0,11,1,0,4,0,1,2,-0.47,-2.485,1.627,0.679,V37,1.195,24.217,2.545,0.327
L4_22_2021,L4_22,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,4,2021,70,Markus Bauer,NA,2021-07-09,32,39.5,71.5,9,0.5,0.126,0.448,0.007,12,1,0,5,1,2,2,-0.288,-1.792,1.709,0.688,V15,1.282,23.985,1.842,0.398
L4_22_seeded,L4_22,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,0,0,20,NA,13,1,3.045,NA,2.848,0.951,R22,1.092,23.798,0.924,0.427
L4_23_2018,L4_23,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,8,2018,35,Jakob Huber,NA,2018-07-19,5,33,38,0,0,0,0.132,0,8,0,0,0,0,0,0,-2.197,-2.197,1.309,0.63,V37,0.854,21.378,1.037,0.643
L4_23_2019,L4_23,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,8,2019,60,Linda Weggler,NA,2019-06-20,6,53.5,59.5,3,1,0.05,0.101,0.017,18,0,0,6,2,2,1,-0.619,-1.735,1.894,0.655,V37,1.38,23.627,1.968,0.422
L4_23_2020,L4_23,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,8,2020,50,Katharina Beck,NA,2020-06-12,11,34,45,3.5,0.5,0.078,0.244,0.011,13,2,1,7,1,2,4,0.134,-1.872,1.529,0.596,V15,1.402,26.108,2.123,0.327
L4_23_2021,L4_23,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,8,2021,70,Markus Bauer,NA,2021-07-09,33.5,31.5,65,6,2.5,0.092,0.515,0.038,13,1,0,6,2,1,3,-0.134,-1.386,1.544,0.602,V15,1.187,23.677,2.641,0.409
L4_23_seeded,L4_23,4,4883906,1288474,314,4,south,land,50,30,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,1,0,20,NA,14,2,3.045,NA,2.848,0.951,R22,1.041,23.193,0.846,0.408
L4_24_2018,L4_24,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,4,2018,20,Jakob Huber,NA,2018-07-19,4,15.5,19.5,0,0,0,0.205,0,4,0,0,0,0,0,0,-1.609,-1.609,0.763,0.55,V37,0.724,25.018,6.738,0.256
L4_24_2019,L4_24,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,4,2019,50,Linda Weggler,NA,2019-06-20,4,46,50,11.5,0.5,0.23,0.08,0.01,14,0,0,4,1,1,1,-0.788,-1.946,1.994,0.755,V37,1.262,22.972,1.552,0.435
L4_24_2020,L4_24,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,4,2020,45,Katharina Beck,NA,2020-06-12,28,28,56,19,1,0.339,0.5,0.018,13,0,0,7,2,1,2,0.134,-1.386,1.647,0.642,V38,1.021,21.75,2.618,0.456
L4_24_2021,L4_24,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,4,2021,70,Markus Bauer,NA,2021-07-09,12,60,72,26.5,2.5,0.368,0.167,0.035,15,1,0,8,2,2,3,0.118,-1.54,1.896,0.7,V,1.34,20.408,2.068,0.333
L4_24_seeded,L4_24,4,4883906,1288474,314,4,south,land,50,30,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,4,1,20,NA,4,8,3.045,NA,2.848,0.951,R1A,1.038,19.016,1.003,0.322
L5_01_2018,L5_01,5,4883968,1288828,314,4,south,land,0,15,dry_grassland,4,2018,50,Simon Reith,NA,2018-07-19,1,51.5,52.5,2,2,0.038,0.019,0.038,8,0,0,1,1,0,0,-1.386,-1.386,1.093,0.525,V37,1.106,23.106,4.416,0.286
L5_01_2019,L5_01,5,4883968,1288828,314,4,south,land,0,15,dry_grassland,4,2019,95,Markus Bauer,NA,2019-06-18,1,97.5,98.5,41,40,0.416,0.01,0.406,9,0,0,3,1,1,0,-0.56,-1.504,0.879,0.4,V37,1.04,20.34,5.5,0.306
L5_01_2020,L5_01,5,4883968,1288828,314,4,south,land,0,15,dry_grassland,4,2020,80,Jakob Huber,NA,2020-06-11,4,76,80,26,20,0.325,0.05,0.25,15,0,0,5,1,1,0,-0.606,-2.015,1.486,0.549,V15,1.266,22.697,3.141,0.284
L5_01_2021,L5_01,5,4883968,1288828,314,4,south,land,0,15,dry_grassland,4,2021,80,Markus Bauer,NA,2021-07-15,4,79.5,83.5,25,20,0.299,0.048,0.24,9,0,0,4,1,1,0,-0.182,-1.504,1.211,0.551,V,1.006,21.875,5.118,0.278
L5_01_seeded,L5_01,5,4883968,1288828,314,4,south,land,0,15,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,4,0,20,NA,4,9,3.045,NA,2.854,0.953,R1A,1.216,19.513,0.966,0.284
L5_02_2018,L5_02,5,4883968,1288828,314,4,south,land,0,15,hay_meadow,4,2018,20,Simon Reith,NA,2018-07-19,1,23,24,1,1,0.042,0.042,0.042,10,1,0,2,2,1,0,-1.099,-1.099,1.266,0.55,V37,1.012,19.704,1.291,0.43
L5_02_2019,L5_02,5,4883968,1288828,314,4,south,land,0,15,hay_meadow,4,2019,60,Markus Bauer,NA,2019-06-18,12.5,65,77.5,39,2.5,0.503,0.161,0.032,12,2,0,7,2,2,1,0.288,-1.299,1.572,0.632,V37,1.053,22.347,3.003,0.215
L5_02_2020,L5_02,5,4883968,1288828,314,4,south,land,0,15,hay_meadow,4,2020,70,Jakob Huber,NA,2020-06-11,3,71,74,51.5,1.5,0.696,0.041,0.02,14,2,0,8,3,2,3,0.251,-1.099,1.189,0.451,V38,0.968,17.811,3.599,0.378
L5_02_2021,L5_02,5,4883968,1288828,314,4,south,land,0,15,hay_meadow,4,2021,60,Markus Bauer,NA,2021-07-15,15,51,66,33.5,2,0.508,0.227,0.03,16,2,1,9,1,2,1,0.223,-2.079,1.899,0.685,V,1.174,19.987,2.982,0.339
L5_02_seeded,L5_02,5,4883968,1288828,314,4,south,land,0,15,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,1,0,20,NA,12,2,3.045,NA,2.848,0.951,R22,1.08,23.087,1.03,0.385
