id,reference,exposition,target_type,group_type,NMDS1,NMDS2,mean1,mean2
W1_21_2020,2020,north,dry_grassland,2020,0.0903610310481202,-0.28162667443460204,-0.11173635142972259,0.11953103169259205
W1_21_2021,2021,north,dry_grassland,2021,0.14157501785423615,-0.3287930345102192,-0.02236579753931777,0.1905167811556726
W1_21_seeded,seeded,north,dry_grassland,seeded,0.2868515427195297,-0.2956380989405884,0.5377147617840167,-0.09756544043457768
W1_22_2018,2018,north,hay_meadow,2018,0.6618731292676303,-0.619589132205659,-0.11340211503171282,-0.11907083492843955
W1_22_2019,2019,north,hay_meadow,2019,-0.692917524520598,-0.3006410560607689,-0.5579864812065191,-0.11310545854624686
W1_22_2020,2020,north,hay_meadow,2020,0.13023816409686573,-0.12488839827369258,-0.11173635142972259,0.11953103169259205
W1_22_2021,2021,north,hay_meadow,2021,0.33778371599849316,-0.1336502606080625,-0.02236579753931777,0.1905167811556726
W1_22_seeded,seeded,north,hay_meadow,seeded,0.43852018678839083,-0.1639524798040681,0.5377147617840167,-0.09756544043457768
W1_23_2018,2018,north,dry_grassland,2018,0.8525744436074133,0.2815815907054677,-0.11340211503171282,-0.11907083492843955
W1_23_2019,2019,north,dry_grassland,2019,-0.5841530873948464,-0.4573044143962282,-0.5579864812065191,-0.11310545854624686
W1_23_2020,2020,north,dry_grassland,2020,0.07484655659255034,-0.3935777751864135,-0.11173635142972259,0.11953103169259205
W1_23_2021,2021,north,dry_grassland,2021,-0.045919689920970425,-0.2996098792558276,-0.02236579753931777,0.1905167811556726
W1_23_seeded,seeded,north,dry_grassland,seeded,0.3459837637390643,-0.21363217548838973,0.5377147617840167,-0.09756544043457768
W1_24_2018,2018,north,hay_meadow,2018,0.710959962083602,-0.6643887920504782,-0.11340211503171282,-0.11907083492843955
W1_24_2019,2019,north,hay_meadow,2019,-0.5308574079448183,-0.32167278682388856,-0.5579864812065191,-0.11310545854624686
W1_24_2020,2020,north,hay_meadow,2020,0.061311676317960515,0.0801585043607073,-0.11173635142972259,0.11953103169259205
W1_24_2021,2021,north,hay_meadow,2021,0.13922113944084655,0.011100158619282553,-0.02236579753931777,0.1905167811556726
W1_24_seeded,seeded,north,hay_meadow,seeded,0.3955778254172172,-0.05837003997066027,0.5377147617840167,-0.09756544043457768
W2_01_2018,2018,north,dry_grassland,2018,1.0074899460725268,0.5233877553206747,-0.11340211503171282,-0.11907083492843955
W2_01_2019,2019,north,dry_grassland,2019,-0.6393667607197414,-0.4487963994940774,-0.5579864812065191,-0.11310545854624686
W2_01_2020,2020,north,dry_grassland,2020,0.24225597268513838,-0.43943054077399046,-0.11173635142972259,0.11953103169259205
W2_01_2021,2021,north,dry_grassland,2021,0.2248810347156137,-0.3041824428188472,-0.02236579753931777,0.1905167811556726
W2_01_seeded,seeded,north,dry_grassland,seeded,0.20396419035205704,-0.3232582611767479,0.5377147617840167,-0.09756544043457768
W2_02_2018,2018,north,hay_meadow,2018,0.6438859514639289,-0.574839642105713,-0.11340211503171282,-0.11907083492843955
W2_02_2019,2019,north,hay_meadow,2019,-0.40353123635499893,-0.5446687446636218,-0.5579864812065191,-0.11310545854624686
W2_02_2020,2020,north,hay_meadow,2020,-0.038625017755720956,-0.1942179655074779,-0.11173635142972259,0.11953103169259205
W2_02_2021,2021,north,hay_meadow,2021,0.1302568577029004,-0.06597634691190069,-0.02236579753931777,0.1905167811556726
W2_02_seeded,seeded,north,hay_meadow,seeded,0.07916827900029762,-0.14247105546004596,0.5377147617840167,-0.09756544043457768
W2_03_2018,2018,north,hay_meadow,2018,1.1403192321384739,0.23889194977141093,-0.11340211503171282,-0.11907083492843955
W2_03_2019,2019,north,hay_meadow,2019,-0.6209653313786632,-0.6197756284223263,-0.5579864812065191,-0.11310545854624686
W2_03_2020,2020,north,hay_meadow,2020,0.10472095971870711,-0.21721833914627459,-0.11173635142972259,0.11953103169259205
W2_03_2021,2021,north,hay_meadow,2021,0.16611555952439971,-0.10592006942453182,-0.02236579753931777,0.1905167811556726
W2_03_seeded,seeded,north,hay_meadow,seeded,0.2899634298245871,-0.3145607189291176,0.5377147617840167,-0.09756544043457768
W2_04_2018,2018,north,dry_grassland,2018,0.7483742291731227,-0.41680052865662565,-0.11340211503171282,-0.11907083492843955
W2_04_2019,2019,north,dry_grassland,2019,-0.4428315661085478,-0.6405249082306768,-0.5579864812065191,-0.11310545854624686
W2_04_2020,2020,north,dry_grassland,2020,0.02192473482535962,-0.1789751113208046,-0.11173635142972259,0.11953103169259205
W2_04_2021,2021,north,dry_grassland,2021,0.08589549652310938,-0.18088229278509738,-0.02236579753931777,0.1905167811556726
W2_04_seeded,seeded,north,dry_grassland,seeded,0.22488144985810546,-0.26059415898078947,0.5377147617840167,-0.09756544043457768
W2_05_2018,2018,north,hay_meadow,2018,0.8131814377223991,-0.5062647931491483,-0.11340211503171282,-0.11907083492843955
W2_05_2019,2019,north,hay_meadow,2019,-0.7608070473687993,-0.4490089224418,-0.5579864812065191,-0.11310545854624686
W2_05_2020,2020,north,hay_meadow,2020,0.15237773571559732,-0.057622179763608804,-0.11173635142972259,0.11953103169259205
W2_05_2021,2021,north,hay_meadow,2021,0.12760760462639748,-0.037594905024804656,-0.02236579753931777,0.1905167811556726
W2_05_seeded,seeded,north,hay_meadow,seeded,0.27219348456845277,-0.1541927928308158,0.5377147617840167,-0.09756544043457768
W2_06_2018,2018,north,dry_grassland,2018,1.102674865509943,0.05967373875495839,-0.11340211503171282,-0.11907083492843955
W2_06_2019,2019,north,dry_grassland,2019,-0.4185372637238794,-0.4333597819326776,-0.5579864812065191,-0.11310545854624686
W2_06_2020,2020,north,dry_grassland,2020,0.00629368733425767,-0.29066369253975166,-0.11173635142972259,0.11953103169259205
W2_06_2021,2021,north,dry_grassland,2021,0.1942230489284711,-0.280830023078979,-0.02236579753931777,0.1905167811556726
W2_06_seeded,seeded,north,dry_grassland,seeded,0.10134658149592755,-0.21434083552431518,0.5377147617840167,-0.09756544043457768
W2_07_2018,2018,north,hay_meadow,2018,0.5798384728942876,-0.699557613895964,-0.11340211503171282,-0.11907083492843955
W2_07_2019,2019,north,hay_meadow,2019,-0.6599710472444905,-0.35246462843199156,-0.5579864812065191,-0.11310545854624686
W2_07_2020,2020,north,hay_meadow,2020,0.18341863384231877,-0.10865763049386333,-0.11173635142972259,0.11953103169259205
W2_07_2021,2021,north,hay_meadow,2021,0.027394465772973612,0.02275747835088286,-0.02236579753931777,0.1905167811556726
W2_07_seeded,seeded,north,hay_meadow,seeded,0.19071471220663613,-0.1185941590338216,0.5377147617840167,-0.09756544043457768
W2_08_2018,2018,north,dry_grassland,2018,1.0038161582678229,0.47158917962781577,-0.11340211503171282,-0.11907083492843955
W2_08_2019,2019,north,dry_grassland,2019,-0.2981198727084797,-0.44551639120735265,-0.5579864812065191,-0.11310545854624686
W2_08_2020,2020,north,dry_grassland,2020,0.0816575488283084,-0.3965292160567628,-0.11173635142972259,0.11953103169259205
W2_08_2021,2021,north,dry_grassland,2021,0.14402518224178723,-0.2660221482354358,-0.02236579753931777,0.1905167811556726
W2_08_seeded,seeded,north,dry_grassland,seeded,0.2523728720299721,-0.21499378805813835,0.5377147617840167,-0.09756544043457768
W2_09_2018,2018,north,dry_grassland,2018,0.8010844567372966,-0.4145695524301346,-0.11340211503171282,-0.11907083492843955
W2_09_2019,2019,north,dry_grassland,2019,-0.39335727425257055,-0.47889027369276205,-0.5579864812065191,-0.11310545854624686
W2_09_2020,2020,north,dry_grassland,2020,-0.12090177466216422,-0.19393882893375566,-0.11173635142972259,0.11953103169259205
W2_09_2021,2021,north,dry_grassland,2021,0.3273336526443614,0.020202413100473035,-0.02236579753931777,0.1905167811556726
W2_09_seeded,seeded,north,dry_grassland,seeded,0.2968405092846631,-0.10766281128989177,0.5377147617840167,-0.09756544043457768
W2_10_2018,2018,north,hay_meadow,2018,1.096040814902366,0.43204336120759235,-0.11340211503171282,-0.11907083492843955
W2_10_2019,2019,north,hay_meadow,2019,-0.6217661728914088,-0.167442299028969,-0.5579864812065191,-0.11310545854624686
W2_10_2020,2020,north,hay_meadow,2020,0.20989834213207634,0.15344235894969374,-0.11173635142972259,0.11953103169259205
W2_10_2021,2021,north,hay_meadow,2021,0.17458503291779665,-0.0650678675699377,-0.02236579753931777,0.1905167811556726
W2_10_seeded,seeded,north,hay_meadow,seeded,0.32812264016743004,-0.10596460963588177,0.5377147617840167,-0.09756544043457768
W2_11_2018,2018,north,dry_grassland,2018,0.970322622972961,0.5774960105952454,-0.11340211503171282,-0.11907083492843955
W2_11_2019,2019,north,dry_grassland,2019,-0.4995686345457188,-0.6099382890156667,-0.5579864812065191,-0.11310545854624686
W2_11_2020,2020,north,dry_grassland,2020,0.015748405527578904,-0.5460670600164312,-0.11173635142972259,0.11953103169259205
W2_11_2021,2021,north,dry_grassland,2021,0.14531582538126953,-0.4385071081228382,-0.02236579753931777,0.1905167811556726
W2_11_seeded,seeded,north,dry_grassland,seeded,0.23278062066489294,-0.42868861704900774,0.5377147617840167,-0.09756544043457768
W2_12_2018,2018,north,hay_meadow,2018,0.791838330953127,-0.6942642486317725,-0.11340211503171282,-0.11907083492843955
W2_12_2019,2019,north,hay_meadow,2019,-0.5933640790874047,-0.7066758337243703,-0.5579864812065191,-0.11310545854624686
W2_12_2020,2020,north,hay_meadow,2020,0.26374738957212523,-0.07421938792384117,-0.11173635142972259,0.11953103169259205
W2_12_2021,2021,north,hay_meadow,2021,0.2580388456836315,-0.5398374388473711,-0.02236579753931777,0.1905167811556726
W2_12_seeded,seeded,north,hay_meadow,seeded,0.47007017920833544,-0.2788085125256579,0.5377147617840167,-0.09756544043457768
W2_13_2018,2018,north,hay_meadow,2018,1.0815469482618054,0.29368606853849594,-0.11340211503171282,-0.11907083492843955
W2_13_2019,2019,north,hay_meadow,2019,-0.42261061123651383,-0.6531435936317375,-0.5579864812065191,-0.11310545854624686
W2_13_2020,2020,north,hay_meadow,2020,0.44579865947834046,-0.6043679455672414,-0.11173635142972259,0.11953103169259205
W2_13_2021,2021,north,hay_meadow,2021,0.3967068514442284,-0.493108385545886,-0.02236579753931777,0.1905167811556726
W2_13_seeded,seeded,north,hay_meadow,seeded,0.2847303623271787,-0.3931687386562328,0.5377147617840167,-0.09756544043457768
W2_14_2018,2018,north,dry_grassland,2018,0.8897516555698287,-0.6924243229695343,-0.11340211503171282,-0.11907083492843955
W2_14_2019,2019,north,dry_grassland,2019,-0.7924327214297596,-0.4827582666231905,-0.5579864812065191,-0.11310545854624686
W2_14_2020,2020,north,dry_grassland,2020,0.10166538428399606,-0.2987418653593521,-0.11173635142972259,0.11953103169259205
W2_14_2021,2021,north,dry_grassland,2021,0.20427370291534883,-0.17831466783202937,-0.02236579753931777,0.1905167811556726
W2_14_seeded,seeded,north,dry_grassland,seeded,0.354275350865778,-0.3037567940030063,0.5377147617840167,-0.09756544043457768
W2_15_2018,2018,north,hay_meadow,2018,0.7463990845585217,-0.5020230626055759,-0.11340211503171282,-0.11907083492843955
W2_15_2019,2019,north,hay_meadow,2019,-0.6954239210254185,-0.004307806235798142,-0.5579864812065191,-0.11310545854624686
W2_15_2020,2020,north,hay_meadow,2020,0.11157470654044005,-0.4650687986474773,-0.11173635142972259,0.11953103169259205
W2_15_2021,2021,north,hay_meadow,2021,0.27272111704358826,0.00872770217125872,-0.02236579753931777,0.1905167811556726
W2_15_seeded,seeded,north,hay_meadow,seeded,0.37403429678631517,0.17312620695786163,0.5377147617840167,-0.09756544043457768
W2_16_2018,2018,north,dry_grassland,2018,0.8490255659335936,0.25693589612148854,-0.11340211503171282,-0.11907083492843955
W2_16_2019,2019,north,dry_grassland,2019,-0.6363424697153671,-0.9374166539656908,-0.5579864812065191,-0.11310545854624686
W2_16_2020,2020,north,dry_grassland,2020,0.4164077948215482,-0.5355879545120815,-0.11173635142972259,0.11953103169259205
W2_16_2021,2021,north,dry_grassland,2021,0.33595294997909536,-0.3405539392244627,-0.02236579753931777,0.1905167811556726
W2_16_seeded,seeded,north,dry_grassland,seeded,0.23925473049455137,-0.4043445362480627,0.5377147617840167,-0.09756544043457768
W2_17_2018,2018,north,hay_meadow,2018,0.7569655335451154,-0.7731584544395415,-0.11340211503171282,-0.11907083492843955
W2_17_2019,2019,north,hay_meadow,2019,-0.6516507284639665,-0.7926190013183237,-0.5579864812065191,-0.11310545854624686
W2_17_2020,2020,north,hay_meadow,2020,0.2197509478341969,-0.21761768568065537,-0.11173635142972259,0.11953103169259205
W2_17_2021,2021,north,hay_meadow,2021,0.4552646817586039,0.1528831307513973,-0.02236579753931777,0.1905167811556726
W2_17_seeded,seeded,north,hay_meadow,seeded,0.5582772962739079,0.13216020905583073,0.5377147617840167,-0.09756544043457768
W2_18_2018,2018,north,dry_grassland,2018,0.9144437054535597,0.4332777895686171,-0.11340211503171282,-0.11907083492843955
W2_18_2019,2019,north,dry_grassland,2019,-0.4608313995781979,-0.5437782495932206,-0.5579864812065191,-0.11310545854624686
W2_18_2020,2020,north,dry_grassland,2020,0.13255364182448245,-0.4007141631582345,-0.11173635142972259,0.11953103169259205
W2_18_2021,2021,north,dry_grassland,2021,0.15159835794477827,-0.1794352532011168,-0.02236579753931777,0.1905167811556726
W2_18_seeded,seeded,north,dry_grassland,seeded,0.1616115798846516,-0.28073918410276244,0.5377147617840167,-0.09756544043457768
W2_19_2018,2018,north,hay_meadow,2018,0.6827781915294903,-0.6931550194936826,-0.11340211503171282,-0.11907083492843955
W2_19_2019,2019,north,hay_meadow,2019,-0.630819375909259,-0.2027736491250015,-0.5579864812065191,-0.11310545854624686
W2_19_2020,2020,north,hay_meadow,2020,0.037751750306680626,0.3879214036355951,-0.11173635142972259,0.11953103169259205
W2_19_2021,2021,north,hay_meadow,2021,0.19493055031332895,0.20529357478901838,-0.02236579753931777,0.1905167811556726
W2_19_seeded,seeded,north,hay_meadow,seeded,0.3251535815659939,1.6809625588087425e-4,0.5377147617840167,-0.09756544043457768
W2_20_2018,2018,north,dry_grassland,2018,0.9160413896706346,0.672894131125702,-0.11340211503171282,-0.11907083492843955
W2_20_2019,2019,north,dry_grassland,2019,-0.3220008985236612,-0.6877003755063488,-0.5579864812065191,-0.11310545854624686
W2_20_2020,2020,north,dry_grassland,2020,0.13554032885360792,-0.2812444873198134,-0.11173635142972259,0.11953103169259205
W2_20_2021,2021,north,dry_grassland,2021,0.2477487607451589,-0.23256860883022837,-0.02236579753931777,0.1905167811556726
W2_20_seeded,seeded,north,dry_grassland,seeded,0.18963288275936172,-0.22063256930165318,0.5377147617840167,-0.09756544043457768
W2_21_2018,2018,north,hay_meadow,2018,0.745651325087996,-0.5955698426259682,-0.11340211503171282,-0.11907083492843955
W2_21_2019,2019,north,hay_meadow,2019,-0.3893812630076491,-0.5655201021204757,-0.5579864812065191,-0.11310545854624686
W2_21_2020,2020,north,hay_meadow,2020,0.04069539930528205,-0.04534860486081529,-0.11173635142972259,0.11953103169259205
W2_21_2021,2021,north,hay_meadow,2021,0.05945378811549368,0.020105738703393543,-0.02236579753931777,0.1905167811556726
W2_21_seeded,seeded,north,hay_meadow,seeded,0.21788316418537967,0.10627966651849806,0.5377147617840167,-0.09756544043457768
W2_22_2018,2018,north,dry_grassland,2018,0.8214962243015946,0.5267758481247968,-0.11340211503171282,-0.11907083492843955
W2_22_2019,2019,north,dry_grassland,2019,-0.4484412992043155,-0.6344244396402146,-0.5579864812065191,-0.11310545854624686
W2_22_2020,2020,north,dry_grassland,2020,0.039653088200437864,0.19449916981495016,-0.11173635142972259,0.11953103169259205
W2_22_2021,2021,north,dry_grassland,2021,0.17981530654958117,-0.18450199861638716,-0.02236579753931777,0.1905167811556726
W2_22_seeded,seeded,north,dry_grassland,seeded,0.24256356382881591,-0.15222221451568127,0.5377147617840167,-0.09756544043457768
W2_23_2018,2018,north,dry_grassland,2018,0.8005507658469218,-0.6101743894327658,-0.11340211503171282,-0.11907083492843955
W2_23_2019,2019,north,dry_grassland,2019,-0.8025714998944109,-0.5114151995305252,-0.5579864812065191,-0.11310545854624686
W2_23_2020,2020,north,dry_grassland,2020,0.026543304794792805,-0.4407561840278723,-0.11173635142972259,0.11953103169259205
W2_23_2021,2021,north,dry_grassland,2021,0.024380644668694593,-0.046303841261946296,-0.02236579753931777,0.1905167811556726
W2_23_seeded,seeded,north,dry_grassland,seeded,0.1912081876059909,0.09123542233387574,0.5377147617840167,-0.09756544043457768
W2_24_2018,2018,north,hay_meadow,2018,1.0451657265427134,0.6360899818064093,-0.11340211503171282,-0.11907083492843955
W2_24_2019,2019,north,hay_meadow,2019,-0.68441903551295,-0.33341577257277355,-0.5579864812065191,-0.11310545854624686
W2_24_2020,2020,north,hay_meadow,2020,0.033420550590095216,-0.15872340800851004,-0.11173635142972259,0.11953103169259205
W2_24_2021,2021,north,hay_meadow,2021,0.19852697819792506,0.1889706335401187,-0.02236579753931777,0.1905167811556726
W2_24_seeded,seeded,north,hay_meadow,seeded,0.19824610787522967,0.27383282161098005,0.5377147617840167,-0.09756544043457768
W3_01_2018,2018,north,hay_meadow,2018,0.7977738583937618,0.5602488949761286,-0.11340211503171282,-0.11907083492843955
W3_01_2019,2019,north,hay_meadow,2019,-0.5039324282049695,-0.7683129158110855,-0.5579864812065191,-0.11310545854624686
W3_01_2020,2020,north,hay_meadow,2020,0.023140019918784817,-0.38644901010471583,-0.11173635142972259,0.11953103169259205
W3_01_2021,2021,north,hay_meadow,2021,0.03998848161537939,-0.20332380355154284,-0.02236579753931777,0.1905167811556726
W3_01_seeded,seeded,north,hay_meadow,seeded,0.0618846263352008,-0.037999410796469305,0.5377147617840167,-0.09756544043457768
W3_02_2018,2018,north,hay_meadow,2018,0.6149951170486655,-0.7583344048206907,-0.11340211503171282,-0.11907083492843955
W3_02_2019,2019,north,hay_meadow,2019,-0.916248545996647,-0.6753706016159972,-0.5579864812065191,-0.11310545854624686
W3_02_2020,2020,north,hay_meadow,2020,-0.21952819466001677,-0.28697233347800266,-0.11173635142972259,0.11953103169259205
W3_02_2021,2021,north,hay_meadow,2021,0.040940276781762874,-0.27412639187969917,-0.02236579753931777,0.1905167811556726
W3_02_seeded,seeded,north,hay_meadow,seeded,0.144002790897477,-0.3686395102613455,0.5377147617840167,-0.09756544043457768
W3_03_2018,2018,north,dry_grassland,2018,0.6612060811186484,-0.4363232199421946,-0.11340211503171282,-0.11907083492843955
W3_03_2019,2019,north,dry_grassland,2019,-0.701622228465711,-0.3325069919764848,-0.5579864812065191,-0.11310545854624686
W3_03_2020,2020,north,dry_grassland,2020,0.08058633445636205,-0.41602717364189873,-0.11173635142972259,0.11953103169259205
W3_03_2021,2021,north,dry_grassland,2021,0.03226732079637609,-0.3970255005640423,-0.02236579753931777,0.1905167811556726
W3_03_seeded,seeded,north,dry_grassland,seeded,0.09547572708021673,-0.21634681928695926,0.5377147617840167,-0.09756544043457768
W3_04_2018,2018,north,dry_grassland,2018,0.792689082317276,-0.701012827438383,-0.11340211503171282,-0.11907083492843955
W3_04_2019,2019,north,dry_grassland,2019,-0.6936900928899844,-0.13813307717559167,-0.5579864812065191,-0.11310545854624686
W3_04_2020,2020,north,dry_grassland,2020,-0.06385618265509284,0.06594258037595378,-0.11173635142972259,0.11953103169259205
W3_04_2021,2021,north,dry_grassland,2021,0.12258323506853637,0.11267321691510722,-0.02236579753931777,0.1905167811556726
W3_04_seeded,seeded,north,dry_grassland,seeded,-0.07471687241531196,-0.24754651638918004,0.5377147617840167,-0.09756544043457768
W3_05_2018,2018,north,dry_grassland,2018,0.7568286692560373,0.5138888355101975,-0.11340211503171282,-0.11907083492843955
W3_05_2019,2019,north,dry_grassland,2019,-0.8135282825816422,-0.2850337978869209,-0.5579864812065191,-0.11310545854624686
W3_05_2020,2020,north,dry_grassland,2020,0.09843320917570698,0.15665387008271758,-0.11173635142972259,0.11953103169259205
W3_05_2021,2021,north,dry_grassland,2021,0.18985894392430375,0.05163413308710253,-0.02236579753931777,0.1905167811556726
W3_05_seeded,seeded,north,dry_grassland,seeded,0.26134616986553333,0.34730810971774745,0.5377147617840167,-0.09756544043457768
W3_06_2018,2018,north,hay_meadow,2018,0.9575196116122248,0.6190526025156223,-0.11340211503171282,-0.11907083492843955
W3_06_2019,2019,north,hay_meadow,2019,-0.5072298158730189,-0.5583529587850334,-0.5579864812065191,-0.11310545854624686
W3_06_2020,2020,north,hay_meadow,2020,0.1125985367875465,-0.03466112732475204,-0.11173635142972259,0.11953103169259205
W3_06_2021,2021,north,hay_meadow,2021,0.21067171906610305,0.11400572584768189,-0.02236579753931777,0.1905167811556726
W3_06_seeded,seeded,north,hay_meadow,seeded,0.03516457885539872,0.18133284444666298,0.5377147617840167,-0.09756544043457768
W3_07_2018,2018,north,dry_grassland,2018,1.058038996788543,0.38631380843985774,-0.11340211503171282,-0.11907083492843955
W3_07_2019,2019,north,dry_grassland,2019,-0.2099610801102758,-0.7256568489015323,-0.5579864812065191,-0.11310545854624686
W3_07_2020,2020,north,dry_grassland,2020,0.1591741703774017,-0.3375149690198412,-0.11173635142972259,0.11953103169259205
W3_07_2021,2021,north,dry_grassland,2021,0.21523356506176294,-0.23403746967242736,-0.02236579753931777,0.1905167811556726
W3_07_seeded,seeded,north,dry_grassland,seeded,0.02377333434849228,-0.3570600566476039,0.5377147617840167,-0.09756544043457768
W3_08_2018,2018,north,hay_meadow,2018,0.7389704177246418,-0.41338110000745276,-0.11340211503171282,-0.11907083492843955
W3_08_2019,2019,north,hay_meadow,2019,-0.6239433185120989,-0.15030139755095726,-0.5579864812065191,-0.11310545854624686
W3_08_2020,2020,north,hay_meadow,2020,-0.0065000287515535405,-0.2561367574590022,-0.11173635142972259,0.11953103169259205
W3_08_2021,2021,north,hay_meadow,2021,0.1988096765065196,0.008521094147428002,-0.02236579753931777,0.1905167811556726
W3_08_seeded,seeded,north,hay_meadow,seeded,0.21231536266151585,0.17296851963064824,0.5377147617840167,-0.09756544043457768
W3_09_2018,2018,north,hay_meadow,2018,0.7034254051374844,0.5118208381831377,-0.11340211503171282,-0.11907083492843955
W3_09_2019,2019,north,hay_meadow,2019,-0.35777169812988746,-0.6309371473077374,-0.5579864812065191,-0.11310545854624686
W3_09_2020,2020,north,hay_meadow,2020,-0.05580269499075489,-0.06708374898136402,-0.11173635142972259,0.11953103169259205
W3_09_2021,2021,north,hay_meadow,2021,0.12669082121648684,-0.17494280242770463,-0.02236579753931777,0.1905167811556726
W3_09_seeded,seeded,north,hay_meadow,seeded,0.29699905438013,-0.20178289675957514,0.5377147617840167,-0.09756544043457768
W3_10_2018,2018,north,hay_meadow,2018,0.9436120695315429,-0.4797874354568846,-0.11340211503171282,-0.11907083492843955
W3_10_2019,2019,north,hay_meadow,2019,-0.48652222565412856,-0.7347695474511374,-0.5579864812065191,-0.11310545854624686
W3_10_2020,2020,north,hay_meadow,2020,0.06513808054084141,-0.4730695786460735,-0.11173635142972259,0.11953103169259205
W3_10_2021,2021,north,hay_meadow,2021,0.09809804342154904,-0.3334073593523512,-0.02236579753931777,0.1905167811556726
W3_10_seeded,seeded,north,hay_meadow,seeded,0.24679311830901624,-0.4340239988999035,0.5377147617840167,-0.09756544043457768
W3_11_2018,2018,north,dry_grassland,2018,0.6382525861878379,-0.6342046897337656,-0.11340211503171282,-0.11907083492843955
W3_11_2019,2019,north,dry_grassland,2019,-0.8728722856937116,-0.4936951332104841,-0.5579864812065191,-0.11310545854624686
W3_11_2020,2020,north,dry_grassland,2020,-0.03637005179801328,-0.05117530911460856,-0.11173635142972259,0.11953103169259205
W3_11_2021,2021,north,dry_grassland,2021,0.05329149533044277,-0.06290071455616117,-0.02236579753931777,0.1905167811556726
W3_11_seeded,seeded,north,dry_grassland,seeded,0.3009298572574255,0.03768718587730496,0.5377147617840167,-0.09756544043457768
W3_12_2018,2018,north,dry_grassland,2018,0.7378153972644195,-0.7613063634440405,-0.11340211503171282,-0.11907083492843955
W3_12_2019,2019,north,dry_grassland,2019,-0.4710387729210448,-0.7702284571150513,-0.5579864812065191,-0.11310545854624686
W3_12_2020,2020,north,dry_grassland,2020,0.1931526969982784,-0.5526907652085904,-0.11173635142972259,0.11953103169259205
W3_12_2021,2021,north,dry_grassland,2021,0.2780251991113342,-0.3790900842380155,-0.02236579753931777,0.1905167811556726
W3_12_seeded,seeded,north,dry_grassland,seeded,0.3036165362204082,-0.3972044899766595,0.5377147617840167,-0.09756544043457768
W3_13_2018,2018,north,hay_meadow,2018,1.0086959142424496,0.2979456448732401,-0.11340211503171282,-0.11907083492843955
W3_13_2019,2019,north,hay_meadow,2019,-0.41489266738293173,-0.5004805240105096,-0.5579864812065191,-0.11310545854624686
W3_13_2020,2020,north,hay_meadow,2020,0.09957615637341974,-0.0017175453257048806,-0.11173635142972259,0.11953103169259205
W3_13_2021,2021,north,hay_meadow,2021,0.4173473631303992,-0.02122558333034487,-0.02236579753931777,0.1905167811556726
W3_13_seeded,seeded,north,hay_meadow,seeded,0.335298680436232,0.216934201785986,0.5377147617840167,-0.09756544043457768
W3_14_2018,2018,north,hay_meadow,2018,0.9322154354066586,0.5596985324238976,-0.11340211503171282,-0.11907083492843955
W3_14_2019,2019,north,hay_meadow,2019,-0.470845158447569,-0.7438369708288579,-0.5579864812065191,-0.11310545854624686
W3_14_2020,2020,north,hay_meadow,2020,0.05680524479256758,-0.5059777331856814,-0.11173635142972259,0.11953103169259205
W3_14_2021,2021,north,hay_meadow,2021,0.15580534575069854,-0.19014779810119914,-0.02236579753931777,0.1905167811556726
W3_14_seeded,seeded,north,hay_meadow,seeded,0.1742153693988102,-0.23625516385008702,0.5377147617840167,-0.09756544043457768
W3_15_2018,2018,north,dry_grassland,2018,0.6109676670731243,-0.6987264042220849,-0.11340211503171282,-0.11907083492843955
W3_15_2019,2019,north,dry_grassland,2019,-0.5908384173966755,-0.7662545078446704,-0.5579864812065191,-0.11310545854624686
W3_15_2020,2020,north,dry_grassland,2020,0.25693978858631566,-0.445693622061256,-0.11173635142972259,0.11953103169259205
W3_15_2021,2021,north,dry_grassland,2021,0.2627376245427798,-0.351591176624297,-0.02236579753931777,0.1905167811556726
W3_15_seeded,seeded,north,dry_grassland,seeded,0.058385002539934235,-0.1948240357952522,0.5377147617840167,-0.09756544043457768
W3_16_2018,2018,north,dry_grassland,2018,0.8168368189263435,-0.4818096668312344,-0.11340211503171282,-0.11907083492843955
W3_16_2019,2019,north,dry_grassland,2019,-0.5966510681806645,-0.24147690597090926,-0.5579864812065191,-0.11310545854624686
W3_16_2020,2020,north,dry_grassland,2020,-0.06682090501056255,-0.21051050187462572,-0.11173635142972259,0.11953103169259205
W3_16_2021,2021,north,dry_grassland,2021,0.17985085913478777,0.15275194273199671,-0.02236579753931777,0.1905167811556726
W3_16_seeded,seeded,north,dry_grassland,seeded,0.05389088308758219,-0.19852509980391222,0.5377147617840167,-0.09756544043457768
W3_17_2018,2018,north,dry_grassland,2018,0.8762013614125298,0.11887288848381089,-0.11340211503171282,-0.11907083492843955
W3_17_2019,2019,north,dry_grassland,2019,-0.4487859904416869,-0.7322678920132023,-0.5579864812065191,-0.11310545854624686
W3_17_2020,2020,north,dry_grassland,2020,-0.2277750878822686,-0.36072541710192146,-0.11173635142972259,0.11953103169259205
W3_17_2021,2021,north,dry_grassland,2021,0.29308688581599934,0.04891541488825626,-0.02236579753931777,0.1905167811556726
W3_17_seeded,seeded,north,dry_grassland,seeded,0.33008285583712754,0.16930113077523468,0.5377147617840167,-0.09756544043457768
W3_18_2018,2018,north,hay_meadow,2018,1.0445056090240887,0.24282886104536622,-0.11340211503171282,-0.11907083492843955
W3_18_2019,2019,north,hay_meadow,2019,-0.5079162638694514,-0.32352616483367747,-0.5579864812065191,-0.11310545854624686
