id,plot,site,esy,reference,exposition,sand_ratio,substrate_depth,target_type,seed_density,survey_year,longitude,latitude,elevation,plot_size,botanist,givd_id,source,NMDS1,NMDS2,mean_reference,sd_reference,recovery_completeness
S699873,NA,NA,R1A,positive_reference,other,NA,NA,dry_grassland,NA,1993,1195124.5999999999,4916165.9,371,15,NA,EU-DE-014,Sabatini et al. (2021) Global Ecol Biogeogr https://doi.org/10.1111/geb.13346,0.7200154942394817,0.7864607782270082,NA,NA,NA
S699880,NA,NA,R1A,positive_reference,other,NA,NA,dry_grassland,NA,1993,1195124.5999999999,4916165.9,371,15,NA,EU-DE-014,Sabatini et al. (2021) Global Ecol Biogeogr https://doi.org/10.1111/geb.13346,0.7407155047471178,0.9212253223563343,NA,NA,NA
S701688,NA,NA,R1A,positive_reference,other,NA,NA,dry_grassland,NA,NA,1153600,4919050,475,25,NA,EU-DE-014,Sabatini et al. (2021) Global Ecol Biogeogr https://doi.org/10.1111/geb.13346,0.9561423259874208,-0.17993304276722896,NA,NA,NA
S703673,NA,NA,R1A,positive_reference,other,NA,NA,dry_grassland,NA,1991,1187498,4892501,410,12,NA,EU-DE-014,Sabatini et al. (2021) Global Ecol Biogeogr https://doi.org/10.1111/geb.13346,0.8152987691349374,1.1524625337268641,NA,NA,NA
S703726,NA,NA,R1A,positive_reference,other,NA,NA,dry_grassland,NA,1991,1195832,4917502,441,4,NA,EU-DE-014,Sabatini et al. (2021) Global Ecol Biogeogr https://doi.org/10.1111/geb.13346,0.7392803437722061,1.2462161038333772,NA,NA,NA
W1_01_2018,W1_01,1,V37,2018,north,0,15,dry_grassland,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.8407181599965858,-0.25507093273776277,0.644,0.279,-1.485
W1_01_2019,W1_01,1,V37,2019,north,0,15,dry_grassland,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,-0.1260095279128763,-0.2533422086431851,0.644,0.279,-0.77
W1_01_2020,W1_01,1,R22,2020,north,0,15,dry_grassland,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.12536932105965934,-0.056247442097200846,0.644,0.279,-0.519
W1_01_2021,W1_01,1,R22,2021,north,0,15,dry_grassland,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.1278085954159839,-0.1786257211374762,0.644,0.279,-0.516
W1_01_seeded,W1_01,1,R1A,seeded,north,0,15,dry_grassland,4,seeded,1287752,4883856,314,6,NA,NA,experiment,1.0817727228031797,0.4307804329764515,0.644,0.279,0.438
W1_02_2018,W1_02,1,V37,2018,north,0,15,dry_grassland,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.7629755785552873,-0.02920877239977303,0.644,0.279,-1.407
W1_02_2019,W1_02,1,V38,2019,north,0,15,dry_grassland,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.028225859438680438,0.006586634816631971,0.644,0.279,-0.616
W1_02_2020,W1_02,1,R,2020,north,0,15,dry_grassland,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.09660325666960222,0.015574371048935299,0.644,0.279,-0.547
W1_02_2021,W1_02,1,R22,2021,north,0,15,dry_grassland,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.3815521824404257,0.12229523308053877,0.644,0.279,-0.262
W1_02_seeded,W1_02,1,R1A,seeded,north,0,15,dry_grassland,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.8542422151148301,0.5799937128376431,0.644,0.279,0.21
W1_03_2018,W1_03,1,V37,2018,north,0,15,hay_meadow,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6000720895892877,-0.5852696867441588,0.491,0.217,-1.091
W1_03_2019,W1_03,1,R22,2019,north,0,15,hay_meadow,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.01863067097633479,-0.5347389227725063,0.491,0.217,-0.472
W1_03_2020,W1_03,1,R22,2020,north,0,15,hay_meadow,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.12549448938428126,-0.4971464368432378,0.491,0.217,-0.366
W1_03_2021,W1_03,1,R22,2021,north,0,15,hay_meadow,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.3052143673512588,-0.264656931187528,0.491,0.217,-0.186
W1_03_seeded,W1_03,1,R22,seeded,north,0,15,hay_meadow,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.8388605900839708,-0.44691322161657404,0.491,0.217,0.348
W1_04_2018,W1_04,1,V37,2018,north,0,15,hay_meadow,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.7296868714924393,-0.38095597746416077,0.491,0.217,-1.221
W1_04_2019,W1_04,1,R22,2019,north,0,15,hay_meadow,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.19608058231874342,-0.18954825002473144,0.491,0.217,-0.295
W1_04_2020,W1_04,1,R22,2020,north,0,15,hay_meadow,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.2943041992230572,-0.24491456421550034,0.491,0.217,-0.197
W1_04_2021,W1_04,1,R22,2021,north,0,15,hay_meadow,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.16914776185475458,-0.391505385298049,0.491,0.217,-0.322
W1_04_seeded,W1_04,1,R22,seeded,north,0,15,hay_meadow,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.8454805788301867,-0.5459073057719843,0.491,0.217,0.354
W1_05_2018,W1_05,1,V37,2018,north,25,15,hay_meadow,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.4739441443649588,-0.5189207704506006,0.491,0.217,-0.965
W1_05_2019,W1_05,1,R22,2019,north,25,15,hay_meadow,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.018686928125370275,-0.299538678111523,0.491,0.217,-0.472
W1_05_2020,W1_05,1,R22,2020,north,25,15,hay_meadow,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.13052394887233246,-0.1900531828732576,0.491,0.217,-0.36
W1_05_2021,W1_05,1,R22,2021,north,25,15,hay_meadow,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.32875724402966383,-0.3406811007530697,0.491,0.217,-0.162
W1_05_seeded,W1_05,1,R22,seeded,north,25,15,hay_meadow,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.805705220527262,-0.49096077044996805,0.491,0.217,0.315
W1_06_2018,W1_06,1,V37,2018,north,25,15,dry_grassland,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.5680754732014851,-0.1631546326988984,0.644,0.279,-1.212
W1_06_2019,W1_06,1,R,2019,north,25,15,dry_grassland,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,-0.15052947129519043,-0.1869573143017851,0.644,0.279,-0.795
W1_06_2020,W1_06,1,R22,2020,north,25,15,dry_grassland,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.09404561621968999,-0.0803332165045449,0.644,0.279,-0.55
W1_06_2021,W1_06,1,R22,2021,north,25,15,dry_grassland,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.19593140643404358,-0.2296702204657449,0.644,0.279,-0.448
W1_06_seeded,W1_06,1,R1A,seeded,north,25,15,dry_grassland,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.9075479084485457,0.43117303166135124,0.644,0.279,0.264
W1_07_2018,W1_07,1,V37,2018,north,25,15,hay_meadow,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.534713604033209,-0.6926648871887485,0.491,0.217,-1.026
W1_07_2019,W1_07,1,R22,2019,north,25,15,hay_meadow,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,-0.0759145935565504,-0.21458147638213557,0.491,0.217,-0.567
W1_07_2020,W1_07,1,R22,2020,north,25,15,hay_meadow,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.11408018892749011,-0.34716978098245205,0.491,0.217,-0.377
W1_07_2021,W1_07,1,R22,2021,north,25,15,hay_meadow,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.17686078066309555,-0.4625730669512178,0.491,0.217,-0.314
W1_07_seeded,W1_07,1,R22,seeded,north,25,15,hay_meadow,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.7689405848740154,-0.6092711405712755,0.491,0.217,0.278
W1_08_2018,W1_08,1,V37,2018,north,25,15,dry_grassland,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6898000197028503,-0.4997057944315492,0.644,0.279,-1.334
W1_08_2019,W1_08,1,R,2019,north,25,15,dry_grassland,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.03171706455893151,-0.4064567906714649,0.644,0.279,-0.612
W1_08_2020,W1_08,1,R22,2020,north,25,15,dry_grassland,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.36457877971740044,-0.03915107275465437,0.644,0.279,-0.279
W1_08_2021,W1_08,1,R,2021,north,25,15,dry_grassland,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.38511214870799,-0.060640480749953755,0.644,0.279,-0.259
W1_08_seeded,W1_08,1,R1A,seeded,north,25,15,dry_grassland,4,seeded,1287752,4883856,314,6,NA,NA,experiment,1.2144169487129746,0.14613314205584543,0.644,0.279,0.57
W1_09_2018,W1_09,1,V37,2018,north,50,15,dry_grassland,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.560872607497323,-0.4118109659333393,0.644,0.279,-1.205
W1_09_2019,W1_09,1,R,2019,north,50,15,dry_grassland,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.0019716561120523913,0.02725715741187197,0.644,0.279,-0.642
W1_09_2020,W1_09,1,R,2020,north,50,15,dry_grassland,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.16738021885414353,0.09409915522375245,0.644,0.279,-0.477
W1_09_2021,W1_09,1,R22,2021,north,50,15,dry_grassland,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.36612671637057753,-0.03166429373734199,0.644,0.279,-0.278
W1_09_seeded,W1_09,1,R,seeded,north,50,15,dry_grassland,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.9498504849554531,0.5122533144771042,0.644,0.279,0.306
W1_10_2018,W1_10,1,V37,2018,north,50,15,hay_meadow,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.4795104277163949,-0.4060399473508885,0.491,0.217,-0.971
W1_10_2019,W1_10,1,R22,2019,north,50,15,hay_meadow,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.20595671398197177,-0.3411570760742843,0.491,0.217,-0.285
W1_10_2020,W1_10,1,R22,2020,north,50,15,hay_meadow,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.5031581113405834,-0.23106852667913033,0.491,0.217,0.012
W1_10_2021,W1_10,1,R22,2021,north,50,15,hay_meadow,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.37426597128376654,-0.44852161674492885,0.491,0.217,-0.117
W1_10_seeded,W1_10,1,R22,seeded,north,50,15,hay_meadow,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.7918545750122493,-0.5108023780357459,0.491,0.217,0.301
W1_11_2018,W1_11,1,V37,2018,north,50,15,dry_grassland,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.57858194914726635,-0.5203320029914096,0.644,0.279,-1.223
W1_11_2019,W1_11,1,V38,2019,north,50,15,dry_grassland,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.2701179123911838,0.11694478146291994,0.644,0.279,-0.374
W1_11_2020,W1_11,1,R,2020,north,50,15,dry_grassland,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.3967803048442691,-0.10570737072609387,0.644,0.279,-0.247
W1_11_2021,W1_11,1,R,2021,north,50,15,dry_grassland,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.565417144574713,-0.010849529326864709,0.644,0.279,-0.079
W1_11_seeded,W1_11,1,R1A,seeded,north,50,15,dry_grassland,4,seeded,1287752,4883856,314,6,NA,NA,experiment,1.088401277106241,0.3663775443736408,0.644,0.279,0.444
W1_12_2018,W1_12,1,V37,2018,north,50,15,hay_meadow,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6665155637607829,-0.562227392103693,0.491,0.217,-1.158
W1_12_2019,W1_12,1,V,2019,north,50,15,hay_meadow,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.10043883721353516,-0.5526524360542886,0.491,0.217,-0.391
W1_12_2020,W1_12,1,R22,2020,north,50,15,hay_meadow,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.2907631161426999,-0.38700395002676385,0.491,0.217,-0.2
W1_12_2021,W1_12,1,R,2021,north,50,15,hay_meadow,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.32469991640546647,-0.4073052648062785,0.491,0.217,-0.166
W1_12_seeded,W1_12,1,R22,seeded,north,50,15,hay_meadow,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.6589990669907327,-0.7439064725153782,0.491,0.217,0.168
W1_13_2018,W1_13,1,V37,2018,north,0,30,hay_meadow,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.3921907232920359,-0.8107945921123098,0.491,0.217,-0.883
W1_13_2019,W1_13,1,R,2019,north,0,30,hay_meadow,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.06482062400079548,-0.2633296909735705,0.491,0.217,-0.426
W1_13_2020,W1_13,1,R22,2020,north,0,30,hay_meadow,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.2374518803674199,-0.36482933199626083,0.491,0.217,-0.254
W1_13_2021,W1_13,1,R22,2021,north,0,30,hay_meadow,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.21609709049201672,-0.2687497979702149,0.491,0.217,-0.275
W1_13_seeded,W1_13,1,R22,seeded,north,0,30,hay_meadow,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.7402300084305102,-0.5252242204544763,0.491,0.217,0.249
W1_14_2018,W1_14,1,V37,2018,north,0,30,dry_grassland,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.7801580720647031,-0.634881919038124,0.644,0.279,-1.424
W1_14_2019,W1_14,1,R,2019,north,0,30,dry_grassland,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,-0.00293722418821801,-0.47163966768993754,0.644,0.279,-0.647
W1_14_2020,W1_14,1,R22,2020,north,0,30,dry_grassland,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.3864815484151244,0.2055901077403968,0.644,0.279,-0.258
W1_14_2021,W1_14,1,R22,2021,north,0,30,dry_grassland,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.42939429872374696,0.026065507652751587,0.644,0.279,-0.215
W1_14_seeded,W1_14,1,R1A,seeded,north,0,30,dry_grassland,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.8684810891867801,0.626141276996937,0.644,0.279,0.224
W1_15_2018,W1_15,1,V37,2018,north,0,30,dry_grassland,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.5753912916653449,-0.7877468006706042,0.644,0.279,-1.219
W1_15_2019,W1_15,1,R22,2019,north,0,30,dry_grassland,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.38338360046533454,-0.16458483899536516,0.644,0.279,-0.261
W1_15_2020,W1_15,1,R22,2020,north,0,30,dry_grassland,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.1276505655102174,-0.0155203144441044,0.644,0.279,-0.516
W1_15_2021,W1_15,1,R,2021,north,0,30,dry_grassland,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.4828003588297075,0.07204226521424897,0.644,0.279,-0.161
W1_15_seeded,W1_15,1,R1A,seeded,north,0,30,dry_grassland,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.9806307936254222,0.5993745835607038,0.644,0.279,0.337
W1_16_2018,W1_16,1,V37,2018,north,0,30,hay_meadow,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.5478478160235597,-0.7639931367300646,0.491,0.217,-1.039
W1_16_2019,W1_16,1,R22,2019,north,0,30,hay_meadow,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.28370124156409887,-0.2820479101518819,0.491,0.217,-0.207
W1_16_2020,W1_16,1,R22,2020,north,0,30,hay_meadow,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.3978928575330607,-0.3073966748603292,0.491,0.217,-0.093
W1_16_2021,W1_16,1,R,2021,north,0,30,hay_meadow,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.4190749323032275,-0.44984833555167975,0.491,0.217,-0.072
W1_16_seeded,W1_16,1,R22,seeded,north,0,30,hay_meadow,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.744119678800249,-0.7313408245964487,0.491,0.217,0.253
W1_17_2018,W1_17,1,V37,2018,north,25,30,dry_grassland,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6867460698864711,-0.6122134608417932,0.644,0.279,-1.331
W1_17_2019,W1_17,1,V38,2019,north,25,30,dry_grassland,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,-0.01559440146376442,-0.24005996013259828,0.644,0.279,-0.66
W1_17_2020,W1_17,1,R,2020,north,25,30,dry_grassland,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.3222488490115107,-0.06064915757487863,0.644,0.279,-0.322
W1_17_2021,W1_17,1,R,2021,north,25,30,dry_grassland,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.29617830583032606,-0.07325186807854121,0.644,0.279,-0.348
W1_17_seeded,W1_17,1,R1A,seeded,north,25,30,dry_grassland,4,seeded,1287752,4883856,314,6,NA,NA,experiment,1.198727965996648,0.28283628257997834,0.644,0.279,0.555
W1_18_2018,W1_18,1,V37,2018,north,25,30,dry_grassland,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6349968008592743,-0.4533818152622253,0.644,0.279,-1.279
W1_18_2019,W1_18,1,R,2019,north,25,30,dry_grassland,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.20198299184988538,0.7060523491247755,0.644,0.279,-0.442
W1_18_2020,W1_18,1,R22,2020,north,25,30,dry_grassland,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.30937857614603775,0.237721206380384,0.644,0.279,-0.335
W1_18_2021,W1_18,1,R,2021,north,25,30,dry_grassland,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.08757083455622777,0.0990856523994839,0.644,0.279,-0.556
W1_18_seeded,W1_18,1,R1A,seeded,north,25,30,dry_grassland,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.8707425304548135,0.4476240137175948,0.644,0.279,0.227
W1_19_2018,W1_19,1,V37,2018,north,25,30,hay_meadow,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6420431001247395,-0.524962037480034,0.491,0.217,-1.133
W1_19_2019,W1_19,1,R22,2019,north,25,30,hay_meadow,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.05715337071567482,-0.3207621793892922,0.491,0.217,-0.434
W1_19_2020,W1_19,1,R,2020,north,25,30,hay_meadow,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.21321812000683676,-0.3625079992400313,0.491,0.217,-0.278
W1_19_2021,W1_19,1,R22,2021,north,25,30,hay_meadow,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.24598028633766533,-0.31704054713326246,0.491,0.217,-0.245
W1_19_seeded,W1_19,1,R22,seeded,north,25,30,hay_meadow,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.7531916629985611,-0.7728250887045791,0.491,0.217,0.262
W1_20_2018,W1_20,1,V37,2018,north,25,30,hay_meadow,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.5242106370287398,-0.397073327517579,0.491,0.217,-1.015
W1_20_2019,W1_20,1,R,2019,north,25,30,hay_meadow,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.12881452664844104,-0.2799725427580177,0.491,0.217,-0.362
W1_20_2020,W1_20,1,R,2020,north,25,30,hay_meadow,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.17818688086494797,-0.3218598301040848,0.491,0.217,-0.313
W1_20_2021,W1_20,1,R,2021,north,25,30,hay_meadow,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.32176548575531855,-0.2925266817682723,0.491,0.217,-0.169
W1_20_seeded,W1_20,1,R22,seeded,north,25,30,hay_meadow,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.6779305191676319,-0.6460242554814912,0.491,0.217,0.187
W1_21_2018,W1_21,1,V,2018,north,50,30,dry_grassland,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6744572037208499,-0.3146307339184965,0.644,0.279,-1.318
W1_21_2019,W1_21,1,R,2019,north,50,30,dry_grassland,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.16577850498301697,-0.11054057311397805,0.644,0.279,-0.478
W1_21_2020,W1_21,1,R22,2020,north,50,30,dry_grassland,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.3647272974417481,-0.1395762797638806,0.644,0.279,-0.279
W1_21_2021,W1_21,1,R22,2021,north,50,30,dry_grassland,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.4692481433892335,-0.17277068791726788,0.644,0.279,-0.175
W1_21_seeded,W1_21,1,R22,seeded,north,50,30,dry_grassland,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.882456179676475,0.2791655524652743,0.644,0.279,0.238
W1_22_2018,W1_22,1,V37,2018,north,50,30,hay_meadow,8,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.5667250233753826,-0.4648730564514452,0.491,0.217,-1.058
W1_22_2019,W1_22,1,R22,2019,north,50,30,hay_meadow,8,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.1272340373303596,-0.37542198362463397,0.491,0.217,-0.364
W1_22_2020,W1_22,1,R22,2020,north,50,30,hay_meadow,8,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,-0.012379257629300542,-0.2977340728404249,0.491,0.217,-0.503
W1_22_2021,W1_22,1,R22,2021,north,50,30,hay_meadow,8,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.3748676605977213,-0.22648199003885475,0.491,0.217,-0.116
W1_22_seeded,W1_22,1,R22,seeded,north,50,30,hay_meadow,8,seeded,1287752,4883856,314,6,NA,NA,experiment,0.7755363580398386,-0.6127594368385605,0.491,0.217,0.285
W1_23_2018,W1_23,1,V37,2018,north,50,30,dry_grassland,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.5209269407523444,-0.33087423215061496,0.644,0.279,-1.165
W1_23_2019,W1_23,1,R,2019,north,50,30,dry_grassland,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.08031937612380265,0.07724731196494858,0.644,0.279,-0.564
W1_23_2020,W1_23,1,R,2020,north,50,30,dry_grassland,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.16241262666270048,0.013914007311595183,0.644,0.279,-0.482
W1_23_2021,W1_23,1,R,2021,north,50,30,dry_grassland,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.428172673339982,-0.06505848285913998,0.644,0.279,-0.216
W1_23_seeded,W1_23,1,R1A,seeded,north,50,30,dry_grassland,4,seeded,1287752,4883856,314,6,NA,NA,experiment,1.0359760974956327,0.51791998863531,0.644,0.279,0.392
W1_24_2018,W1_24,1,V37,2018,north,50,30,hay_meadow,4,2018,1287752,4883856,314,6,Simon Reith,NA,experiment,-0.6315474840912265,-0.4594288019986049,0.491,0.217,-1.123
W1_24_2019,W1_24,1,R,2019,north,50,30,hay_meadow,4,2019,1287752,4883856,314,6,Jakob Huber,NA,experiment,0.28312865677461446,-0.4288859155338985,0.491,0.217,-0.208
W1_24_2020,W1_24,1,R22,2020,north,50,30,hay_meadow,4,2020,1287752,4883856,314,6,Katharina Beck,NA,experiment,0.25305154616809744,-0.31219414983803817,0.491,0.217,-0.238
W1_24_2021,W1_24,1,R22,2021,north,50,30,hay_meadow,4,2021,1287752,4883856,314,6,Markus Bauer,NA,experiment,0.2367220724472883,-0.3275799672087642,0.491,0.217,-0.254
W1_24_seeded,W1_24,1,R22,seeded,north,50,30,hay_meadow,4,seeded,1287752,4883856,314,6,NA,NA,experiment,0.6829508812999056,-0.5713724956153537,0.491,0.217,0.192
W2_01_2018,W2_01,2,V37,2018,north,0,15,dry_grassland,4,2018,1288117,4883853,314,6,Jakob Huber,NA,experiment,-0.39605184716460445,-0.5540830350600994,0.644,0.279,-1.04
W2_01_2019,W2_01,2,R,2019,north,0,15,dry_grassland,4,2019,1288117,4883853,314,6,Jakob Huber,NA,experiment,-0.02104109153856957,-0.2046349317898482,0.644,0.279,-0.665
W2_01_2020,W2_01,2,R22,2020,north,0,15,dry_grassland,4,2020,1288117,4883853,314,6,Jakob Huber,NA,experiment,0.1668864419423349,-0.05380193624127605,0.644,0.279,-0.477
W2_01_2021,W2_01,2,R,2021,north,0,15,dry_grassland,4,2021,1288117,4883853,314,6,Markus Bauer,NA,experiment,0.11948316577081648,-0.13353100180075675,0.644,0.279,-0.525
W2_01_seeded,W2_01,2,R1A,seeded,north,0,15,dry_grassland,4,seeded,1288117,4883853,314,6,NA,NA,experiment,1.162769261891527,0.24444305065824984,0.644,0.279,0.519
W2_02_2018,W2_02,2,V37,2018,north,0,15,hay_meadow,4,2018,1288117,4883853,314,6,Jakob Huber,NA,experiment,-0.61306771107156,-0.6270663097391859,0.491,0.217,-1.104
W2_02_2019,W2_02,2,R,2019,north,0,15,hay_meadow,4,2019,1288117,4883853,314,6,Jakob Huber,NA,experiment,0.13763670941098524,-0.20898587956712325,0.491,0.217,-0.353
W2_02_2020,W2_02,2,R22,2020,north,0,15,hay_meadow,4,2020,1288117,4883853,314,6,Jakob Huber,NA,experiment,0.19643416655682666,-0.10116656041937588,0.491,0.217,-0.295
W2_02_2021,W2_02,2,R,2021,north,0,15,hay_meadow,4,2021,1288117,4883853,314,6,Markus Bauer,NA,experiment,0.3344583762524363,-0.29613953346326166,0.491,0.217,-0.157
W2_02_seeded,W2_02,2,R22,seeded,north,0,15,hay_meadow,4,seeded,1288117,4883853,314,6,NA,NA,experiment,0.7915343960266944,-0.39517001828547943,0.491,0.217,0.301
W2_03_2018,W2_03,2,V37,2018,north,0,15,hay_meadow,8,2018,1288117,4883853,314,6,Jakob Huber,NA,experiment,-0.4370151644734245,-0.6568009197233113,0.491,0.217,-0.928
W2_03_2019,W2_03,2,R,2019,north,0,15,hay_meadow,8,2019,1288117,4883853,314,6,Jakob Huber,NA,experiment,0.05580196830804175,-0.1725551948863613,0.491,0.217,-0.435
W2_03_2020,W2_03,2,R22,2020,north,0,15,hay_meadow,8,2020,1288117,4883853,314,6,Jakob Huber,NA,experiment,0.1161074888911322,-0.17366882899030234,0.491,0.217,-0.375
W2_03_2021,W2_03,2,R,2021,north,0,15,hay_meadow,8,2021,1288117,4883853,314,6,Markus Bauer,NA,experiment,0.2718384858425574,-0.23782383088518208,0.491,0.217,-0.219
W2_03_seeded,W2_03,2,R22,seeded,north,0,15,hay_meadow,8,seeded,1288117,4883853,314,6,NA,NA,experiment,0.8627514892890368,-0.48205612927268093,0.491,0.217,0.372
W2_04_2018,W2_04,2,V37,2018,north,0,15,dry_grassland,8,2018,1288117,4883853,314,6,Jakob Huber,NA,experiment,-0.7505872402438499,-0.45708899195780217,0.644,0.279,-1.395
