id,plot,site,esy,reference,exposition,sand_ratio,substrate_depth,target_type,seed_density,survey_year,longitude,latitude,elevation,plot_size,botanist,givd_id,source,NMDS1,NMDS2,mean_reference,sd_reference,recovery_completeness
L3_23_2019,L3_23,3,V37,2019,south,50,30,hay_meadow,8,2019,1288363,4883887,314,6,Linda Weggler,NA,experiment,-0.459496197876191,0.2450706326991331,0.478,0.186,-0.937
L3_23_2020,L3_23,3,V15,2020,south,50,30,hay_meadow,8,2020,1288363,4883887,314,6,Katharina Beck,NA,experiment,-0.37715549506738355,0.4766466554626988,0.478,0.186,-0.855
L3_23_2021,L3_23,3,V38,2021,south,50,30,hay_meadow,8,2021,1288363,4883887,314,6,Markus Bauer,NA,experiment,-0.18031628992615858,0.40804941566550873,0.478,0.186,-0.658
L3_23_seeded,L3_23,3,R22,seeded,south,50,30,hay_meadow,8,seeded,1288363,4883887,314,6,NA,NA,experiment,0.7739627801880935,-0.4449221228027802,0.478,0.186,0.296
L3_24_2018,L3_24,3,V37,2018,south,50,30,dry_grassland,4,2018,1288363,4883887,314,6,Jakob Huber,NA,experiment,-1.225764853503332,-0.11614743387847243,0.512,0.337,-1.738
L3_24_2019,L3_24,3,V37,2019,south,50,30,dry_grassland,4,2019,1288363,4883887,314,6,Linda Weggler,NA,experiment,-0.5244851796550206,0.20202828465457934,0.512,0.337,-1.036
L3_24_2020,L3_24,3,V38,2020,south,50,30,dry_grassland,4,2020,1288363,4883887,314,6,Katharina Beck,NA,experiment,-0.28751841107872395,0.4197247959410121,0.512,0.337,-0.8
L3_24_2021,L3_24,3,V38,2021,south,50,30,dry_grassland,4,2021,1288363,4883887,314,6,Markus Bauer,NA,experiment,-0.3036834564637178,0.5877463641188173,0.512,0.337,-0.816
L3_24_seeded,L3_24,3,R1A,seeded,south,50,30,dry_grassland,4,seeded,1288363,4883887,314,6,NA,NA,experiment,0.9430724862110224,0.4823157999567202,0.512,0.337,0.431
L4_01_2018,L4_01,4,V37,2018,south,0,15,dry_grassland,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.9153421344772359,0.14850563968794173,0.512,0.337,-1.427
L4_01_2019,L4_01,4,V37,2019,south,0,15,dry_grassland,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.8052623168147359,0.2796628396411169,0.512,0.337,-1.317
L4_01_2020,L4_01,4,V37,2020,south,0,15,dry_grassland,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.33411791164419824,0.5661924494768055,0.512,0.337,-0.846
L4_01_2021,L4_01,4,V37,2021,south,0,15,dry_grassland,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.40877716858534724,0.5775460726633309,0.512,0.337,-0.921
L4_01_seeded,L4_01,4,R1A,seeded,south,0,15,dry_grassland,4,seeded,1288474,4883906,314,6,NA,NA,experiment,1.105543455798217,0.14979330047016978,0.512,0.337,0.594
L4_02_2018,L4_02,4,V37,2018,south,0,15,dry_grassland,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.1802408734792158,-0.03939540838009324,0.512,0.337,-1.692
L4_02_2019,L4_02,4,R,2019,south,0,15,dry_grassland,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.5708977795619424,0.3097523801705711,0.512,0.337,-1.083
L4_02_2020,L4_02,4,R,2020,south,0,15,dry_grassland,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.4236440007393026,0.5810230749504228,0.512,0.337,-0.936
L4_02_2021,L4_02,4,R,2021,south,0,15,dry_grassland,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.5495667448152382,0.8099100595428242,0.512,0.337,-1.062
L4_02_seeded,L4_02,4,R1A,seeded,south,0,15,dry_grassland,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.7197405070570829,0.6312925375407983,0.512,0.337,0.208
L4_03_2018,L4_03,4,V,2018,south,0,15,hay_meadow,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.8114184846431949,0.0675332985066805,0.478,0.186,-1.289
L4_03_2019,L4_03,4,V37,2019,south,0,15,hay_meadow,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.3273927906201055,0.08429967639382688,0.478,0.186,-0.805
L4_03_2020,L4_03,4,V37,2020,south,0,15,hay_meadow,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.28875178636283094,0.4283026940653991,0.478,0.186,-0.767
L4_03_2021,L4_03,4,V37,2021,south,0,15,hay_meadow,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3942072107746273,0.5043657939262959,0.478,0.186,-0.872
L4_03_seeded,L4_03,4,R22,seeded,south,0,15,hay_meadow,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8684421730009214,-0.5553598992335027,0.478,0.186,0.39
L4_04_2018,L4_04,4,V37,2018,south,0,15,hay_meadow,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.1094852629976426,-0.06934745430913286,0.478,0.186,-1.587
L4_04_2019,L4_04,4,V37,2019,south,0,15,hay_meadow,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.5856882429186603,0.178730710395439,0.478,0.186,-1.064
L4_04_2020,L4_04,4,V37,2020,south,0,15,hay_meadow,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.4703304932152238,0.3671978694589344,0.478,0.186,-0.948
L4_04_2021,L4_04,4,R1A,2021,south,0,15,hay_meadow,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.2301456847611092,0.3818575149455363,0.478,0.186,-0.708
L4_04_seeded,L4_04,4,R22,seeded,south,0,15,hay_meadow,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8602917950043988,-0.45600037560010936,0.478,0.186,0.382
L4_05_2018,L4_05,4,V,2018,south,25,15,dry_grassland,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.9682028576700203,-0.35334737548593964,0.512,0.337,-1.48
L4_05_2019,L4_05,4,V15,2019,south,25,15,dry_grassland,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.3737917028251353,0.3822681585724912,0.512,0.337,-0.886
L4_05_2020,L4_05,4,V37,2020,south,25,15,dry_grassland,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.17459058523188914,0.5094823203186865,0.512,0.337,-0.687
L4_05_2021,L4_05,4,R1A,2021,south,25,15,dry_grassland,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.10428903393647526,0.541064781525505,0.512,0.337,-0.616
L4_05_seeded,L4_05,4,R1A,seeded,south,25,15,dry_grassland,8,seeded,1288474,4883906,314,6,NA,NA,experiment,1.1713137911242166,0.564578267147723,0.512,0.337,0.659
L4_06_2018,L4_06,4,V37,2018,south,25,15,hay_meadow,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.1501787125877854,-0.19251831663027658,0.478,0.186,-1.628
L4_06_2019,L4_06,4,V37,2019,south,25,15,hay_meadow,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6349208546364459,0.2966284661484977,0.478,0.186,-1.113
L4_06_2020,L4_06,4,V37,2020,south,25,15,hay_meadow,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.4215566509350812,0.4883739047554746,0.478,0.186,-0.9
L4_06_2021,L4_06,4,V15,2021,south,25,15,hay_meadow,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.36874300041093944,0.4944339670740349,0.478,0.186,-0.847
L4_06_seeded,L4_06,4,R22,seeded,south,25,15,hay_meadow,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.6437842862404146,-0.5740530566902305,0.478,0.186,0.166
L4_07_2018,L4_07,4,V37,2018,south,25,15,dry_grassland,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.8896957335753989,-0.38900412056950384,0.512,0.337,-1.402
L4_07_2019,L4_07,4,V37,2019,south,25,15,dry_grassland,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6278148047510516,0.0025761119432822764,0.512,0.337,-1.14
L4_07_2020,L4_07,4,V37,2020,south,25,15,dry_grassland,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.18151857136290106,0.5565927158722543,0.512,0.337,-0.694
L4_07_2021,L4_07,4,R,2021,south,25,15,dry_grassland,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.2489608610840937,0.518991034694455,0.512,0.337,-0.761
L4_07_seeded,L4_07,4,R1A,seeded,south,25,15,dry_grassland,4,seeded,1288474,4883906,314,6,NA,NA,experiment,1.1695684035945664,0.3916322039676604,0.512,0.337,0.658
L4_08_2018,L4_08,4,V37,2018,south,25,15,hay_meadow,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.9915308741944219,-0.1102715808159717,0.478,0.186,-1.47
L4_08_2019,L4_08,4,V37,2019,south,25,15,hay_meadow,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.7064464129189111,0.3909196210755883,0.478,0.186,-1.184
L4_08_2020,L4_08,4,V,2020,south,25,15,hay_meadow,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.37662464593855277,0.494781973614717,0.478,0.186,-0.855
L4_08_2021,L4_08,4,V15,2021,south,25,15,hay_meadow,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3863631157685421,0.7377171951905594,0.478,0.186,-0.864
L4_08_seeded,L4_08,4,R22,seeded,south,25,15,hay_meadow,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.7543034859982534,-0.8086899174010257,0.478,0.186,0.276
L4_09_2018,L4_09,4,V37,2018,south,50,15,hay_meadow,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.2190731744890695,-0.16369472945117525,0.478,0.186,-1.697
L4_09_2019,L4_09,4,V37,2019,south,50,15,hay_meadow,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6489814235497238,0.25651478058554444,0.478,0.186,-1.127
L4_09_2020,L4_09,4,V37,2020,south,50,15,hay_meadow,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.5239283667723343,0.48672518201894194,0.478,0.186,-1.002
L4_09_2021,L4_09,4,V,2021,south,50,15,hay_meadow,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3653736919750873,0.6199542380640033,0.478,0.186,-0.843
L4_09_seeded,L4_09,4,R22,seeded,south,50,15,hay_meadow,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8077214215645109,-0.5835146412707856,0.478,0.186,0.33
L4_10_2018,L4_10,4,V37,2018,south,50,15,dry_grassland,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.9474005882443308,-0.15805497649069303,0.512,0.337,-1.459
L4_10_2019,L4_10,4,V38,2019,south,50,15,dry_grassland,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6745736854560578,0.29944485459485964,0.512,0.337,-1.187
L4_10_2020,L4_10,4,V15,2020,south,50,15,dry_grassland,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.3324334855256931,0.49022243631252244,0.512,0.337,-0.844
L4_10_2021,L4_10,4,V38,2021,south,50,15,dry_grassland,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.4654718767875841,0.6440370114638807,0.512,0.337,-0.977
L4_10_seeded,L4_10,4,R,seeded,south,50,15,dry_grassland,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8658907462336737,0.3797716261730062,0.512,0.337,0.354
L4_11_2018,L4_11,4,V37,2018,south,50,15,dry_grassland,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.0201563983383213,0.17390597262051122,0.512,0.337,-1.532
L4_11_2019,L4_11,4,V37,2019,south,50,15,dry_grassland,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.5478222466737811,0.3163865150248963,0.512,0.337,-1.06
L4_11_2020,L4_11,4,V37,2020,south,50,15,dry_grassland,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.32134789098330585,0.4470967899867523,0.512,0.337,-0.833
L4_11_2021,L4_11,4,V,2021,south,50,15,dry_grassland,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3158325326631929,0.605804838862563,0.512,0.337,-0.828
L4_11_seeded,L4_11,4,R1A,seeded,south,50,15,dry_grassland,4,seeded,1288474,4883906,314,6,NA,NA,experiment,1.085684075014609,0.22459598708046186,0.512,0.337,0.574
L4_12_2018,L4_12,4,V37,2018,south,50,15,hay_meadow,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.233003789725104,-0.13941059148826188,0.478,0.186,-1.711
L4_12_2019,L4_12,4,V37,2019,south,50,15,hay_meadow,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.575256662131575,0.2798914546581285,0.478,0.186,-1.053
L4_12_2020,L4_12,4,V37,2020,south,50,15,hay_meadow,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.35210287592087663,0.4542581513388217,0.478,0.186,-0.83
L4_12_2021,L4_12,4,V38,2021,south,50,15,hay_meadow,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.37693574555834203,0.7080921505378535,0.478,0.186,-0.855
L4_12_seeded,L4_12,4,R22,seeded,south,50,15,hay_meadow,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.792118169938462,-0.5472756754750574,0.478,0.186,0.314
L4_13_2018,L4_13,4,V37,2018,south,0,30,hay_meadow,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.1178732122547503,-0.08605683739076642,0.478,0.186,-1.596
L4_13_2019,L4_13,4,V37,2019,south,0,30,hay_meadow,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.40915052331465435,0.21247417992689807,0.478,0.186,-0.887
L4_13_2020,L4_13,4,V37,2020,south,0,30,hay_meadow,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.22011771405129613,0.42383025965005533,0.478,0.186,-0.698
L4_13_2021,L4_13,4,V15,2021,south,0,30,hay_meadow,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.33238020255940276,0.6133292902484562,0.478,0.186,-0.81
L4_13_seeded,L4_13,4,R22,seeded,south,0,30,hay_meadow,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.742556699037333,-0.4681761324709592,0.478,0.186,0.265
L4_14_2018,L4_14,4,V37,2018,south,0,30,dry_grassland,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.8966450952102432,0.18162856148835035,0.512,0.337,-1.409
L4_14_2019,L4_14,4,V37,2019,south,0,30,dry_grassland,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.7090839948880474,0.1574017395432746,0.512,0.337,-1.221
L4_14_2020,L4_14,4,V37,2020,south,0,30,dry_grassland,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.4534859839466099,0.518114087540375,0.512,0.337,-0.965
L4_14_2021,L4_14,4,V,2021,south,0,30,dry_grassland,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.40425751567480217,0.564413204526274,0.512,0.337,-0.916
L4_14_seeded,L4_14,4,R1A,seeded,south,0,30,dry_grassland,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8857063603913716,0.6487147238637326,0.512,0.337,0.374
L4_15_2018,L4_15,4,V37,2018,south,0,30,dry_grassland,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.1762249546845935,-0.01853424946888106,0.512,0.337,-1.688
L4_15_2019,L4_15,4,V37,2019,south,0,30,dry_grassland,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.5911183915334935,0.39889390444926043,0.512,0.337,-1.103
L4_15_2020,L4_15,4,V37,2020,south,0,30,dry_grassland,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.14223056244280452,0.5989895758562043,0.512,0.337,-0.654
L4_15_2021,L4_15,4,V15,2021,south,0,30,dry_grassland,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.4402478283002448,0.7265263983172148,0.512,0.337,-0.952
L4_15_seeded,L4_15,4,R1A,seeded,south,0,30,dry_grassland,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.935713334302853,0.626483283742696,0.512,0.337,0.424
L4_16_2018,L4_16,4,V37,2018,south,0,30,hay_meadow,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.2279929062347232,-0.23759396858651058,0.478,0.186,-1.706
L4_16_2019,L4_16,4,V37,2019,south,0,30,hay_meadow,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6591293840875229,0.10050079844214413,0.478,0.186,-1.137
L4_16_2020,L4_16,4,V37,2020,south,0,30,hay_meadow,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.3719537369794372,0.7305068070431093,0.478,0.186,-0.85
L4_16_2021,L4_16,4,V38,2021,south,0,30,hay_meadow,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.23214034641830844,0.6309668270902473,0.478,0.186,-0.71
L4_16_seeded,L4_16,4,R22,seeded,south,0,30,hay_meadow,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.6593209142759857,-0.6624000587870496,0.478,0.186,0.181
L4_17_2018,L4_17,4,V37,2018,south,25,30,hay_meadow,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.2355629911213593,-0.395948797088137,0.478,0.186,-1.714
L4_17_2019,L4_17,4,V15,2019,south,25,30,hay_meadow,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6346948480915735,0.18116005628770543,0.478,0.186,-1.113
L4_17_2020,L4_17,4,V15,2020,south,25,30,hay_meadow,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.3727165261656328,0.46466933981796416,0.478,0.186,-0.851
L4_17_2021,L4_17,4,V15,2021,south,25,30,hay_meadow,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.2472691619179146,0.7631262758070599,0.478,0.186,-0.725
L4_17_seeded,L4_17,4,R22,seeded,south,25,30,hay_meadow,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8518134239971662,-0.518690266343842,0.478,0.186,0.374
L4_18_2018,L4_18,4,V37,2018,south,25,30,hay_meadow,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.7698231271260639,-0.41872005236318227,0.478,0.186,-1.248
L4_18_2019,L4_18,4,V37,2019,south,25,30,hay_meadow,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.4696106183712199,-0.005631991438920535,0.478,0.186,-0.948
L4_18_2020,L4_18,4,V37,2020,south,25,30,hay_meadow,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.2793195528188823,0.17579086397484875,0.478,0.186,-0.757
L4_18_2021,L4_18,4,V15,2021,south,25,30,hay_meadow,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3394125247431659,0.35059448353060413,0.478,0.186,-0.817
L4_18_seeded,L4_18,4,R22,seeded,south,25,30,hay_meadow,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8187961800509449,-0.6657632135968049,0.478,0.186,0.341
L4_19_2018,L4_19,4,V37,2018,south,25,30,dry_grassland,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.7635648558729344,0.014951241416232752,0.512,0.337,-1.276
L4_19_2019,L4_19,4,V38,2019,south,25,30,dry_grassland,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.656481955376405,0.29928453212557227,0.512,0.337,-1.168
L4_19_2020,L4_19,4,V37,2020,south,25,30,dry_grassland,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.27326920934192966,0.45284352706906544,0.512,0.337,-0.785
L4_19_2021,L4_19,4,V15,2021,south,25,30,dry_grassland,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.45587317816697875,0.567509531623741,0.512,0.337,-0.968
L4_19_seeded,L4_19,4,R1A,seeded,south,25,30,dry_grassland,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.8998676475544144,0.4952302175563817,0.512,0.337,0.388
L4_20_2018,L4_20,4,V37,2018,south,25,30,dry_grassland,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-0.9516664416126701,0.08842313248731179,0.512,0.337,-1.464
L4_20_2019,L4_20,4,V37,2019,south,25,30,dry_grassland,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.38760989549193836,0.31077474881580597,0.512,0.337,-0.9
L4_20_2020,L4_20,4,V37,2020,south,25,30,dry_grassland,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.19936386656919278,0.543702607190058,0.512,0.337,-0.711
L4_20_2021,L4_20,4,V38,2021,south,25,30,dry_grassland,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.14849081597116173,0.6059698298373888,0.512,0.337,-0.66
L4_20_seeded,L4_20,4,R1A,seeded,south,25,30,dry_grassland,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.9502450574243405,0.3791141975970812,0.512,0.337,0.438
L4_21_2018,L4_21,4,V37,2018,south,50,30,dry_grassland,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.0264370348168803,-0.18361077433830228,0.512,0.337,-1.538
L4_21_2019,L4_21,4,V37,2019,south,50,30,dry_grassland,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.5777638070682337,0.3044796139034372,0.512,0.337,-1.09
L4_21_2020,L4_21,4,V37,2020,south,50,30,dry_grassland,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.2903428862404179,0.4931332318547808,0.512,0.337,-0.802
L4_21_2021,L4_21,4,V38,2021,south,50,30,dry_grassland,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3961073622916376,0.5817530231333953,0.512,0.337,-0.908
L4_21_seeded,L4_21,4,R1A,seeded,south,50,30,dry_grassland,8,seeded,1288474,4883906,314,6,NA,NA,experiment,1.0829406253624032,0.5000229486251,0.512,0.337,0.571
L4_22_2018,L4_22,4,V37,2018,south,50,30,hay_meadow,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.210468298437375,-0.12723790683942915,0.478,0.186,-1.688
L4_22_2019,L4_22,4,V37,2019,south,50,30,hay_meadow,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.6416057929938753,0.2645535143615736,0.478,0.186,-1.12
L4_22_2020,L4_22,4,V37,2020,south,50,30,hay_meadow,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.45572427692087775,0.5129023247492793,0.478,0.186,-0.934
L4_22_2021,L4_22,4,V15,2021,south,50,30,hay_meadow,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.3737121890115347,0.6415998282778186,0.478,0.186,-0.852
L4_22_seeded,L4_22,4,R22,seeded,south,50,30,hay_meadow,4,seeded,1288474,4883906,314,6,NA,NA,experiment,0.6472600064405171,-0.6841867677104208,0.478,0.186,0.169
L4_23_2018,L4_23,4,V37,2018,south,50,30,hay_meadow,8,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.0740345842197012,0.14175014877110262,0.478,0.186,-1.552
L4_23_2019,L4_23,4,V37,2019,south,50,30,hay_meadow,8,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.4681848075316362,0.18041284566713647,0.478,0.186,-0.946
L4_23_2020,L4_23,4,V15,2020,south,50,30,hay_meadow,8,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.27772077105607745,0.5429932284204292,0.478,0.186,-0.756
L4_23_2021,L4_23,4,V15,2021,south,50,30,hay_meadow,8,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.2646375004013148,0.6629267994176722,0.478,0.186,-0.743
L4_23_seeded,L4_23,4,R22,seeded,south,50,30,hay_meadow,8,seeded,1288474,4883906,314,6,NA,NA,experiment,0.7936801741204108,-0.6757373841570138,0.478,0.186,0.316
L4_24_2018,L4_24,4,V37,2018,south,50,30,dry_grassland,4,2018,1288474,4883906,314,6,Jakob Huber,NA,experiment,-1.25195629400908,0.03801185205672426,0.512,0.337,-1.764
L4_24_2019,L4_24,4,V37,2019,south,50,30,dry_grassland,4,2019,1288474,4883906,314,6,Linda Weggler,NA,experiment,-0.5559667893829301,0.2868977404621169,0.512,0.337,-1.068
L4_24_2020,L4_24,4,V38,2020,south,50,30,dry_grassland,4,2020,1288474,4883906,314,6,Katharina Beck,NA,experiment,-0.31403857620815673,0.41670395027283025,0.512,0.337,-0.826
L4_24_2021,L4_24,4,V,2021,south,50,30,dry_grassland,4,2021,1288474,4883906,314,6,Markus Bauer,NA,experiment,-0.275676351385942,0.5048163200602557,0.512,0.337,-0.788
L4_24_seeded,L4_24,4,R1A,seeded,south,50,30,dry_grassland,4,seeded,1288474,4883906,314,6,NA,NA,experiment,1.0113181656198387,0.16873871409843863,0.512,0.337,0.499
L5_01_2018,L5_01,5,V37,2018,south,0,15,dry_grassland,4,2018,1288828,4883968,314,6,Simon Reith,NA,experiment,-1.089882763027405,0.0010365134807841481,0.512,0.337,-1.602
L5_01_2019,L5_01,5,V37,2019,south,0,15,dry_grassland,4,2019,1288828,4883968,314,6,Markus Bauer,NA,experiment,-0.7105536005713159,0.3168866396094429,0.512,0.337,-1.223
L5_01_2020,L5_01,5,V15,2020,south,0,15,dry_grassland,4,2020,1288828,4883968,314,6,Jakob Huber,NA,experiment,-0.47711815685586806,0.4806620464175373,0.512,0.337,-0.989
L5_01_2021,L5_01,5,V,2021,south,0,15,dry_grassland,4,2021,1288828,4883968,314,6,Markus Bauer,NA,experiment,-0.5924381747818899,0.47271592499069837,0.512,0.337,-1.104
L5_01_seeded,L5_01,5,R1A,seeded,south,0,15,dry_grassland,4,seeded,1288828,4883968,314,6,NA,NA,experiment,1.1157480874098977,0.4156049550611609,0.512,0.337,0.604
L5_02_2018,L5_02,5,V37,2018,south,0,15,hay_meadow,4,2018,1288828,4883968,314,6,Simon Reith,NA,experiment,-0.9970267994772468,-0.4036237002518535,0.478,0.186,-1.475
L5_02_2019,L5_02,5,V37,2019,south,0,15,hay_meadow,4,2019,1288828,4883968,314,6,Markus Bauer,NA,experiment,-0.6656522537354995,0.19481347211254413,0.478,0.186,-1.144
L5_02_2020,L5_02,5,V38,2020,south,0,15,hay_meadow,4,2020,1288828,4883968,314,6,Jakob Huber,NA,experiment,-0.4627560314188116,0.5514725720038444,0.478,0.186,-0.941
L5_02_2021,L5_02,5,V,2021,south,0,15,hay_meadow,4,2021,1288828,4883968,314,6,Markus Bauer,NA,experiment,-0.4089524638298671,0.5667212649236186,0.478,0.186,-0.887
L5_02_seeded,L5_02,5,R22,seeded,south,0,15,hay_meadow,4,seeded,1288828,4883968,314,6,NA,NA,experiment,0.8274260427588763,-0.5547000379434578,0.478,0.186,0.349
L5_03_2018,L5_03,5,V,2018,south,0,15,dry_grassland,8,2018,1288828,4883968,314,6,Simon Reith,NA,experiment,-0.8836439678111359,-0.2788732851930707,0.512,0.337,-1.396
L5_03_2019,L5_03,5,V37,2019,south,0,15,dry_grassland,8,2019,1288828,4883968,314,6,Markus Bauer,NA,experiment,-0.5392399878223176,0.17564320104268163,0.512,0.337,-1.051
L5_03_2020,L5_03,5,V15,2020,south,0,15,dry_grassland,8,2020,1288828,4883968,314,6,Jakob Huber,NA,experiment,-0.2986375634530536,0.3671730706562225,0.512,0.337,-0.811
