id,plot,site,longitude,latitude,elevation,plot_size,exposition,orientation,sand_ratio,substrate_depth,target_type,seed_density,survey_year,B,C,D,presabu,persistence
L1_05_2021,L1_05,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,8,2021,0.3889,0.2778,0.6667,presence,61.11
L1_05_2021,L1_05,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,8,2021,0.5365,0.36,0.8965,abundance,46.35
L1_06_2018,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2018,0.7143,0.2857,1,presence,28.569999999999997
L1_06_2018,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2018,0.6494,0.3506,1,abundance,35.06
L1_06_2019,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2019,0.5556,0.4444,1,presence,44.440000000000005
L1_06_2019,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2019,0.5865,0.4135,1,abundance,41.349999999999994
L1_06_2020,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2020,0.4872,0.4615,0.9487,presence,51.279999999999994
L1_06_2020,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2020,0.5606,0.4338,0.9944,abundance,43.94
L1_06_2021,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2021,0.4737,0.4211,0.8947,presence,52.629999999999995
L1_06_2021,L1_06,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,4,2021,0.4739,0.4814,0.9553,abundance,52.61
L1_07_2018,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2018,0.7143,0.2857,1,presence,28.569999999999997
L1_07_2018,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2018,0.5698,0.4302,1,abundance,43.02
L1_07_2019,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2019,0.3415,0.3659,0.7073,presence,65.85
L1_07_2019,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2019,0.5591,0.4063,0.9654,abundance,44.089999999999996
L1_07_2020,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2020,0.4103,0.3846,0.7949,presence,58.97
L1_07_2020,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2020,0.497,0.4189,0.9159,abundance,50.3
L1_07_2021,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2021,0.3171,0.3415,0.6585,presence,68.29
L1_07_2021,L1_07,1,1287752,4883856,314,4,south,land,25,15,hay_meadow,4,2021,0.4454,0.4144,0.8598,abundance,55.46
L1_08_2018,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2018,0.7037,0.2222,0.9259,presence,29.630000000000003
L1_08_2018,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2018,0.5374,0.4574,0.9948,abundance,46.26
L1_08_2019,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2019,0.3902,0.4146,0.8049,presence,60.980000000000004
L1_08_2019,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2019,0.5635,0.3816,0.9451,abundance,43.65
L1_08_2020,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2020,0.35,0.35,0.7,presence,65
L1_08_2020,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2020,0.5665,0.3674,0.9338,abundance,43.35
L1_08_2021,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2021,0.4722,0.3611,0.8333,presence,52.78
L1_08_2021,L1_08,1,1287752,4883856,314,4,south,land,25,15,dry_grassland,8,2021,0.4908,0.4051,0.896,abundance,50.92
L1_09_2018,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2018,0.8333,0.1667,1,presence,16.669999999999995
L1_09_2018,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2018,0.6826,0.3174,1,abundance,31.740000000000002
L1_09_2019,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2019,0.4848,0.2727,0.7576,presence,51.519999999999996
L1_09_2019,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2019,0.5994,0.3571,0.9565,abundance,40.059999999999995
L1_09_2020,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2020,0.4706,0.2941,0.7647,presence,52.94
L1_09_2020,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2020,0.5681,0.4087,0.9768,abundance,43.19
L1_09_2021,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2021,0.3684,0.3158,0.6842,presence,63.16
L1_09_2021,L1_09,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,4,2021,0.4625,0.4625,0.925,abundance,53.75
L1_10_2018,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2018,0.7692,0.2308,1,presence,23.080000000000002
L1_10_2018,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2018,0.5682,0.4318,1,abundance,43.17999999999999
L1_10_2019,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2019,0.5938,0.3438,0.9375,presence,40.62
L1_10_2019,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2019,0.5958,0.3982,0.994,abundance,40.42
L1_10_2020,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2020,0.5588,0.3824,0.9412,presence,44.120000000000005
L1_10_2020,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2020,0.5574,0.437,0.9944,abundance,44.26
L1_10_2021,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2021,0.4595,0.3784,0.8378,presence,54.05
L1_10_2021,L1_10,1,1287752,4883856,314,4,south,land,50,15,hay_meadow,8,2021,0.4949,0.4745,0.9694,abundance,50.51
L1_11_2018,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2018,0.5806,0.2903,0.871,presence,41.94
L1_11_2018,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2018,0.513,0.4767,0.9896,abundance,48.699999999999996
L1_11_2019,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2019,0.3095,0.3571,0.6667,presence,69.05
L1_11_2019,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2019,0.5141,0.3842,0.8983,abundance,48.59
L1_11_2020,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2020,0.3333,0.381,0.7143,presence,66.67
L1_11_2020,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2020,0.4807,0.4112,0.892,abundance,51.93
L1_11_2021,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2021,0.3571,0.4048,0.7619,presence,64.29
L1_11_2021,L1_11,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,4,2021,0.4057,0.4488,0.8545,abundance,59.43000000000001
L1_12_2018,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2018,0.6429,0.2143,0.8571,presence,35.709999999999994
L1_12_2018,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2018,0.5172,0.4419,0.9591,abundance,48.28
L1_12_2019,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2019,0.4839,0.1935,0.6774,presence,51.61
L1_12_2019,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2019,0.4687,0.4351,0.9039,abundance,53.13
L1_12_2020,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2020,0.4545,0.2424,0.697,presence,54.55
L1_12_2020,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2020,0.4799,0.4355,0.9154,abundance,52.01
L1_12_2021,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2021,0.5517,0.1724,0.7241,presence,44.830000000000005
L1_12_2021,L1_12,1,1287752,4883856,314,4,south,land,50,15,dry_grassland,8,2021,0.4339,0.4792,0.9131,abundance,56.61000000000001
L1_13_2018,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2018,0.7407,0.2593,1,presence,25.929999999999996
L1_13_2018,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2018,0.5618,0.4382,1,abundance,43.82
L1_13_2019,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2019,0.6129,0.3226,0.9355,presence,38.71
L1_13_2019,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2019,0.559,0.4354,0.9944,abundance,44.099999999999994
L1_13_2020,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2020,0.5882,0.4118,1,presence,41.18000000000001
L1_13_2020,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2020,0.5025,0.4975,1,abundance,49.75000000000001
L1_13_2021,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2021,0.425,0.425,0.85,presence,57.49999999999999
L1_13_2021,L1_13,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,4,2021,0.4948,0.4585,0.9534,abundance,50.519999999999996
L1_14_2018,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2018,0.6429,0.2143,0.8571,presence,35.709999999999994
L1_14_2018,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2018,0.6074,0.3804,0.9877,abundance,39.26
L1_14_2019,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2019,0.4286,0.2857,0.7143,presence,57.14
L1_14_2019,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2019,0.497,0.3889,0.8859,abundance,50.3
L1_14_2020,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2020,0.3846,0.359,0.7436,presence,61.53999999999999
L1_14_2020,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2020,0.466,0.466,0.932,abundance,53.400000000000006
L1_14_2021,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2021,0.4103,0.3846,0.7949,presence,58.97
L1_14_2021,L1_14,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,8,2021,0.4456,0.4652,0.9108,abundance,55.44
L1_15_2018,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2018,0.8696,0.1304,1,presence,13.039999999999996
L1_15_2018,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2018,0.5698,0.4302,1,abundance,43.02
L1_15_2019,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2019,0.4211,0.3684,0.7895,presence,57.89
L1_15_2019,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2019,0.5851,0.391,0.9761,abundance,41.49
L1_15_2020,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2020,0.4103,0.3846,0.7949,presence,58.97
L1_15_2020,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2020,0.6031,0.3723,0.9754,abundance,39.690000000000005
L1_15_2021,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2021,0.5278,0.4167,0.9444,presence,47.22
L1_15_2021,L1_15,1,1287752,4883856,314,4,south,land,0,30,dry_grassland,8,2021,0.4987,0.4809,0.9796,abundance,50.13000000000001
L1_16_2018,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2018,0.8,0.2,1,presence,19.999999999999996
L1_16_2018,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2018,0.6601,0.3399,1,abundance,33.989999999999995
L1_16_2019,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2019,0.4706,0.2941,0.7647,presence,52.94
L1_16_2019,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2019,0.5537,0.4237,0.9774,abundance,44.63
L1_16_2020,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2020,0.5938,0.3438,0.9375,presence,40.62
L1_16_2020,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2020,0.549,0.4286,0.9776,abundance,45.099999999999994
L1_16_2021,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2021,0.4359,0.4103,0.8462,presence,56.410000000000004
L1_16_2021,L1_16,1,1287752,4883856,314,4,south,land,0,30,hay_meadow,4,2021,0.484,0.5012,0.9853,abundance,51.6
L1_17_2018,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2018,0.7692,0.2308,1,presence,23.080000000000002
L1_17_2018,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2018,0.6154,0.3846,1,abundance,38.46000000000001
L1_17_2019,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2019,0.5294,0.3529,0.8824,presence,47.06
L1_17_2019,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2019,0.591,0.397,0.9881,abundance,40.900000000000006
L1_17_2020,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2020,0.3571,0.4048,0.7619,presence,64.29
L1_17_2020,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2020,0.52,0.4533,0.9733,abundance,48
L1_17_2021,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2021,0.5556,0.4444,1,presence,44.440000000000005
L1_17_2021,L1_17,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,4,2021,0.5602,0.4398,1,abundance,43.98
L1_18_2018,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2018,0.6429,0.2143,0.8571,presence,35.709999999999994
L1_18_2018,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2018,0.6152,0.3728,0.988,abundance,38.480000000000004
L1_18_2019,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2019,0.4103,0.3846,0.7949,presence,58.97
L1_18_2019,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2019,0.5251,0.4101,0.9352,abundance,47.49
L1_18_2020,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2020,0.4054,0.3243,0.7297,presence,59.46
L1_18_2020,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2020,0.5726,0.363,0.9356,abundance,42.74
L1_18_2021,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2021,0.3784,0.2973,0.6757,presence,62.16
L1_18_2021,L1_18,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,4,2021,0.4711,0.4132,0.8843,abundance,52.88999999999999
L1_19_2018,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2018,0.7308,0.1923,0.9231,presence,26.919999999999998
L1_19_2018,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2018,0.6525,0.341,0.9934,abundance,34.75
L1_19_2019,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2019,0.5,0.3889,0.8889,presence,50
L1_19_2019,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2019,0.53,0.4281,0.9581,abundance,47
L1_19_2020,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2020,0.4,0.2571,0.6571,presence,60
L1_19_2020,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2020,0.4828,0.4411,0.924,abundance,51.72
L1_19_2021,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2021,0.5,0.25,0.75,presence,50
L1_19_2021,L1_19,1,1287752,4883856,314,4,south,land,25,30,dry_grassland,8,2021,0.434,0.477,0.911,abundance,56.60000000000001
L1_20_2018,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2018,0.9091,0.0909,1,presence,9.089999999999998
L1_20_2018,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2018,0.6645,0.3355,1,abundance,33.550000000000004
L1_20_2019,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2019,0.5312,0.2812,0.8125,presence,46.88
L1_20_2019,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2019,0.4984,0.4289,0.9273,abundance,50.160000000000004
L1_20_2020,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2020,0.3947,0.3421,0.7368,presence,60.529999999999994
L1_20_2020,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2020,0.5053,0.4526,0.9579,abundance,49.470000000000006
L1_20_2021,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2021,0.5,0.3889,0.8889,presence,50
L1_20_2021,L1_20,1,1287752,4883856,314,4,south,land,25,30,hay_meadow,8,2021,0.5145,0.4591,0.9736,abundance,48.550000000000004
L1_21_2018,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2018,0.6552,0.2759,0.931,presence,34.48
L1_21_2018,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2018,0.737,0.2556,0.9926,abundance,26.3
L1_21_2019,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2019,0.5455,0.3333,0.8788,presence,45.45
L1_21_2019,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2019,0.6188,0.3688,0.9875,abundance,38.12
L1_21_2020,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2020,0.4286,0.2857,0.7143,presence,57.14
L1_21_2020,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2020,0.5493,0.4225,0.9718,abundance,45.07
L1_21_2021,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2021,0.2955,0.3864,0.6818,presence,70.45
L1_21_2021,L1_21,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,8,2021,0.487,0.4453,0.9323,abundance,51.300000000000004
L1_22_2018,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2018,0.7143,0.2857,1,presence,28.569999999999997
L1_22_2018,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2018,0.6135,0.3865,1,abundance,38.65
L1_22_2019,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2019,0.5455,0.3333,0.8788,presence,45.45
L1_22_2019,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2019,0.6108,0.341,0.9517,abundance,38.92
L1_22_2020,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2020,0.4706,0.2941,0.7647,presence,52.94
L1_22_2020,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2020,0.5425,0.4028,0.9453,abundance,45.75
L1_22_2021,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2021,0.4359,0.4103,0.8462,presence,56.410000000000004
L1_22_2021,L1_22,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,8,2021,0.465,0.4942,0.9592,abundance,53.49999999999999
L1_23_2018,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2018,0.8,0.2,1,presence,19.999999999999996
L1_23_2018,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2018,0.6192,0.3808,1,abundance,38.080000000000005
L1_23_2019,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2019,0.6786,0.25,0.9286,presence,32.14
L1_23_2019,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2019,0.6183,0.3565,0.9748,abundance,38.17
L1_23_2020,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2020,0.5278,0.4167,0.9444,presence,47.22
L1_23_2020,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2020,0.5686,0.4257,0.9943,abundance,43.14
L1_23_2021,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2021,0.5143,0.3714,0.8857,presence,48.57
L1_23_2021,L1_23,1,1287752,4883856,314,4,south,land,50,30,hay_meadow,4,2021,0.509,0.4807,0.9897,abundance,49.1
L1_24_2018,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2018,0.6786,0.25,0.9286,presence,32.14
L1_24_2018,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2018,0.6126,0.3814,0.994,abundance,38.739999999999995
L1_24_2019,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2019,0.6207,0.2414,0.8621,presence,37.93
L1_24_2019,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2019,0.5413,0.4173,0.9587,abundance,45.87
L1_24_2020,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2020,0.4545,0.2424,0.697,presence,54.55
L1_24_2020,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2020,0.4942,0.4523,0.9465,abundance,50.580000000000005
L1_24_2021,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2021,0.359,0.3333,0.6923,presence,64.1
L1_24_2021,L1_24,1,1287752,4883856,314,4,south,land,50,30,dry_grassland,4,2021,0.4722,0.456,0.9282,abundance,52.78
L2_01_2018,L2_01,2,1288117,4883853,314,4,south,land,0,15,hay_meadow,8,2018,0.6786,0.25,0.9286,presence,32.14
L2_01_2018,L2_01,2,1288117,4883853,314,4,south,land,0,15,hay_meadow,8,2018,0.6862,0.3069,0.9931,abundance,31.379999999999995
L2_01_2019,L2_01,2,1288117,4883853,314,4,south,land,0,15,hay_meadow,8,2019,0.5,0.3889,0.8889,presence,50
L2_01_2019,L2_01,2,1288117,4883853,314,4,south,land,0,15,hay_meadow,8,2019,0.6069,0.3491,0.956,abundance,39.31
L2_01_2020,L2_01,2,1288117,4883853,314,4,south,land,0,15,hay_meadow,8,2020,0.4865,0.4054,0.8919,presence,51.35000000000001
