id,plot,site,longitude,latitude,elevation,plot_size,exposition,orientation,sand_ratio,substrate_depth,target_type,seed_density,survey_year,B,C,D,presabu,persistence
L3_13_2018,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2018,0.7018,0.2982,1,abundance,29.82
L3_13_2019,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2019,0.5938,0.3438,0.9375,presence,40.62
L3_13_2019,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2019,0.5653,0.429,0.9943,abundance,43.47
L3_13_2020,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2020,0.5714,0.4286,1,presence,42.86
L3_13_2020,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2020,0.542,0.458,1,abundance,45.8
L3_13_2021,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2021,0.5263,0.4737,1,presence,47.370000000000005
L3_13_2021,L3_13,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,4,2021,0.5831,0.4169,1,abundance,41.690000000000005
L3_14_2018,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2018,0.625,0.375,1,presence,37.5
L3_14_2018,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2018,0.7605,0.2395,1,abundance,23.950000000000003
L3_14_2019,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2019,0.5429,0.4,0.9429,presence,45.709999999999994
L3_14_2019,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2019,0.5751,0.4191,0.9942,abundance,42.49000000000001
L3_14_2020,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2020,0.5882,0.4118,1,presence,41.18000000000001
L3_14_2020,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2020,0.5571,0.4429,1,abundance,44.29
L3_14_2021,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2021,0.4634,0.4878,0.9512,presence,53.66
L3_14_2021,L3_14,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,8,2021,0.5482,0.4463,0.9945,abundance,45.18
L3_15_2018,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2018,0.6667,0.3333,1,presence,33.330000000000005
L3_15_2018,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2018,0.678,0.322,1,abundance,32.199999999999996
L3_15_2019,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2019,0.5714,0.4286,1,presence,42.86
L3_15_2019,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2019,0.5682,0.4318,1,abundance,43.17999999999999
L3_15_2020,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2020,0.439,0.4634,0.9024,presence,56.099999999999994
L3_15_2020,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2020,0.5244,0.452,0.9764,abundance,47.56
L3_15_2021,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2021,0.5405,0.4595,1,presence,45.95
L3_15_2021,L3_15,3,1288363,4883887,314,4,south,land,0,30,hay_meadow,8,2021,0.5333,0.4667,1,abundance,46.67
L3_16_2018,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2018,0.5455,0.3333,0.8788,presence,45.45
L3_16_2018,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2018,0.6804,0.3058,0.9863,abundance,31.96
L3_16_2019,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2019,0.5152,0.303,0.8182,presence,48.480000000000004
L3_16_2019,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2019,0.5339,0.3845,0.9184,abundance,46.61
L3_16_2020,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2020,0.4359,0.4103,0.8462,presence,56.410000000000004
L3_16_2020,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2020,0.519,0.4171,0.9361,abundance,48.1
L3_16_2021,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2021,0.3902,0.4146,0.8049,presence,60.980000000000004
L3_16_2021,L3_16,3,1288363,4883887,314,4,south,land,0,30,dry_grassland,4,2021,0.5191,0.3955,0.9146,abundance,48.089999999999996
L3_17_2018,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2018,0.6552,0.2759,0.931,presence,34.48
L3_17_2018,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2018,0.6125,0.3625,0.975,abundance,38.74999999999999
L3_17_2019,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2019,0.6129,0.3226,0.9355,presence,38.71
L3_17_2019,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2019,0.5227,0.4416,0.9643,abundance,47.73
L3_17_2020,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2020,0.5455,0.3333,0.8788,presence,45.45
L3_17_2020,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2020,0.5117,0.4479,0.9596,abundance,48.83
L3_17_2021,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2021,0.5,0.3235,0.8235,presence,50
L3_17_2021,L3_17,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,4,2021,0.5339,0.404,0.9379,abundance,46.61
L3_18_2018,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2018,0.6667,0.3333,1,presence,33.330000000000005
L3_18_2018,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2018,0.6289,0.3711,1,abundance,37.11
L3_18_2019,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2019,0.6667,0.3333,1,presence,33.330000000000005
L3_18_2019,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2019,0.578,0.422,1,abundance,42.2
L3_18_2020,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2020,0.6552,0.2759,0.931,presence,34.48
L3_18_2020,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2020,0.559,0.4354,0.9944,abundance,44.099999999999994
L3_18_2021,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2021,0.4474,0.3947,0.8421,presence,55.26
L3_18_2021,L3_18,3,1288363,4883887,314,4,south,land,25,30,dry_grassland,8,2021,0.5079,0.4607,0.9686,abundance,49.21
L3_19_2018,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2018,0.6897,0.3103,1,presence,31.03
L3_19_2018,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2018,0.6515,0.3485,1,abundance,34.85
L3_19_2019,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2019,0.5143,0.3714,0.8857,presence,48.57
L3_19_2019,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2019,0.541,0.4481,0.9891,abundance,45.9
L3_19_2020,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2020,0.4571,0.3143,0.7714,presence,54.28999999999999
L3_19_2020,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2020,0.5104,0.4688,0.9792,abundance,48.96
L3_19_2021,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2021,0.4444,0.3333,0.7778,presence,55.559999999999995
L3_19_2021,L3_19,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,4,2021,0.5108,0.4355,0.9462,abundance,48.919999999999995
L3_20_2018,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2018,0.5882,0.4118,1,presence,41.18000000000001
L3_20_2018,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2018,0.5602,0.4398,1,abundance,43.98
L3_20_2019,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2019,0.4737,0.4211,0.8947,presence,52.629999999999995
L3_20_2019,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2019,0.5515,0.4373,0.9889,abundance,44.85
L3_20_2020,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2020,0.4146,0.439,0.8537,presence,58.53999999999999
L3_20_2020,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2020,0.4984,0.4568,0.9552,abundance,50.160000000000004
L3_20_2021,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2021,0.5455,0.3333,0.8788,presence,45.45
L3_20_2021,L3_20,3,1288363,4883887,314,4,south,land,25,30,hay_meadow,8,2021,0.5131,0.4464,0.9595,abundance,48.69
L3_21_2018,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2018,0.6897,0.3103,1,presence,31.03
L3_21_2018,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2018,0.6042,0.3958,1,abundance,39.580000000000005
L3_21_2019,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2019,0.6452,0.3548,1,presence,35.480000000000004
L3_21_2019,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2019,0.5917,0.4083,1,abundance,40.83
L3_21_2020,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2020,0.5278,0.4167,0.9444,presence,47.22
L3_21_2020,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2020,0.5467,0.4478,0.9945,abundance,45.330000000000005
L3_21_2021,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2021,0.4615,0.4359,0.8974,presence,53.849999999999994
L3_21_2021,L3_21,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,4,2021,0.547,0.442,0.989,abundance,45.3
L3_22_2018,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2018,0.6129,0.3226,0.9355,presence,38.71
L3_22_2018,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2018,0.5568,0.4205,0.9773,abundance,44.32000000000001
L3_22_2019,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2019,0.5,0.3235,0.8235,presence,50
L3_22_2019,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2019,0.5532,0.3971,0.9503,abundance,44.68
L3_22_2020,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2020,0.3256,0.3953,0.7209,presence,67.44
L3_22_2020,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2020,0.5248,0.4106,0.9354,abundance,47.519999999999996
L3_22_2021,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2021,0.4211,0.3684,0.7895,presence,57.89
L3_22_2021,L3_22,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,8,2021,0.5311,0.4011,0.9322,abundance,46.89
L3_23_2018,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2018,0.7143,0.2857,1,presence,28.569999999999997
L3_23_2018,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2018,0.5464,0.4536,1,abundance,45.36
L3_23_2019,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2019,0.4324,0.3514,0.7838,presence,56.76
L3_23_2019,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2019,0.5405,0.3743,0.9149,abundance,45.95
L3_23_2020,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2020,0.4722,0.3611,0.8333,presence,52.78
L3_23_2020,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2020,0.504,0.4373,0.9413,abundance,49.6
L3_23_2021,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2021,0.4444,0.3333,0.7778,presence,55.559999999999995
L3_23_2021,L3_23,3,1288363,4883887,314,4,south,land,50,30,hay_meadow,8,2021,0.4991,0.353,0.8521,abundance,50.09
L3_24_2018,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2018,0.7407,0.2593,1,presence,25.929999999999996
L3_24_2018,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2018,0.6154,0.3846,1,abundance,38.46000000000001
L3_24_2019,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2019,0.5938,0.3438,0.9375,presence,40.62
L3_24_2019,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2019,0.5905,0.4036,0.9941,abundance,40.949999999999996
L3_24_2020,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2020,0.4595,0.3784,0.8378,presence,54.05
L3_24_2020,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2020,0.5846,0.3976,0.9822,abundance,41.54
L3_24_2021,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2021,0.5,0.3235,0.8235,presence,50
L3_24_2021,L3_24,3,1288363,4883887,314,4,south,land,50,30,dry_grassland,4,2021,0.5096,0.4457,0.9553,abundance,49.03999999999999
L4_01_2018,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2018,0.7692,0.2308,1,presence,23.080000000000002
L4_01_2018,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2018,0.6579,0.3421,1,abundance,34.209999999999994
L4_01_2019,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2019,0.7037,0.2222,0.9259,presence,29.630000000000003
L4_01_2019,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2019,0.6258,0.3679,0.9937,abundance,37.419999999999995
L4_01_2020,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2020,0.5588,0.3824,0.9412,presence,44.120000000000005
L4_01_2020,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2020,0.567,0.4274,0.9943,abundance,43.300000000000004
L4_01_2021,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2021,0.7143,0.2857,1,presence,28.569999999999997
L4_01_2021,L4_01,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,4,2021,0.551,0.449,1,abundance,44.9
L4_02_2018,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2018,0.72,0.12,0.84,presence,28.000000000000004
L4_02_2018,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2018,0.6751,0.2716,0.9467,abundance,32.489999999999995
L4_02_2019,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2019,0.4839,0.1935,0.6774,presence,51.61
L4_02_2019,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2019,0.5149,0.4099,0.92490000000000006,abundance,48.51
L4_02_2020,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2020,0.5172,0.1379,0.6552,presence,48.28
L4_02_2020,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2020,0.4957,0.4319,0.9277,abundance,50.43
L4_02_2021,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2021,0.6071,0.1786,0.7857,presence,39.290000000000006
L4_02_2021,L4_02,4,1288474,4883906,314,4,south,land,0,15,dry_grassland,8,2021,0.5248,0.4106,0.9354,abundance,47.519999999999996
L4_03_2018,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2018,0.6786,0.25,0.9286,presence,32.14
L4_03_2018,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2018,0.7683,0.2239,0.9923,abundance,23.17
L4_03_2019,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2019,0.4857,0.3429,0.8286,presence,51.43
L4_03_2019,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2019,0.5907,0.3562,0.9469,abundance,40.93
L4_03_2020,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2020,0.4857,0.3429,0.8286,presence,51.43
L4_03_2020,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2020,0.576,0.4064,0.9825,abundance,42.400000000000006
L4_03_2021,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2021,0.5938,0.3438,0.9375,presence,40.62
L4_03_2021,L4_03,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,8,2021,0.5819,0.4123,0.9942,abundance,41.81
L4_04_2018,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2018,0.6786,0.25,0.9286,presence,32.14
L4_04_2018,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2018,0.8223,0.1694,0.9917,abundance,17.769999999999996
L4_04_2019,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2019,0.5455,0.3333,0.8788,presence,45.45
L4_04_2019,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2019,0.6149,0.3727,0.9876,abundance,38.51
L4_04_2020,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2020,0.4865,0.4054,0.8919,presence,51.35000000000001
L4_04_2020,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2020,0.6037,0.3841,0.9878,abundance,39.629999999999995
L4_04_2021,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2021,0.4615,0.4359,0.8974,presence,53.849999999999994
L4_04_2021,L4_04,4,1288474,4883906,314,4,south,land,0,15,hay_meadow,4,2021,0.5647,0.3882,0.9529,abundance,43.53
L4_05_2018,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2018,0.6,0.2667,0.8667,presence,40
L4_05_2018,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2018,0.7703,0.2146,0.9849,abundance,22.970000000000002
L4_05_2019,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2019,0.5556,0.4444,1,presence,44.440000000000005
L4_05_2019,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2019,0.6384,0.3616,1,abundance,36.160000000000004
L4_05_2020,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2020,0.5278,0.4167,0.9444,presence,47.22
L4_05_2020,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2020,0.6909,0.3024,0.9933,abundance,30.910000000000004
L4_05_2021,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2021,0.5,0.3889,0.8889,presence,50
L4_05_2021,L4_05,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,8,2021,0.6587,0.3284,0.9871,abundance,34.13
L4_06_2018,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2018,0.7692,0.2308,1,presence,23.080000000000002
L4_06_2018,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2018,0.7407,0.2593,1,abundance,25.929999999999996
L4_06_2019,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2019,0.6552,0.2759,0.931,presence,34.48
L4_06_2019,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2019,0.6399,0.3537,0.9936,abundance,36.01
L4_06_2020,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2020,0.5758,0.3636,0.9394,presence,42.42
L4_06_2020,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2020,0.6633,0.33,0.9933,abundance,33.67
L4_06_2021,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2021,0.5938,0.3438,0.9375,presence,40.62
L4_06_2021,L4_06,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,4,2021,0.6104,0.3834,0.9939,abundance,38.959999999999994
L4_07_2018,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2018,0.5625,0.3125,0.875,presence,43.75
L4_07_2018,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2018,0.7071,0.2786,0.9857,abundance,29.290000000000006
L4_07_2019,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2019,0.6129,0.3226,0.9355,presence,38.71
L4_07_2019,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2019,0.6258,0.3679,0.9937,abundance,37.419999999999995
L4_07_2020,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2020,0.4474,0.3947,0.8421,presence,55.26
L4_07_2020,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2020,0.6195,0.3616,0.9811,abundance,38.05
L4_07_2021,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2021,0.4737,0.4211,0.8947,presence,52.629999999999995
L4_07_2021,L4_07,4,1288474,4883906,314,4,south,land,25,15,dry_grassland,4,2021,0.6352,0.3322,0.9674,abundance,36.480000000000004
L4_08_2018,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2018,0.6,0.2667,0.8667,presence,40
L4_08_2018,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2018,0.6781,0.3082,0.9863,abundance,32.19
L4_08_2019,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2019,0.7143,0.2857,1,presence,28.569999999999997
L4_08_2019,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2019,0.6349,0.3651,1,abundance,36.51
L4_08_2020,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2020,0.6333,0.3,0.9333,presence,36.67
L4_08_2020,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2020,0.6258,0.3679,0.9937,abundance,37.419999999999995
L4_08_2021,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2021,0.6,0.2667,0.8667,presence,40
L4_08_2021,L4_08,4,1288474,4883906,314,4,south,land,25,15,hay_meadow,8,2021,0.6207,0.3668,0.9875,abundance,37.93
L4_09_2018,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2018,0.7692,0.2308,1,presence,23.080000000000002
L4_09_2018,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2018,0.641,0.359,1,abundance,35.9
L4_09_2019,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2019,0.5625,0.3125,0.875,presence,43.75
L4_09_2019,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2019,0.613,0.3746,0.9876,abundance,38.7
L4_09_2020,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2020,0.5806,0.2903,0.871,presence,41.94
L4_09_2020,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2020,0.6055,0.3823,0.9878,abundance,39.449999999999996
L4_09_2021,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2021,0.5882,0.4118,1,presence,41.18000000000001
L4_09_2021,L4_09,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,8,2021,0.5714,0.4286,1,abundance,42.86
L4_10_2018,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2018,0.6552,0.2759,0.931,presence,34.48
L4_10_2018,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2018,0.6792,0.314,0.9932,abundance,32.08
L4_10_2019,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2019,0.5484,0.2581,0.8065,presence,45.16
L4_10_2019,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2019,0.5665,0.347,0.9134,abundance,43.35
L4_10_2020,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2020,0.4412,0.2647,0.7059,presence,55.879999999999995
L4_10_2020,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2020,0.6493,0.2408,0.8901,abundance,35.07
L4_10_2021,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2021,0.5484,0.2581,0.8065,presence,45.16
L4_10_2021,L4_10,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,8,2021,0.5414,0.392,0.9333,abundance,45.86
L4_11_2018,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2018,0.7037,0.2222,0.9259,presence,29.630000000000003
L4_11_2018,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2018,0.6817,0.3117,0.9934,abundance,31.830000000000002
L4_11_2019,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2019,0.6333,0.3,0.9333,presence,36.67
L4_11_2019,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2019,0.61240000000000006,0.3472,0.9596,abundance,38.75999999999999
L4_11_2020,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2020,0.5484,0.2581,0.8065,presence,45.16
L4_11_2020,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2020,0.6841,0.2957,0.9798,abundance,31.589999999999996
L4_11_2021,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2021,0.5312,0.2812,0.8125,presence,46.88
L4_11_2021,L4_11,4,1288474,4883906,314,4,south,land,50,15,dry_grassland,4,2021,0.5626,0.3705,0.9331,abundance,43.74
L4_12_2018,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2018,0.7692,0.2308,1,presence,23.080000000000002
L4_12_2018,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2018,0.7937,0.2063,1,abundance,20.630000000000003
L4_12_2019,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2019,0.6897,0.3103,1,presence,31.03
L4_12_2019,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2019,0.7299,0.2701,1,abundance,27.01
L4_12_2020,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2020,0.5882,0.4118,1,presence,41.18000000000001
L4_12_2020,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2020,0.7092,0.2908,1,abundance,29.079999999999995
L4_12_2021,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2021,0.6061,0.3939,1,presence,39.39
L4_12_2021,L4_12,4,1288474,4883906,314,4,south,land,50,15,hay_meadow,4,2021,0.6116,0.3884,1,abundance,38.839999999999996
L4_13_2018,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2018,0.7692,0.2308,1,presence,23.080000000000002
L4_13_2018,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2018,0.6734,0.3266,1,abundance,32.66
L4_13_2019,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2019,0.4848,0.2727,0.7576,presence,51.519999999999996
L4_13_2019,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2019,0.5765,0.4,0.9765,abundance,42.35
L4_13_2020,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2020,0.4444,0.3333,0.7778,presence,55.559999999999995
L4_13_2020,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2020,0.5013,0.4623,0.9636,abundance,49.870000000000005
L4_13_2021,L4_13,4,1288474,4883906,314,4,south,land,0,30,hay_meadow,8,2021,0.5938,0.3438,0.9375,presence,40.62
